;;Tiempos de busqueda;
Caracteristicas de los datos;Cantidad N de datos a ordenar;Lineal;Dicotomica
Ordenados de mayor a menor;10;0,000042;0,000246
;100;0,000294;0,000304
;1000;0,002652;0,000441
;10000;0,026012;0,00183
;100000;0,264046;0,020497
;1000000;2,639007;1,015131
