#Transcript position	Transcript coverage profile
0.0	9.322195449558468
1.0	24.9838654249676
2.0	38.28145091426685
3.0	49.58892689423095
4.0	60.40273823520185
5.0	70.3499769960749
6.0	78.09495793390316
7.0	82.23645639460564
8.0	85.8893665533224
9.0	91.4885933080198
10.0	94.1501978700564
11.0	97.34374364575216
12.0	101.61167877848312
13.0	103.40785801117843
14.0	102.01959518577186
15.0	98.37091494918367
16.0	95.70302140160707
17.0	96.00597187022858
18.0	98.00763470555772
19.0	99.65362283622217
20.0	99.59932993382053
21.0	98.72260417939917
22.0	97.85104060102869
23.0	94.95886073724283
24.0	93.18775708495282
25.0	91.82254124561626
26.0	91.43570844168602
27.0	90.88954306455248
28.0	90.39496190315946
29.0	89.49204992017326
30.0	90.99077659104476
31.0	90.48021183359812
32.0	91.2775420418947
33.0	92.69267469443962
34.0	94.70398695734475
35.0	96.9299337881643
36.0	96.83734453743611
37.0	97.08026388020535
38.0	94.31127210697676
39.0	92.55430250746477
40.0	93.59203662449627
41.0	92.46467535779757
42.0	91.43747918114349
43.0	88.64088472324686
44.0	87.51584038167226
45.0	88.6548247939474
46.0	89.71688547892246
47.0	89.43046362839682
48.0	89.3426476274814
49.0	89.46876296435778
50.0	91.03126695476918
51.0	91.42036013558747
52.0	91.61201868472939
53.0	91.91119373518747
54.0	89.49814079462125
55.0	87.21715652758417
56.0	87.46099745333692
57.0	87.96641907339415
58.0	87.59479940558361
59.0	89.6900955284453
60.0	91.75288180700441
61.0	93.40514169236262
62.0	95.26938887911065
63.0	98.55660791357955
64.0	98.89119685742935
65.0	100.09863447073018
66.0	99.89447170812045
67.0	100.31785698840582
68.0	99.07545274981443
69.0	98.33907898667243
70.0	95.78443691452286
71.0	97.06445645208709
72.0	97.99820978715428
73.0	98.13896457412912
74.0	97.99086898995179
75.0	95.41072444835407
76.0	93.26078915196676
77.0	91.23637326954113
78.0	91.49528811016769
79.0	92.31165880889458
80.0	90.6810394277011
81.0	87.10015551349899
82.0	84.35946534084276
83.0	81.9428562510508
84.0	79.05810159496441
85.0	75.47245552884735
86.0	71.05537031664967
87.0	67.28561367850482
88.0	60.234392825308475
89.0	52.39615109322899
90.0	46.094776103039216
91.0	39.61335034099646
92.0	31.152060574584873
93.0	22.23987032536207
94.0	16.087532263659632
95.0	10.857030138002727
96.0	6.565908765813443
97.0	2.8922628480394983
98.0	0.9966466700803078
99.0	0.14985432155627385
