id_sonda	id_gen
1553538_s_at	['ENSG00000198804', 'ENSG00000237973']
1553551_s_at	['ENSG00000198763', 'ENSG00000198888', 'ENSG00000210100', 'ENSG00000210112']
1553560_at	['ENSG00000174677', 'ENSG00000228567', 'ENSG00000269758']
1553567_s_at	['ENSG00000198712', 'ENSG00000198899', 'ENSG00000210154', 'ENSG00000210156', 'ENSG00000228253', 'ENSG00000229344', 'ENSG00000240409', 'ENSG00000248527']
1553569_at	['ENSG00000198712', 'ENSG00000198804', 'ENSG00000210154']
1553570_x_at	['ENSG00000198712', 'ENSG00000198804', 'ENSG00000210154']
1553575_at	['ENSG00000198695', 'ENSG00000210194']
1553579_a_at	['ENSG00000164871', 'ENSG00000178287']
1553582_a_at	['ENSG00000164871', 'ENSG00000178287']
1553585_a_at	['ENSG00000242520', 'ENSG00000266560', 'ENSG00000290892']
1553588_at	['ENSG00000198840', 'ENSG00000198899', 'ENSG00000198938', 'ENSG00000210164', 'ENSG00000210174', 'ENSG00000212907']
1553608_a_at	['ENSG00000156273', 'ENSG00000215533']
1553612_at	['ENSG00000178338', 'ENSG00000206624']
1553614_a_at	['ENSG00000231817', 'ENSG00000237378', 'ENSG00000285764', 'ENSG00000290964']
1553618_at	['ENSG00000144010', 'ENSG00000144015', 'ENSG00000144188']
1553619_a_at	['ENSG00000144010', 'ENSG00000144015', 'ENSG00000144188']
1553633_s_at	['ENSG00000164037', 'ENSG00000183704', 'ENSG00000227367', 'ENSG00000233867', 'ENSG00000260866', 'ENSG00000290458']
1553678_a_at	['ENSG00000150093', 'ENSG00000269378']
1553729_s_at	['ENSG00000158113', 'ENSG00000176383']
1553755_at	['ENSG00000171773', 'ENSG00000269035']
1553830_s_at	['ENSG00000183305', 'ENSG00000268606']
1553831_at	['ENSG00000243811', 'ENSG00000284554']
1553878_at	['ENSG00000169154', 'ENSG00000285880']
1553879_a_at	['ENSG00000169154', 'ENSG00000285880']
1553900_s_at	['ENSG00000161103', 'ENSG00000197210', 'ENSG00000286941', 'ENSG00000290696']
1553914_at	['ENSG00000179755', 'ENSG00000262885', 'ENSG00000288300']
1553947_at	['ENSG00000090861', 'ENSG00000223496']
1553957_at	['ENSG00000249709', 'ENSG00000269693']
1553967_at	['ENSG00000213638', 'ENSG00000227500']
1553968_a_at	['ENSG00000213638', 'ENSG00000227500']
1553972_a_at	['ENSG00000160200', 'ENSG00000274276']
1553998_at	['ENSG00000184911', 'ENSG00000269502']
1554022_at	['ENSG00000244607', 'ENSG00000280571']
1554023_s_at	['ENSG00000244607', 'ENSG00000280571']
1554042_s_at	['ENSG00000198326', 'ENSG00000241690']
1554049_s_at	['ENSG00000132716', 'ENSG00000258465']
1554063_at	['ENSG00000189376', 'ENSG00000259305']
1554089_s_at	['ENSG00000126524', 'ENSG00000225648', 'ENSG00000291152']
1554128_at	['ENSG00000182035', 'ENSG00000289012']
1554147_s_at	['ENSG00000183833', 'ENSG00000285585']
1554148_a_at	['ENSG00000169359', 'ENSG00000284952']
1554176_a_at	['ENSG00000174928', 'ENSG00000284952']
1554179_s_at	['ENSG00000283992', 'ENSG00000284505']
1554182_at	['ENSG00000155428', 'ENSG00000178809']
1554183_s_at	['ENSG00000155428', 'ENSG00000178809']
1554185_at	['ENSG00000262587', 'ENSG00000291179']
1554206_at	['ENSG00000185973', 'ENSG00000230578', 'ENSG00000290643']
1554245_x_at	['ENSG00000185829', 'ENSG00000228696']
1554318_at	['ENSG00000146722', 'ENSG00000205584', 'ENSG00000290834']
1554344_s_at	['ENSG00000184945', 'ENSG00000185176']
1554377_a_at	['ENSG00000152910', 'ENSG00000287694']
1554394_at	['ENSG00000165973', 'ENSG00000225477']
1554413_s_at	['ENSG00000198106', 'ENSG00000290680']
1554424_at	['ENSG00000145216', 'ENSG00000282278']
1554432_x_at	['ENSG00000205670', 'ENSG00000273590']
1554451_s_at	['ENSG00000135392', 'ENSG00000257390']
1554459_s_at	['ENSG00000116785', 'ENSG00000289697']
1554465_s_at	['ENSG00000147121', 'ENSG00000251192']
1554480_a_at	['ENSG00000170632', 'ENSG00000178660']
1554516_at	['ENSG00000202474', 'ENSG00000207277', 'ENSG00000277049', 'ENSG00000287168']
1554517_x_at	['ENSG00000202474', 'ENSG00000207277', 'ENSG00000277049', 'ENSG00000287168']
1554531_at	['ENSG00000149292', 'ENSG00000270179']
1554574_a_at	['ENSG00000100243', 'ENSG00000289517']
1554602_at	['ENSG00000265241', 'ENSG00000289565']
1554604_at	['ENSG00000012174', 'ENSG00000206639']
1554739_at	['ENSG00000197429', 'ENSG00000230896']
1554741_s_at	['ENSG00000140285', 'ENSG00000185390', 'ENSG00000204801', 'ENSG00000204816', 'ENSG00000204837', 'ENSG00000216829', 'ENSG00000219693', 'ENSG00000227449', 'ENSG00000264061', 'ENSG00000283886', 'ENSG00000291011', 'ENSG00000291181']
1554768_a_at	['ENSG00000164109', 'ENSG00000258445']
1554783_s_at	['ENSG00000116584', 'ENSG00000277817']
1554789_a_at	['ENSG00000113231', 'ENSG00000284762']
1554801_at	['ENSG00000172568', 'ENSG00000285868']
1554837_a_at	['ENSG00000162365', 'ENSG00000187048']
1554931_at	['ENSG00000162365', 'ENSG00000187048']
1554953_a_at	['ENSG00000182912', 'ENSG00000235890']
1555141_a_at	['ENSG00000164037', 'ENSG00000233867', 'ENSG00000260866']
1555155_at	['ENSG00000273627', 'ENSG00000275023']
1555162_at	['ENSG00000241484', 'ENSG00000248405']
1555167_s_at	['ENSG00000105835', 'ENSG00000229644']
1555235_s_at	['ENSG00000229972', 'ENSG00000285749']
1555247_a_at	['ENSG00000158987', 'ENSG00000273217']
1555272_at	['ENSG00000155026', 'ENSG00000169402']
1555277_a_at	['ENSG00000188687', 'ENSG00000264324']
1555288_s_at	['ENSG00000188878', 'ENSG00000267426']
1555306_a_at	['ENSG00000145194', 'ENSG00000284917']
1555311_at	['ENSG00000169228', 'ENSG00000213347']
1555359_at	['ENSG00000007541', 'ENSG00000282907']
1555368_x_at	['ENSG00000185037', 'ENSG00000185177', 'ENSG00000197990', 'ENSG00000290558']
1555408_at	['ENSG00000055609', 'ENSG00000187172', 'ENSG00000290523']
1555409_a_at	['ENSG00000055609', 'ENSG00000187172', 'ENSG00000290523']
1555444_a_at	['ENSG00000077157', 'ENSG00000229238']
1555485_s_at	['ENSG00000170074', 'ENSG00000289731']
1555522_s_at	['ENSG00000162959', 'ENSG00000162961', 'ENSG00000226054']
1555557_a_at	['ENSG00000061938', 'ENSG00000276489']
1555564_a_at	['ENSG00000205403', 'ENSG00000285330']
1555568_at	['ENSG00000272316', 'ENSG00000290474', 'ENSG00000290548']
1555655_at	['ENSG00000170782', 'ENSG00000170790']
1555691_a_at	['ENSG00000213809', 'ENSG00000255819']
1555695_a_at	['ENSG00000163646', 'ENSG00000260234']
1555702_a_at	['ENSG00000126091', 'ENSG00000284989']
1555719_a_at	['ENSG00000183833', 'ENSG00000285585']
1555729_a_at	['ENSG00000090659', 'ENSG00000288669']
1555731_a_at	['ENSG00000152056', 'ENSG00000286239']
1555733_s_at	['ENSG00000152056', 'ENSG00000286239']
1555734_x_at	['ENSG00000152056', 'ENSG00000286239']
1555738_at	['ENSG00000089505', 'ENSG00000217555', 'ENSG00000254788']
1555780_a_at	['ENSG00000106615', 'ENSG00000226964', 'ENSG00000229927', 'ENSG00000290913']
1555814_a_at	['ENSG00000067560', 'ENSG00000290318']
1555822_at	['ENSG00000218839', 'ENSG00000226516', 'ENSG00000237613', 'ENSG00000248893', 'ENSG00000249054', 'ENSG00000282591']
1555854_at	['ENSG00000151632', 'ENSG00000187134']
1555871_at	['ENSG00000235954', 'ENSG00000276675']
1555890_at	['ENSG00000284644', 'ENSG00000290816', 'ENSG00000290818']
1555907_at	['ENSG00000135506', 'ENSG00000255737']
1555948_s_at	['ENSG00000048828', 'ENSG00000232375']
1555964_at	['ENSG00000185829', 'ENSG00000228696']
1555976_s_at	['ENSG00000101608', 'ENSG00000265399']
1555996_s_at	['ENSG00000156976', 'ENSG00000200320', 'ENSG00000263776']
1556006_s_at	['ENSG00000113712', 'ENSG00000230551']
1556007_s_at	['ENSG00000113712', 'ENSG00000230551']
1556064_at	['ENSG00000186951', 'ENSG00000289858']
1556183_at	['ENSG00000135976', 'ENSG00000174501', 'ENSG00000196912', 'ENSG00000230006', 'ENSG00000291127']
1556195_a_at	['ENSG00000261135', 'ENSG00000282143', 'ENSG00000282740', 'ENSG00000285853']
1556224_a_at	['ENSG00000204946', 'ENSG00000244560', 'ENSG00000290600']
1556235_at	['ENSG00000227733', 'ENSG00000291242']
1556262_at	['ENSG00000259905', 'ENSG00000286110']
1556263_s_at	['ENSG00000259905', 'ENSG00000286110']
1556265_at	['ENSG00000215595', 'ENSG00000274269']
1556266_a_at	['ENSG00000215595', 'ENSG00000274269']
1556299_s_at	['ENSG00000174456', 'ENSG00000279360']
1556314_a_at	['ENSG00000178175', 'ENSG00000261269']
1556316_s_at	['ENSG00000218537', 'ENSG00000290199']
1556333_at	['ENSG00000263698', 'ENSG00000265888']
1556334_s_at	['ENSG00000263698', 'ENSG00000265888']
1556365_at	['ENSG00000216863', 'ENSG00000241216']
1556366_s_at	['ENSG00000216863', 'ENSG00000241216']
1556377_s_at	['ENSG00000136153', 'ENSG00000261553']
1556378_a_at	['ENSG00000154330', 'ENSG00000227917', 'ENSG00000234148', 'ENSG00000234394', 'ENSG00000276462']
1556404_a_at	['ENSG00000225264', 'ENSG00000237004']
1556405_s_at	['ENSG00000268038', 'ENSG00000286157']
1556487_a_at	['ENSG00000183833', 'ENSG00000285585']
1556496_a_at	['ENSG00000164924', 'ENSG00000260368']
1556582_at	['ENSG00000073008', 'ENSG00000279095']
1556633_at	['ENSG00000188004', 'ENSG00000256029']
1556646_at	['ENSG00000166847', 'ENSG00000260482']
1556684_at	['ENSG00000254846', 'ENSG00000259001', 'ENSG00000277209']
1556704_s_at	['ENSG00000290546', 'ENSG00000290573', 'ENSG00000290586', 'ENSG00000290938', 'ENSG00000290941', 'ENSG00000291167']
1556718_s_at	['ENSG00000229719', 'ENSG00000284155']
1556722_a_at	['ENSG00000198547', 'ENSG00000285382']
1556739_at	['ENSG00000178115', 'ENSG00000277561', 'ENSG00000291004']
1556794_at	['ENSG00000279186', 'ENSG00000279303', 'ENSG00000279967']
1556846_at	['ENSG00000166233', 'ENSG00000260672']
1556847_s_at	['ENSG00000166233', 'ENSG00000260672']
1556883_a_at	['ENSG00000154330', 'ENSG00000227917', 'ENSG00000234148', 'ENSG00000234394', 'ENSG00000276462']
1556917_a_at	['ENSG00000212215', 'ENSG00000248529']
1556988_s_at	['ENSG00000131778', 'ENSG00000237188']
1557050_at	['ENSG00000233429', 'ENSG00000276771']
1557051_s_at	['ENSG00000233429', 'ENSG00000276771']
1557080_s_at	['ENSG00000198542', 'ENSG00000276012']
1557094_at	['ENSG00000265190', 'ENSG00000276850']
1557117_at	['ENSG00000224892', 'ENSG00000236778']
1557141_at	['ENSG00000106125', 'ENSG00000254959']
1557192_at	['ENSG00000006695', 'ENSG00000236088']
1557235_at	['ENSG00000248703', 'ENSG00000249926']
1557261_at	['ENSG00000290399', 'ENSG00000290879']
1557289_s_at	['ENSG00000174428', 'ENSG00000196275']
1557290_at	['ENSG00000170629', 'ENSG00000291139']
1557293_at	['ENSG00000207650', 'ENSG00000242086']
1557357_at	['ENSG00000206573', 'ENSG00000254485']
1557366_at	['ENSG00000141127', 'ENSG00000154874', 'ENSG00000154898', 'ENSG00000170160', 'ENSG00000250111', 'ENSG00000266302', 'ENSG00000291090']
1557380_at	['ENSG00000151303', 'ENSG00000261011', 'ENSG00000271880']
1557382_x_at	['ENSG00000151303', 'ENSG00000261011', 'ENSG00000271880']
1557417_s_at	['ENSG00000155026', 'ENSG00000169402']
1557421_at	['ENSG00000261732', 'ENSG00000278987']
1557444_at	['ENSG00000184106', 'ENSG00000290563']
1557446_x_at	['ENSG00000184106', 'ENSG00000290563']
1557450_s_at	['ENSG00000290399', 'ENSG00000290879']
1557470_at	['ENSG00000182957', 'ENSG00000273167']
1557472_a_at	['ENSG00000233723', 'ENSG00000285673']
1557507_at	['ENSG00000233937', 'ENSG00000248275']
1557584_at	['ENSG00000243819', 'ENSG00000277446']
1557684_at	['ENSG00000187607', 'ENSG00000290687']
1557710_at	['ENSG00000241346', 'ENSG00000250580', 'ENSG00000254683', 'ENSG00000254757', 'ENSG00000254805', 'ENSG00000255522']
1557721_at	['ENSG00000260328', 'ENSG00000283033']
1557746_at	['ENSG00000184305', 'ENSG00000279013']
1557758_at	['ENSG00000254811', 'ENSG00000290498']
1557944_s_at	['ENSG00000198561', 'ENSG00000288534']
1558011_at	['ENSG00000248769', 'ENSG00000250138', 'ENSG00000251158', 'ENSG00000288349']
1558028_x_at	['ENSG00000257599', 'ENSG00000260032']
1558062_at	['ENSG00000147912', 'ENSG00000256966']
1558093_s_at	['ENSG00000015479', 'ENSG00000280987']
1558117_s_at	['ENSG00000103404', 'ENSG00000260566']
1558185_at	['ENSG00000205056', 'ENSG00000266923']
1558186_s_at	['ENSG00000205056', 'ENSG00000266923']
1558201_s_at	['ENSG00000163798', 'ENSG00000232060']
1558215_s_at	['ENSG00000108312', 'ENSG00000275107']
1558238_at	['ENSG00000182095', 'ENSG00000189166', 'ENSG00000223566']
1558262_at	['ENSG00000247595', 'ENSG00000279837']
1558372_at	['ENSG00000104219', 'ENSG00000289145']
1558373_s_at	['ENSG00000104219', 'ENSG00000289145']
1558401_at	['ENSG00000166233', 'ENSG00000260534']
1558438_a_at	['ENSG00000211891', 'ENSG00000253692']
1558493_at	['ENSG00000204663', 'ENSG00000290388']
1558504_at	['ENSG00000276997', 'ENSG00000280136', 'ENSG00000291201']
1558529_s_at	['ENSG00000228463', 'ENSG00000230423']
1558533_at	['ENSG00000184619', 'ENSG00000263809']
1558534_at	['ENSG00000223496', 'ENSG00000290674', 'ENSG00000291060']
1558587_at	['ENSG00000248469', 'ENSG00000249109']
1558588_at	['ENSG00000274265', 'ENSG00000290867']
1558601_at	['ENSG00000243197', 'ENSG00000278072']
1558602_a_at	['ENSG00000243197', 'ENSG00000278072']
1558603_at	['ENSG00000122194', 'ENSG00000125551', 'ENSG00000183281']
1558605_at	['ENSG00000136319', 'ENSG00000258768']
1558606_s_at	['ENSG00000136319', 'ENSG00000258768']
1558622_a_at	['ENSG00000188785', 'ENSG00000268133']
1558668_s_at	['ENSG00000141255', 'ENSG00000280268']
1558678_s_at	['ENSG00000251562', 'ENSG00000278217']
1558722_at	['ENSG00000196922', 'ENSG00000291080']
1558750_a_at	['ENSG00000187951', 'ENSG00000284906']
1558794_at	['ENSG00000223482', 'ENSG00000225484']
1558862_at	['ENSG00000243967', 'ENSG00000290552']
1558938_at	['ENSG00000092010', 'ENSG00000259321']
1558954_at	['ENSG00000255198', 'ENSG00000273587']
1558990_at	['ENSG00000141428', 'ENSG00000278986']
1559006_at	['ENSG00000113569', 'ENSG00000270558']
1559007_s_at	['ENSG00000113569', 'ENSG00000270558']
1559036_at	['ENSG00000224389', 'ENSG00000244731']
1559065_a_at	['ENSG00000182566', 'ENSG00000288669']
1559069_at	['ENSG00000136371', 'ENSG00000261229']
1559126_at	['ENSG00000052749', 'ENSG00000231508']
1559127_x_at	['ENSG00000052749', 'ENSG00000231508']
1559136_s_at	['ENSG00000235703', 'ENSG00000241489', 'ENSG00000241769']
1559140_at	['ENSG00000177757', 'ENSG00000182366']
1559141_s_at	['ENSG00000177757', 'ENSG00000182366']
1559180_at	['ENSG00000103942', 'ENSG00000169609']
1559208_at	['ENSG00000214188', 'ENSG00000274606']
1559252_a_at	['ENSG00000274949', 'ENSG00000275491']
1559256_at	['ENSG00000151276', 'ENSG00000270059']
1559257_a_at	['ENSG00000151276', 'ENSG00000270059']
1559272_at	['ENSG00000179044', 'ENSG00000196123']
1559283_a_at	['ENSG00000146910', 'ENSG00000283128']
1559297_at	['ENSG00000260162', 'ENSG00000260517']
1559313_at	['ENSG00000180071', 'ENSG00000225345', 'ENSG00000234373', 'ENSG00000290907']
1559324_at	['ENSG00000273018', 'ENSG00000291194']
1559388_a_at	['ENSG00000180155', 'ENSG00000284505']
1559406_at	['ENSG00000180071', 'ENSG00000230453']
1559514_at	['ENSG00000232063', 'ENSG00000290770']
1559522_at	['ENSG00000228697', 'ENSG00000283255']
1559575_a_at	['ENSG00000184945', 'ENSG00000185176']
1559681_a_at	['ENSG00000221926', 'ENSG00000265693', 'ENSG00000291110']
1559688_at	['ENSG00000262292', 'ENSG00000263394']
1559689_a_at	['ENSG00000262292', 'ENSG00000263394']
1559701_s_at	['ENSG00000148660', 'ENSG00000166507', 'ENSG00000272916']
1559789_a_at	['ENSG00000196381', 'ENSG00000290988']
1559807_at	['ENSG00000285151', 'ENSG00000285204']
1559839_at	['ENSG00000112837', 'ENSG00000219604']
1559880_at	['ENSG00000253733', 'ENSG00000274467']
1559975_at	['ENSG00000133639', 'ENSG00000257242']
1560002_at	['ENSG00000275493', 'ENSG00000288225']
1560025_at	['ENSG00000274893', 'ENSG00000276128']
1560086_at	['ENSG00000184005', 'ENSG00000272855']
1560087_a_at	['ENSG00000184005', 'ENSG00000272855']
1560176_s_at	['ENSG00000124224', 'ENSG00000291067']
1560224_at	['ENSG00000153207', 'ENSG00000226121']
1560238_at	['ENSG00000226686', 'ENSG00000232677']
1560300_a_at	['ENSG00000184911', 'ENSG00000269502']
1560316_s_at	['ENSG00000106415', 'ENSG00000283549']
1560432_at	['ENSG00000239265', 'ENSG00000276055']
1560443_at	['ENSG00000101596', 'ENSG00000207034']
1560579_s_at	['ENSG00000224167', 'ENSG00000226419']
1560633_a_at	['ENSG00000154642', 'ENSG00000240770']
1560637_at	['ENSG00000120992', 'ENSG00000260955']
1560646_at	['ENSG00000250878', 'ENSG00000290918']
1560662_s_at	['ENSG00000223509', 'ENSG00000290399', 'ENSG00000290876', 'ENSG00000290879']
1560673_at	['ENSG00000228604', 'ENSG00000232712']
1560692_at	['ENSG00000170419', 'ENSG00000224223']
1560734_at	['ENSG00000183706', 'ENSG00000280709', 'ENSG00000285472']
1560735_s_at	['ENSG00000183706', 'ENSG00000279408', 'ENSG00000280709', 'ENSG00000285472']
1560779_a_at	['ENSG00000198453', 'ENSG00000291239']
1560797_s_at	['ENSG00000224216', 'ENSG00000224533']
1560833_at	['ENSG00000229311', 'ENSG00000232827', 'ENSG00000233651']
1560834_a_at	['ENSG00000255794', 'ENSG00000275971']
1560878_at	['ENSG00000204176', 'ENSG00000277758']
1560879_a_at	['ENSG00000204176', 'ENSG00000277758']
1560916_a_at	['ENSG00000173852', 'ENSG00000231952']
1560942_at	['ENSG00000142657', 'ENSG00000284642']
1560957_at	['ENSG00000230021', 'ENSG00000234116', 'ENSG00000234986']
1561089_at	['ENSG00000260515', 'ENSG00000271998']
1561165_a_at	['ENSG00000184276', 'ENSG00000188438', 'ENSG00000215371', 'ENSG00000229907']
1561170_at	['ENSG00000227717', 'ENSG00000237850', 'ENSG00000273756', 'ENSG00000273976', 'ENSG00000277322', 'ENSG00000277865']
1561171_a_at	['ENSG00000227717', 'ENSG00000237850', 'ENSG00000273756', 'ENSG00000273976', 'ENSG00000277322', 'ENSG00000277865']
1561262_at	['ENSG00000231422', 'ENSG00000285859']
1561271_at	['ENSG00000154898', 'ENSG00000170160']
1561306_s_at	['ENSG00000166763', 'ENSG00000242866', 'ENSG00000290691']
1561369_at	['ENSG00000237862', 'ENSG00000243902']
1561405_s_at	['ENSG00000166762', 'ENSG00000205771', 'ENSG00000284772', 'ENSG00000291053']
1561429_a_at	['ENSG00000183833', 'ENSG00000285585']
1561430_s_at	['ENSG00000183833', 'ENSG00000285585']
1561497_at	['ENSG00000257366', 'ENSG00000257391', 'ENSG00000257563', 'ENSG00000258354']
1561598_at	['ENSG00000071575', 'ENSG00000261117']
1561893_at	['ENSG00000135766', 'ENSG00000287856']
1561960_at	['ENSG00000235370', 'ENSG00000290690']
1562048_at	['ENSG00000214407', 'ENSG00000241280']
1562056_at	['ENSG00000172965', 'ENSG00000222041']
1562167_a_at	['ENSG00000204547', 'ENSG00000290996']
1562215_at	['ENSG00000174948', 'ENSG00000279305']
1562223_at	['ENSG00000233408', 'ENSG00000257395', 'ENSG00000257504']
1562292_at	['ENSG00000175302', 'ENSG00000180777']
1562313_at	['ENSG00000215580', 'ENSG00000291031']
1562488_at	['ENSG00000154864', 'ENSG00000274838']
1562501_at	['ENSG00000259697', 'ENSG00000289571']
1562562_at	['ENSG00000206199', 'ENSG00000251854']
1562603_at	['ENSG00000092871', 'ENSG00000267618']
1562633_at	['ENSG00000255794', 'ENSG00000274819']
1562722_at	['ENSG00000204918', 'ENSG00000204919', 'ENSG00000227151', 'ENSG00000229665', 'ENSG00000234278']
1562754_at	['ENSG00000233098', 'ENSG00000266009']
1562825_at	['ENSG00000239736', 'ENSG00000291001']
1562841_at	['ENSG00000230736', 'ENSG00000241954']
1562901_at	['ENSG00000248441', 'ENSG00000280304']
1562934_at	['ENSG00000260192', 'ENSG00000286111']
1562981_at	['ENSG00000221031', 'ENSG00000244734', 'ENSG00000285498']
1562997_a_at	['ENSG00000091972', 'ENSG00000239482']
1563014_at	['ENSG00000115268', 'ENSG00000268798']
1563229_at	['ENSG00000231607', 'ENSG00000283785']
1563263_at	['ENSG00000261218', 'ENSG00000289733']
1563370_at	['ENSG00000255363', 'ENSG00000255479']
1563420_at	['ENSG00000124343', 'ENSG00000290840']
1563450_at	['ENSG00000186572', 'ENSG00000198129']
1563728_at	['ENSG00000283945', 'ENSG00000291187']
1563876_at	['ENSG00000213057', 'ENSG00000240021']
1564027_a_at	['ENSG00000159860', 'ENSG00000170379', 'ENSG00000283528', 'ENSG00000290602']
1564028_s_at	['ENSG00000170379', 'ENSG00000290602']
1564069_at	['ENSG00000243766', 'ENSG00000277469', 'ENSG00000278708']
1564070_s_at	['ENSG00000243766', 'ENSG00000277469', 'ENSG00000278708']
1564075_a_at	['ENSG00000180336', 'ENSG00000279879']
1564204_at	['ENSG00000223779', 'ENSG00000277147', 'ENSG00000285215', 'ENSG00000291158']
1564277_a_at	['ENSG00000290546', 'ENSG00000290573', 'ENSG00000290586', 'ENSG00000290938', 'ENSG00000290941', 'ENSG00000291167']
1564319_at	['ENSG00000180043', 'ENSG00000267706']
1564334_at	['ENSG00000176715', 'ENSG00000180422']
1564383_s_at	['ENSG00000220161', 'ENSG00000260907']
1564423_a_at	['ENSG00000120341', 'ENSG00000254154']
1564431_a_at	['ENSG00000214402', 'ENSG00000284341']
1564471_at	['ENSG00000066739', 'ENSG00000258729']
1564475_s_at	['ENSG00000250802', 'ENSG00000251566']
1564573_at	['ENSG00000244242', 'ENSG00000250644']
1564729_at	['ENSG00000137707', 'ENSG00000254980']
1564807_at	['ENSG00000260971', 'ENSG00000284686']
1564816_at	['ENSG00000119705', 'ENSG00000197734']
1564855_at	['ENSG00000258710', 'ENSG00000280709', 'ENSG00000284500']
1564856_s_at	['ENSG00000280709', 'ENSG00000284500', 'ENSG00000285472']
1564906_at	['ENSG00000200959', 'ENSG00000281398']
1564907_s_at	['ENSG00000200959', 'ENSG00000280987', 'ENSG00000281398']
1564940_at	['ENSG00000249159', 'ENSG00000272049']
1564984_at	['ENSG00000256204', 'ENSG00000280200']
