#Transcript position	Transcript coverage profile
0.0	6.125834312260654
1.0	15.771103912035645
2.0	24.065942415465372
3.0	31.42477068927647
4.0	37.65705656070955
5.0	43.37832511204746
6.0	47.77631051763359
7.0	50.81970554009649
8.0	53.879233756567324
9.0	57.91953180618733
10.0	59.72562271367536
11.0	62.18991894646249
12.0	64.35312592527853
13.0	65.12329101727532
14.0	64.03768995112219
15.0	61.32588877502431
16.0	60.23165557199887
17.0	59.92054613034601
18.0	61.11704322537605
19.0	62.15019406775281
20.0	62.39508100818311
21.0	62.4572057372298
22.0	62.773061105083876
23.0	60.84351164946608
24.0	59.86148716100615
25.0	58.24011797047238
26.0	57.756933038926604
27.0	57.61614448701589
28.0	57.415698480162916
29.0	56.893614616148035
30.0	58.24714247429226
31.0	58.35198233867874
32.0	58.942487736596576
33.0	59.08853418708826
34.0	60.34999733571594
35.0	61.21550841600208
36.0	61.43450087356837
37.0	61.485373885563746
38.0	60.060039056582596
39.0	58.6124571775666
40.0	58.69127974103817
41.0	57.51378264785686
42.0	56.66951170154692
43.0	54.7522526473038
44.0	54.34035917638103
45.0	55.05024272775766
46.0	56.097162924071355
47.0	56.24511039808499
48.0	56.76362221289071
49.0	56.96284287815802
50.0	57.53330897550444
51.0	57.706424114443536
52.0	57.8685440297115
53.0	58.6145676846462
54.0	56.97651077177141
55.0	55.87109951572209
56.0	56.131468409942
57.0	55.99880592981752
58.0	56.03717499663732
59.0	57.0372217111686
60.0	58.101321169457925
61.0	59.083591764809285
62.0	59.8708089560455
63.0	62.005682649037446
64.0	61.54227810484723
65.0	61.97894180760602
66.0	61.18681880831077
67.0	61.13063596027476
68.0	60.251847314741056
69.0	59.7599665376387
70.0	59.01826553880093
71.0	61.2001767779948
72.0	62.658469523543275
73.0	62.84338801127701
74.0	62.959247754765414
75.0	60.74806428798921
76.0	59.42964321339018
77.0	58.03439089032767
78.0	57.384016699427036
79.0	57.88447475126296
80.0	56.56270816420691
81.0	53.70130106514351
82.0	51.60591292596628
83.0	50.20265063763334
84.0	48.50740504806461
85.0	45.86003072128113
86.0	43.421067512534115
87.0	41.32842129607693
88.0	37.41139904938948
89.0	32.57359143304207
90.0	28.90070086330073
91.0	24.35000509880654
92.0	19.182799641205534
93.0	13.69682175893892
94.0	9.92107428947807
95.0	6.672599199191224
96.0	4.18680410114029
97.0	1.9058538538711154
98.0	0.6174430713928192
99.0	0.0620882987285315
