#Transcript position	Transcript coverage profile
0.0	9.350210442679225
1.0	24.875981742306248
2.0	38.04977101783827
3.0	49.30398149305166
4.0	60.07051285209889
5.0	69.94014770550083
6.0	77.59524437444797
7.0	81.68720480336862
8.0	85.35750273032906
9.0	90.89987628814319
10.0	93.49487603458421
11.0	96.63110733941393
12.0	100.74683481972976
13.0	102.46690941569301
14.0	101.127342609144
15.0	97.59219202247321
16.0	95.07291307005381
17.0	95.48145726674444
18.0	97.41312605330805
19.0	99.06046488496291
20.0	98.95857780895001
21.0	97.98226464989287
22.0	97.18550429882833
23.0	94.3518266960015
24.0	92.6558656795865
25.0	91.36752353053825
26.0	91.10052420435441
27.0	90.51039390332036
28.0	89.8803235084398
29.0	88.91115169432207
30.0	90.4391406719394
31.0	89.92418004305436
32.0	90.64059933066835
33.0	91.9110807461393
34.0	93.91625618884751
35.0	96.13005987237844
36.0	96.1206461201715
37.0	96.41415331734161
38.0	93.73691573811362
39.0	91.95675577523389
40.0	93.00440124362888
41.0	91.87349757394934
42.0	90.80434842027718
43.0	88.07826178978597
44.0	86.96864952782897
45.0	88.16235535220255
46.0	89.2498951669175
47.0	88.92605921783316
48.0	88.79124822273619
49.0	89.00963700773629
50.0	90.64426235642757
51.0	90.99682176727434
52.0	91.22529897735085
53.0	91.52101051555609
54.0	89.14367348330407
55.0	86.86200184742732
56.0	87.03320113059672
57.0	87.48174360426746
58.0	87.16021340488166
59.0	89.23686430665595
60.0	91.23975023055095
61.0	92.88417884825915
62.0	94.78435624775858
63.0	98.0012690137473
64.0	98.2660541732451
65.0	99.49164496929357
66.0	99.20576364197927
67.0	99.58332225076784
68.0	98.32747579088856
69.0	97.6748917654602
70.0	95.29234914589182
71.0	96.55419658249028
72.0	97.44601889678579
73.0	97.55834276189115
74.0	97.41544005443781
75.0	94.78198491318645
76.0	92.64202669882698
77.0	90.7319607335501
78.0	90.93183044569362
79.0	91.59837404831457
80.0	89.89780882175197
81.0	86.27515813104858
82.0	83.58331778283353
83.0	81.04762367616507
84.0	78.19671969827348
85.0	74.67882751517459
86.0	70.2248286726648
87.0	66.46278375413591
88.0	59.41259603807218
89.0	51.73659850738952
90.0	45.5064420110558
91.0	39.029713005732866
92.0	30.594447272714014
93.0	21.786970899623288
94.0	15.86059666639958
95.0	10.69014346786775
96.0	6.562646142008495
97.0	2.867556804408896
98.0	0.9922204790929364
99.0	0.14985432155627385
