id_sonda	GSM1218926_sample_table	GSM1218904_sample_table	GSM1218910_sample_table	GSM1218913_sample_table	GSM1218923_sample_table	GSM1218927_sample_table	GSM1218915_sample_table	GSM1218905_sample_table	GSM1218909_sample_table	GSM1218924_sample_table	Media	Error estándar %
4012536	3.20492	3.86504	12.72661	3.72869	3.51687	3.31433	3.40325	3.1739	3.28462	3.46704	4.368527	20.224244018974982
