id_sonda	GSM1218934_sample_table	GSM1218938_sample_table	GSM1218943_sample_table	Media	Error estándar %
3486060	6.69748	2.86505	2.75836	4.106963333333333	25.758032078390297
3688880	3.62789	8.60415	4.8079	5.6799800000000005	21.580340828611845
4032600	2.79427	7.00622	4.27602	4.69217	21.465508043166256
3811116	5.3273	2.75744	2.53896	3.541233333333333	20.64181521137213
2345036	7.09063	13.4608	6.02255	8.857993333333333	21.4030060561757
2910712	2.48143	5.39059	2.84452	3.572180000000001	20.91942394145012
2786826	7.12599	2.53677	4.84584	4.836200000000001	22.366665702878443
3171391	3.51293	7.0188	3.41062	4.64745	20.837230682092027
3756592	4.99745	4.63908	9.90531	6.5139466666666666	21.29419613733224
3344000	2.70737	5.33855	2.53896	3.5282933333333326	20.97613151936639
2440422	7.05279	13.26127	6.14592	8.819993333333333	20.69955862357837
3071111	6.31657	2.91049	2.56159	3.9295500000000003	24.88734320325501
3597828	2.89125	3.33099	6.12908	4.1171066666666665	20.108741123494642
3874067	2.86818	6.05425	3.20278	4.041736666666667	20.421459732913195
2860188	5.90602	2.4822	3.60834	3.9988533333333334	20.570873095032983
2345037	6.34914	13.42091	5.00827	8.25944	25.797521804980487
2477335	5.78032	2.75744	7.40061	5.31279	20.910388962630844
3802962	5.37059	10.52679	3.39157	6.42965	27.007294902587937
3392069	7.94944	7.841	2.9302	6.240213333333333	21.658698451413976
3503438	7.19306	3.02558	4.53115	4.916596666666667	20.23368459776855
3826768	3.03369	6.82644	3.4228	4.427643333333333	22.21474960684663
3217142	2.63523	4.99102	2.3792	3.33515	20.349739104653025
3900834	3.28993	6.26426	3.02351	4.192566666666667	20.228498069486992
3780932	2.98993	6.07042	3.03059	4.030313333333333	20.666512174702394
3374896	5.49015	10.75058	4.21146	6.817396666666666	23.964510697685572
2584926	6.56512	2.97336	2.89437	4.144283333333333	23.851597591398882
2653148	6.9483	3.20611	3.38436	4.512923333333333	22.050577664183713
3015396	3.03369	5.85009	2.72734	3.870373333333333	20.96529273271883
2945498	5.82664	2.70953	2.97019	3.8354533333333336	21.254774760246974
3754722	5.99408	3.20121	2.84452	4.0132699999999994	20.258314529664425
2966509	2.70737	7.00622	5.81082	5.174803333333333	20.21311041491035
3530545	3.03848	6.25248	3.17291	4.154623333333333	20.628400047238994
3286093	4.08394	3.06617	9.53532	5.56181	29.483575790685883
2911726	2.37134	5.49339	2.87072	3.5784833333333332	22.092287275135917
2965173	2.70737	5.59008	2.65737	3.6516066666666673	21.67446395723417
3090943	2.52782	5.4444	3.0215	3.6645733333333332	20.080630598864175
3925853	4.4896	6.67139	2.70517	4.622053333333334	20.25960169265937
2440415	4.99259	10.18051	4.76486	6.6459866666666665	21.726813272403152
2792154	2.86547	6.40733	2.70035	3.99105	24.73558688271211
2820621	2.86562	5.68123	2.82192	3.78959	20.380238594411722
4006274	2.91435	6.03826	2.7964	3.9163366666666666	22.13082376687017
2633891	5.24116	2.66533	2.58675	3.4977466666666666	20.355575424576763
3152799	8.26848	4.75989	3.68638	5.571583333333334	20.276183317253842
3136247	3.52277	7.08522	3.39592	4.6679699999999995	21.150328894612155
3249908	3.93827	6.38846	2.60705	4.311260000000001	20.97300745793884
3918229	3.34982	6.64664	3.06939	4.355283333333333	21.531888768646464
3951217	4.34528	3.67394	8.54032	5.519846666666666	22.522624846898676
3143840	6.97336	3.84832	3.0136	4.61176	21.336519671756545
2990581	6.18356	2.87983	3.22503	4.09614	20.899213986843275
3582086	5.38465	9.79932	4.20797	6.463979999999999	21.497674049640665
3395542	2.37134	5.72549	2.47089	3.522573333333334	25.539369147132952
3199559	6.25573	2.85789	8.00263	5.705416666666667	21.61565442728539
2345031	8.6397	13.84862	4.47579	8.988036666666668	24.630178827406343
2784663	3.29479	5.63693	2.3792	3.7703066666666665	21.006621902020193
3468531	6.44031	2.73012	4.01797	4.396133333333333	20.200096122042012
4021589	3.03369	7.24678	2.70517	4.328546666666667	27.581486177414032
3416831	2.84232	5.88946	2.60705	3.7796100000000004	22.836374051166132
3462425	2.98596	5.54303	2.3792	3.636063333333334	21.769227887500477
3006141	6.89703	2.70708	3.66751	4.423873333333334	23.389651606507194
2974183	2.73877	5.9177	2.77847	3.811646666666667	22.558323638602324
3445776	8.02116	5.20391	3.34006	5.52171	20.119632084889112
4031083	6.79643	3.14457	3.19994	4.380313333333333	22.52034862203372
3653843	6.27787	3.08941	3.01427	4.127183333333334	21.27825902804423
3195858	6.6528	2.70953	7.40566	5.58933	21.272492785214794
2345052	7.51814	13.64504	6.18233	9.11517	20.580228454874756
3390331	3.2353	6.47018	2.96783	4.224436666666667	21.754044698735697
3020677	10.12974	3.63731	7.12495	6.9639999999999995	21.994406385492457
3046527	3.07548	6.74847	3.15305	4.325666666666667	22.869868706505848
3648395	2.77512	5.72549	2.51555	3.672053333333333	22.89023376122134
3709433	4.00253	8.4133	4.4592	5.62501	20.32693969667917
4030279	6.93201	2.82192	3.79681	4.516913333333334	22.413122149465238
2584936	8.68754	3.71035	2.99696	5.131616666666667	28.4784578461711
3885170	7.01853	2.91049	7.49336	5.80746	20.45587449019073
4034782	3.80065	7.97408	3.31184	5.028856666666667	24.019171892194034
3448674	2.25917	5.59008	3.7699	3.8730500000000005	20.300062232778952
2818772	2.86711	6.12953	3.31145	4.102696666666667	20.329384004674864
3374891	5.9165	10.37043	4.66993	6.985620000000001	20.223470472918656
3802947	2.88158	6.27522	3.16312	4.10664	21.618710340788194
3209270	7.36728	3.13067	2.64431	4.380753333333334	27.954592091185066
2807127	2.52782	6.07201	3.39592	3.998583333333334	21.77900887743219
2974139	3.43385	7.00622	2.87072	4.43693	23.82892959076152
2461072	2.89125	6.00323	3.0215	3.9719933333333333	20.891701468455054
3835602	2.99723	6.59531	8.02074	5.8710933333333335	20.78672444784773
2564098	3.27002	6.10843	2.85541	4.077953333333333	20.468090472170893
3519852	8.17943	8.85035	3.29595	6.775243333333335	21.094316921627936
4031101	6.83038	3.32495	3.354	4.5031099999999995	21.09938845460547
2997317	5.07864	2.26116	5.97848	4.439426666666667	20.593118473800136
3343490	7.80749	2.85789	6.13955	5.601643333333333	21.192352819351388
3374879	5.3042	9.08808	2.9898	5.794026666666666	25.046862430683912
3142628	2.74871	5.67709	2.79026	3.7386866666666663	21.168140448266193
3181989	2.73965	7.8526	7.01052	5.86759	22.024527492776368
4028921	3.79099	6.4435	2.60705	4.280513333333334	21.634797382640752
3910653	2.43943	5.59008	2.44804	3.492516666666667	24.51896816589833
2572142	2.79427	6.2995	2.77631	3.9566933333333334	24.17311891481197
3758441	2.7013	5.24961	2.40089	3.4505999999999997	21.383183041066562
3689158	3.37847	7.94256	4.38455	5.235193333333334	21.592900726587587
2584937	8.49885	3.09444	3.39909	4.99746	28.63932725144768
3409151	2.79673	6.35948	3.23372	4.129976666666667	22.179307642771015
3802958	4.01844	9.46852	4.02876	5.838573333333334	25.381568970103167
3374884	5.59447	9.4243	4.16541	6.394726666666666	20.04564196633762
3535530	3.54449	7.08663	3.55225	4.72779	20.368800950745953
2787380	3.61963	3.59342	7.78625	4.999766666666667	22.75293843698273
2887895	2.79427	6.17355	2.99666	3.98816	22.402715798782605
2375883	6.99495	2.4223	6.41072	5.27599	22.235147183591973
2868069	5.6538	11.388	4.74917	7.263656666666667	23.365686462387096
3657523	3.49657	8.16955	5.10494	5.590353333333333	20.018720725492066
3561537	3.00839	6.17355	2.53896	3.906966666666666	23.852788467982286
2584943	8.12643	3.83404	3.52698	5.162483333333333	23.48072831151707
3350045	6.12502	7.1803	2.77014	5.358486666666667	20.258849113224294
3020685	8.22262	3.33099	5.19005	5.581219999999999	20.855209658542556
3392201	11.63112	10.59934	4.03653	8.755663333333333	22.178406786576222
3327797	2.65939	2.85789	5.52189	3.679723333333333	20.47749956400847
3879957	5.00305	9.63436	4.28872	6.3087100000000005	21.685747913537448
2853176	2.77512	5.51055	2.64928	3.6449833333333337	20.91070596001316
2778284	3.84992	6.67122	2.87658	4.465906666666666	20.803970696865566
2440447	6.72616	12.31263	5.36806	8.135616666666666	21.32651287063771
2590729	4.44665	8.7367	3.43963	5.540993333333334	23.93176482848195
4038645	2.84232	5.68638	2.7964	3.7750333333333335	20.67211072383217
3874523	8.11936	2.70953	3.53644	4.788443333333333	28.688608421389972
2584935	10.32198	5.81824	4.45106	6.863759999999999	21.098087849617016
3573699	2.79427	5.63693	2.56258	3.664593333333334	22.022983943344535
3862257	7.71621	9.55654	3.56768	6.94681	20.816936843821097
3134635	3.14021	6.49686	2.87072	4.169263333333333	22.84235657700654
3519848	8.68915	9.46485	2.9553	7.036433333333334	23.82055553982229
3330781	3.17186	5.59008	2.29898	3.686973333333334	21.798890686071182
3983435	6.28144	2.90423	2.93281	4.039493333333334	22.65867542960777
4051347	4.284	7.19768	3.16903	4.88357	20.07963030097685
3137134	4.33897	6.7181	2.67753	4.5782	20.91140943659567
2868052	5.78244	9.53064	4.00668	6.43992	20.642949872945955
3216790	3.32658	6.94873	3.48068	4.58533	21.057097945375414
3012948	3.24556	2.8772	6.25504	4.125933333333333	21.17168738504096
3154192	8.20692	4.429	3.82692	5.487613333333333	20.394765646602174
3996601	6.88664	3.82889	3.09731	4.60428	20.58065166322211
3424678	2.43943	4.8571	2.24071	3.1790800000000004	21.598958797721338
3789484	2.77512	6.38846	3.39592	4.1865	21.755101605355893
3917074	2.74717	5.23857	2.36682	3.4508533333333333	21.30828672822633
4034935	9.49228	5.80199	3.35587	6.216713333333334	23.42462240062087
2755365	7.63442	3.08123	4.00701	4.907553333333333	23.115853931814602
3209290	7.55759	3.63877	3.13977	4.77871	23.867394106791977
3802952	4.25333	9.02731	3.1647	5.4817800000000005	26.816542967159346
2547223	3.54686	8.0948	4.09513	5.245596666666667	22.310883402235625
3219231	2.92721	6.31111	3.36418	4.200833333333333	20.654272008650423
4035751	5.41242	2.38839	3.20222	3.667676666666667	20.112610042660016
3582958	2.57104	6.27116	2.79826	3.880153333333334	25.194687205833844
3979280	2.63523	6.30349	2.62704	3.8552533333333336	25.925411680543046
3392068	9.50091	10.12123	3.5	7.707380000000001	22.366450887109167
3206096	2.99252	5.96896	2.862	3.94116	21.019631256922004
2526914	2.6791	5.80924	3.04464	3.844326666666667	20.98641222713079
3840289	3.14021	6.2995	2.58675	4.00882	23.553591695328574
3468483	6.24848	2.88833	2.71454	3.95045	23.770979501120728
3398707	2.89125	6.07045	3.15692	4.03954	20.58345322658913
3392122	9.68206	8.26674	3.65567	7.20149	20.62790016613871
2420766	3.27002	5.72549	2.58675	3.8607533333333333	20.154720419412552
3544542	3.61871	8.65489	3.82381	5.365803333333333	25.04068568519335
2499200	2.37134	5.22685	2.56258	3.3869233333333333	22.21775057688092
3902517	4.30885	2.80502	7.26465	4.792839999999999	22.31567067800868
3344023	3.11331	5.72549	2.47089	3.7698966666666665	21.554968946263823
3286698	2.6383	5.44499	2.62008	3.56779	21.48040449017445
4016939	3.34982	6.88987	3.09731	4.445666666666667	22.48515935575935
3577640	2.77974	5.95619	2.78186	3.8392633333333333	22.51035581898521
3969663	8.88583	4.77812	4.2137	5.959216666666666	20.17326494900301
3559198	4.95173	7.0242	2.72734	4.901090000000001	20.66867976050641
3780694	3.05957	6.17355	2.72734	3.98682	22.477980970631194
3804783	2.46092	5.59008	3.2563	3.7691	20.34135491045462
2912775	8.30451	4.51223	11.74826	8.188333333333333	20.837060442961214
3826443	6.32972	2.66533	3.71285	4.235966666666666	21.003851774558616
2475450	6.2739	3.2167	2.7964	4.095666666666667	21.84653112952183
3771720	9.81743	11.27101	4.37951	8.489316666666666	20.171765960041814
3969664	8.63727	3.6243	4.986	5.74919	21.254429982661975
2966580	3.03369	7.73028	3.65567	4.806546666666667	25.019593869299634
3910813	2.63523	6.03826	2.58675	3.753413333333334	24.85350402476453
2678157	3.69746	7.11378	2.89437	4.568536666666667	23.118823159684045
3392109	10.82454	9.83549	3.91302	8.191016666666666	21.51106216078501
3755880	2.82124	5.72549	2.97019	3.8389733333333336	20.08263440725645
3785562	2.86167	5.44082	2.65346	3.651983333333334	20.042166946651655
3291144	2.72803	6.59938	2.94246	4.089956666666667	25.07884155502061
3612287	5.54782	2.75744	2.82192	3.7090600000000005	20.24298504298286
3802957	3.24656	7.22664	2.62349	4.365563333333333	26.966185645954845
2448949	7.62513	4.53475	2.67146	4.94378	23.85768998478438
3784715	2.86562	6.96826	3.45144	4.42844	23.620747816170187
3330626	2.6399	6.05897	3.29956	3.9994766666666663	21.37880392871248
3330454	3.03369	7.43961	4.64241	5.03857	20.85916706700274
3421753	7.02424	3.26935	3.84562	4.71307	20.22583557963768
2343480	4.69647	3.17471	7.54341	5.1381966666666665	20.345352433200155
4050169	3.42137	7.01819	3.28682	4.5754600000000005	21.8064302031654
3665465	2.82124	3.75165	6.34926	4.307383333333333	20.011140977946997
3103977	5.1732	2.57602	6.66241	4.803876666666667	20.294051466801506
2755405	6.7259	3.21187	2.94581	4.294526666666667	23.159316351352004
2822001	3.52277	8.35152	3.39592	5.09007	26.165004379972736
3604189	4.15679	3.08927	7.12919	4.79175	20.595220821086777
3914683	3.16943	7.04225	3.77166	4.661113333333334	21.07659501149347
3519851	9.16053	9.44646	3.75963	7.45554	20.258134346553945
2903428	3.47372	3.64605	9.46858	5.52945	29.092513355216028
2793235	3.05957	6.90972	2.49578	4.155023333333333	27.25433920853645
3384131	3.05957	5.85009	2.82192	3.9105266666666663	20.299112762866795
3994828	6.81415	2.99204	3.96566	4.590616666666667	20.396210431829147
3140283	3.80623	8.04641	3.71852	5.190386666666666	22.467495805889474
4029174	7.86292	3.61281	4.2143	5.23001	20.7301766716958
3827734	8.09031	3.5038	4.19311	5.262406666666667	22.154560298036763
3900876	6.17093	10.58086	4.28492	7.0122366666666665	21.72196616108782
3123420	2.48143	5.63693	2.84452	3.654293333333334	22.272974701800653
3764430	7.74372	3.26673	8.51287	6.507773333333333	20.52180159532303
