id_sonda	GSM1218934_sample_table	GSM1218938_sample_table	GSM1218943_sample_table	Media	Error estándar %
3147402	6.15804	2.70953	2.70517	3.85758	24.345818480312992
3954528	2.91435	6.23976	2.97019	4.041433333333334	22.208942575468367
3579584	2.81548	6.66044	3.94944	4.47512	20.811269210973492
3528066	2.89125	5.85009	2.40246	3.7145999999999995	23.673869864478224
3252761	6.54656	3.02558	2.7797	4.11728	24.12858234796528
3392219	10.26689	9.35907	4.0027	7.87622	20.260592802993564
2867498	3.03369	7.06008	4.27602	4.789929999999999	20.291387726579945
3535474	3.29479	6.74001	3.06939	4.368063333333334	22.202046845055914
3138635	3.02782	6.38344	3.3013	4.23752	20.72996476378451
3503443	7.51411	2.82747	3.97432	4.771966666666667	24.13363339597329
2345828	2.70737	6.41521	3.65567	4.259416666666667	21.318374820531098
3711835	3.03369	6.62326	2.77631	4.14442	24.46177988760448
3943524	2.76274	3.02257	6.19179	3.992366666666667	22.542942771934843
3392082	10.21503	10.07274	3.45302	7.913596666666667	23.01521908791597
3519846	9.03644	9.01563	2.71666	6.922910000000001	24.80461795655555
3991668	2.43943	5.80924	2.58675	3.611806666666667	24.85653998049517
3683902	2.48143	5.2829	2.40246	3.3889299999999998	22.8223663985898
3405485	8.55408	3.11404	3.93931	5.202476666666667	26.565110623712922
3050198	2.89125	5.63693	2.3792	3.6357933333333334	22.713818536575587
2345054	2.70286	6.23588	2.69174	3.876826666666666	24.842045821722
3360135	2.61562	5.76598	2.74966	3.7104199999999996	22.632838448126968
3449877	10.92382	6.49226	4.50392	7.3066666666666675	21.20366370417345
3497005	2.80171	6.03826	2.87072	3.903563333333334	22.329291814029684
4052961	4.0612	7.90333	3.8558	5.273443333333334	20.380188935410125
3352016	2.41651	8.40384	2.63267	4.48434	35.70068513863518
2875936	2.84232	5.68123	2.89437	3.8059733333333337	20.11755088802891
3208248	3.52907	6.90555	3.01509	4.4832366666666665	22.222743360434933
4051351	4.23015	6.87075	2.71146	4.60412	21.549630588537642
2919081	4.28208	6.94873	2.97019	4.733666666666667	20.189452300867206
3418904	4.81532	8.30206	3.70477	5.607383333333334	20.166449713738032
2339341	2.96247	7.61555	3.24339	4.607136666666666	26.696910490800125
3849210	3.57132	8.5878	5.488	5.882373333333334	20.28614623546013
4014539	2.37134	6.7181	4.87194	4.653793333333334	22.098199744244297
2622625	8.68838	4.14143	4.6641	5.8313033333333335	20.113591063987545
2974695	3.56973	7.18204	3.50055	4.750773333333334	20.895427312007904
2325066	6.4083	2.80502	3.33971	4.1843433333333335	21.906223683635265
3636746	6.30583	2.4987	6.97426	5.259596666666667	21.63833759169718
3777448	2.99073	5.90223	2.92052	3.9378266666666666	20.369993256687845
3286871	8.01479	9.3437	3.32285	6.89378	21.629588692039075
3875850	2.77512	2.4987	6.11494	3.796253333333333	24.994101097482368
3683533	3.83552	6.9296	3.18144	4.648853333333333	20.301517645635137
2339344	3.16332	7.46258	4.03076	4.885553333333333	21.937118952807683
3123909	2.82124	6.10843	3.20222	4.043963333333333	20.95927139573976
2440423	7.03562	13.48355	4.78995	8.436373333333334	25.217005696317425
3412220	2.54853	5.96705	3.3695	3.9616933333333333	21.234381459629326
3299039	3.48374	7.16623	3.25063	4.633533333333333	22.346400524989292
3508197	2.57139	6.4435	3.09731	4.037400000000001	24.522637699010318
2393932	2.57139	5.92739	3.23049	3.9097566666666665	21.439114516903818
3951229	3.5643	4.67254	9.78744	6.008093333333332	26.045990170511008
3269769	2.79427	6.38846	3.2563	4.146343333333333	22.231534443305158
2640101	2.93961	5.70483	2.61082	3.7517533333333333	21.352615153719736
2964715	2.52782	6.03826	2.72734	3.764473333333333	24.690306071761444
3207655	2.93994	6.14038	2.97019	4.016836666666667	21.58320905044778
3756596	5.44456	6.16512	11.81536	7.808346666666668	21.062706485734164
2440425	5.34384	12.55424	4.23081	7.376296666666666	28.87768042625919
3018201	3.03369	6.17355	3.14872	4.1186533333333335	20.379138552604996
3536057	3.02948	6.2702	3.11119	4.136956666666667	21.05668347133001
2919405	3.56052	5.88946	2.50735	3.9857766666666667	20.469201685197806
3167048	2.8474	5.63693	2.55077	3.678366666666667	21.82031251450393
3804282	3.74709	7.33851	2.73604	4.607213333333333	24.74876078779297
4052914	3.58645	6.41705	2.91571	4.306403333333333	20.342988180453045
3776306	2.46092	4.99102	2.31081	3.2542500000000003	21.815029873188376
2561092	2.51049	2.6692	6.96098	4.04689	29.411727345769524
2804198	2.95262	7.36507	3.06464	4.460776666666667	26.586552624877697
3737730	6.11664	2.38839	5.99231	4.832446666666667	20.65645570540762
2525330	2.96318	6.67139	3.28287	4.305813333333333	22.49697641406779
3657868	2.82226	6.66441	3.7699	4.418856666666667	21.353069644871677
4054980	2.92595	6.93288	3.65004	4.502956666666667	22.353897668391014
3597131	3.8837	2.75744	6.44784	4.362993333333333	20.434874706238933
2340341	9.87569	5.69713	4.39385	6.655556666666667	20.28420943705133
3864977	2.70737	3.02558	5.67286	3.8019366666666667	20.186420820672684
2345027	6.30759	13.54118	3.77176	7.8735100000000005	30.352009573381032
3392224	8.64734	6.73925	3.3582	6.248263333333334	20.20839371814732
2513516	2.93994	2.28972	5.55758	3.595746666666667	22.678087520253825
4046162	3.57628	6.69572	3.04464	4.43888	20.947476877185732
3951327	2.9192	6.11953	3.25424	4.0976566666666665	20.23584122431476
2440732	3.90733	3.93284	10.13641	5.992193333333333	28.234737428595174
2345053	4.71087	12.53997	3.01207	6.7543033333333335	35.46905456765127
3457076	3.11331	6.26827	3.23049	4.204023333333333	20.056445660973548
2509218	2.41651	5.96705	2.99666	3.7934066666666673	23.668965408223023
3741318	3.1919	7.06008	3.8558	4.702593333333334	20.734902768982455
3500976	3.27002	6.52245	3.06939	4.287286666666667	21.312456953299126
3246417	3.6348	7.58794	4.02149	5.08141	20.217570214003043
2903234	3.38362	8.6081	7.75407	6.58193	20.072078431572383
2490341	8.11936	10.8646	3.7699	7.58462	22.23481657287968
2768092	6.22862	2.82647	3.21833	4.09114	21.448715062311415
2648566	2.96318	6.78421	3.0215	4.256296666666667	24.248963851335105
2959708	2.68338	5.635	2.88118	3.7331866666666667	20.835029846277013
3212438	7.2294	6.73846	2.75448	5.574113333333333	20.755086454097416
3012946	3.45212	2.9978	7.14804	4.532653333333333	23.67451150495151
2374067	5.15158	2.4223	2.77631	3.450063333333333	20.278898009392847
2753177	2.70737	5.72549	3.0215	3.81812	20.48633194466781
3755668	2.75037	5.80924	2.70517	3.754926666666666	22.336989404388017
3962478	2.63523	6.38846	3.23049	4.084726666666667	23.27947616794415
2339339	4.89985	9.94869	4.81033	6.552956666666667	21.157821805998804
3020412	2.25917	2.57602	5.08336	3.3061833333333333	22.060570711775863
3582314	2.79427	7.27685	4.09513	4.722083333333334	23.021931872760938
2750869	2.72803	6.64664	2.56258	3.9790833333333335	27.386293653080596
3169405	8.50033	3.4674	8.65178	6.873169999999999	20.23604753379137
2868046	6.98808	12.01385	4.99142	7.9977833333333335	21.32789258038576
3969697	7.27238	2.73807	2.6682	4.226216666666667	29.42821228850837
3007955	6.47656	2.6418	3.86534	4.3279	21.33546388810176
2607866	2.6791	7.85098	5.35465	5.294910000000001	23.027166701792677
3381642	6.52405	4.21096	2.70517	4.480059999999999	20.24075697180477
3139622	2.93994	5.54303	2.60705	3.696673333333333	20.50072133559882
3758601	3.5745	6.54742	3.08862	4.403513333333334	20.045514612955078
2797912	3.19945	7.50359	4.00522	4.902753333333333	22.000679439616526
3551560	2.43943	5.54303	2.53896	3.5071399999999997	23.708195894416654
3667450	2.89125	6.62326	3.3695	4.29467	22.290486669266617
3546141	2.98996	5.91669	2.78698	3.8978766666666664	21.179852904069552
2755316	9.6088	5.20266	4.49897	6.43681	20.282379482658662
3924994	3.22676	6.41864	3.07129	4.238896666666666	21.010907859191168
2584941	11.02591	5.17201	3.24381	6.480576666666667	29.479938121264865
2555305	6.7259	3.33099	2.47089	4.175926666666666	25.39742970680681
3174043	2.43943	4.92503	2.31081	3.22509	21.53922630226116
3527660	2.86562	6.67139	3.06939	4.202133333333333	24.016689759292934
2688701	8.3993	4.90669	3.00972	5.438570000000001	23.696677993680925
2631463	3.29479	6.41521	2.53896	4.082986666666667	23.724044554919665
3172688	6.77966	3.33099	3.09731	4.402653333333333	22.076931209738014
2345030	4.65573	12.29064	2.74287	6.56308	36.283847010883875
2345050	6.2819	12.72064	4.6565	7.886346666666667	25.492571088357536
4054968	4.52497	9.75433	4.48452	6.254606666666667	22.84376867577328
4010492	2.50468	5.59008	3.12473	3.73983	20.57231934564587
3237268	3.37748	6.52245	2.28625	4.06206	25.525422105056332
2971059	2.93994	5.68123	2.67753	3.7662333333333335	20.82284462762165
4035796	6.30574	3.26644	3.04666	4.20628	20.413880874690157
3172064	3.11234	6.61154	3.59085	4.438243333333333	20.151769134460416
2797928	3.32376	7.85764	4.15698	5.112793333333333	22.251213135834426
3401947	3.82344	7.73958	2.90735	4.823456666666666	25.084195785521253
2409935	2.44751	5.10908	2.51674	3.3577766666666666	21.29840211426707
3849243	3.23061	9.08457	4.91986	5.745013333333333	24.722631306640764
2808057	2.62704	4.99781	2.39409	3.339646666666667	20.33644611156342
3262131	3.65213	8.76195	3.53625	5.316776666666667	26.45872471690081
3173008	3.16767	7.29254	3.61445	4.691553333333333	22.744224228089816
3963780	2.60473	6.05722	2.4946	3.71885	25.679669941486537
3603919	2.57139	5.11173	2.51555	3.399556666666667	20.56490909527879
3612851	2.84232	7.64798	4.76961	5.086636666666666	22.413143718721734
3449661	3.02309	5.76566	2.80932	3.866023333333333	20.102271321307867
3601030	2.37134	6.07201	2.84452	3.7626233333333325	25.231783627665116
2797955	3.60084	8.69854	4.95014	5.74984	21.654582876143387
3188545	3.48853	6.10843	2.56258	4.05318	21.389931286069576
3959393	7.22451	2.85789	4.97189	5.018096666666667	20.513655432628802
3312375	2.93994	6.14038	2.91989	4.00007	21.844384680838395
3233383	2.72766	4.0648	6.53355	4.442003333333333	20.490268828985766
3091615	3.16227	6.7181	3.68386	4.5214099999999995	20.019916724707645
3582309	4.48363	6.47771	10.54638	7.169239999999999	20.317694885220465
2755386	7.31917	3.6637	2.8997	4.627523333333333	24.06292530425652
3105764	2.2812	4.79341	2.40246	3.1590233333333333	21.140946279641764
3209283	9.5019	5.18752	3.31357	6.000996666666666	24.928070056680234
3392072	9.85051	9.97444	3.63873	7.821226666666667	21.834771256591353
2345033	6.03193	12.73794	3.89222	7.55403	28.80033361344235
3261266	3.14021	6.10843	2.72734	3.9919933333333333	21.78096215505569
3915508	7.23725	3.26655	3.62106	4.708286666666667	21.99995119113322
2788049	3.01141	7.11973	4.184	4.7717133333333335	20.907009623758558
2702756	2.91414	5.66037	2.76781	3.7807733333333338	20.316395569796352
3512988	8.06751	2.99999	7.41194	6.159813333333333	21.091774188762052
3191608	8.43075	2.57602	7.45564	6.154136666666666	24.028238155070618
3183582	3.03369	6.67139	3.14872	4.2846	22.7507835606123
3756594	3.44206	4.06032	9.93951	5.813963333333334	29.07723663593633
3969662	6.7858	2.69138	2.5613	4.012826666666666	28.221421764002464
3470244	2.79427	6.52245	3.04464	4.120453333333333	23.8416754433255
3392102	10.23789	9.19407	4.00994	7.8139666666666665	20.122369165940817
2407790	5.87347	2.96858	2.84452	3.8955233333333332	20.742338043473143
2959041	2.85887	6.10474	3.21613	4.059913333333333	20.666285314885947
2339340	4.27879	8.31499	3.82878	5.474186666666665	21.274272517949885
3492423	2.72803	5.92739	3.31229	3.9892366666666668	20.13273028869677
2345035	6.59533	12.89525	3.3279	7.60616	30.139965592218047
2387603	3.29479	6.69572	3.3695	4.453336666666667	20.5602805071203
3602102	2.82081	6.33615	2.90835	4.02177	23.498781547014367
2584940	10.36894	5.9143	3.61345	6.63223	24.411617453633628
2617789	4.03117	7.78657	2.91989	4.912543333333334	24.47200359074912
3392197	8.31575	6.58455	3.19051	6.030270000000001	20.381198034734147
3231491	2.86562	6.49686	2.97019	4.11089	23.702408892163724
2755412	6.18805	2.76438	3.02231	3.9915800000000004	22.51648806602051
3484800	7.53872	3.02558	7.74682	6.103706666666667	20.603821838162194
2345028	5.00192	12.94382	3.94296	7.296233333333333	31.784738467957595
3522374	8.84278	5.25568	3.39486	5.831106666666667	22.386807364700225
2797917	3.74722	7.93199	4.07622	5.25181	20.886577417646652
3963499	2.79427	5.68123	2.74966	3.7417200000000004	21.163300654417323
2868059	3.77528	7.66909	2.88616	4.776843333333333	25.104617085511165
3181990	3.08988	8.23791	8.83738	6.721723333333333	22.158174510521114
2688056	5.92645	10.36625	3.79856	6.697086666666666	23.587358368497828
3896326	7.93405	3.52987	3.76646	5.076793333333334	23.00275529653849
3561888	2.91435	7.00622	3.74155	4.55404	22.395673963410417
2440426	7.98477	13.69967	5.92352	9.202653333333332	20.636403664441907
3020665	7.93032	3.09337	3.82353	4.949073333333334	24.83690032217576
2989685	2.70737	5.68123	2.33089	3.5731633333333335	24.213203883345713
3561545	3.3359	6.66912	3.35053	4.45185	20.333193057380555
2772422	6.89218	6.19583	2.51795	5.2019866666666665	21.29912576573426
4055142	2.91403	7.64829	3.60236	4.72156	25.53811013535624
2351766	3.27002	6.8058	3.50675	4.527523333333334	20.580230422140026
3126018	3.30542	6.47888	3.24073	4.341676666666667	20.09921267514342
3401945	5.47117	9.67395	4.30074	6.481953333333333	20.549490658490885
3442840	2.6791	6.14038	3.48068	4.100053333333333	20.831885807433213
3226460	6.29389	2.57602	6.57768	5.1491966666666675	20.442459037010856
4054368	3.47878	7.95456	4.64357	5.358969999999999	20.42618870638466
2788516	6.5942	2.96858	7.61021	5.724329999999999	20.093801290195316
2768131	2.52782	6.38846	3.17343	4.029903333333333	24.18983771618918
3545963	6.4083	2.66533	3.92021	4.33128	20.733963834041283
3695744	7.35479	2.80502	7.02702	5.7289433333333335	20.879664050028204
3392200	8.14095	6.51716	3.04386	5.900656666666666	20.802364054691342
3491692	3.06878	6.79094	3.52579	4.461836666666667	21.447098184621893
2797927	3.25689	7.28468	3.68611	4.74256	21.98676468856776
2755294	7.76282	3.53273	3.53057	4.9420399999999995	23.301687669784467
4029181	5.76176	2.61826	3.14872	3.842913333333333	20.642698154762442
2755721	3.27002	3.02558	6.26406	4.186553333333333	20.305324088254824
2782181	6.3525	2.4987	4.00701	4.28607	21.359096239287158
2619068	3.48853	3.14169	6.52341	4.384543333333333	20.0022476637436
2663976	3.03369	7.54708	3.50675	4.6958400000000005	24.9016584179866
4048336	2.5947	6.07201	3.28287	3.983193333333334	21.792694601157017
4054935	3.58238	9.80114	4.34625	5.909923333333334	27.052008555041663
2674284	3.11331	6.59938	3.3695	4.36073	21.003770418867422
2755355	8.37183	3.52577	3.89413	5.26391	24.16018102787472
3667628	4.02653	7.44541	2.98745	4.819796666666666	22.81269971756904
3802950	4.04507	9.56982	4.06475	5.893213333333333	25.469560816796584
2457298	3.27002	6.74001	3.04464	4.351556666666666	22.440888508270433
2761184	3.03369	6.20644	3.23049	4.156873333333333	20.15978833835879
3517220	2.72803	6.03826	3.04464	3.9369766666666663	21.8717356826144
3171383	2.84232	7.09582	4.45235	4.79683	21.105086916916722
2551964	3.34982	6.67139	2.58675	4.202653333333333	24.36032424476986
3364621	2.70737	5.54303	2.86357	3.7046566666666663	20.28299311088952
2345026	6.76584	12.29779	5.60925	8.224293333333334	20.49044272776997
3636781	6.88899	2.80766	4.03877	4.578473333333334	21.55497696398692
4035094	7.69615	3.72063	3.74017	5.052316666666666	21.363472165933022
2672902	2.63523	5.4444	2.56258	3.5474033333333335	21.83667494525255
2316029	2.84232	6.82644	4.12712	4.598626666666666	20.845175189784243
2565824	2.5947	5.68123	2.77631	3.6840800000000002	22.161733139651155
3487442	9.88398	3.6522	8.18982	7.242	20.97428102266775
2906082	2.93994	6.17355	2.87072	3.9947366666666664	22.270465099530693
3652731	3.21305	6.10843	2.74966	4.023713333333334	21.325122634079893
3951209	3.14773	3.53644	7.60772	4.763963333333333	24.445368343041803
2739873	2.61562	5.22685	2.53896	3.4604766666666666	20.84525637676114
2339338	4.99312	11.14085	5.71349	7.282486666666667	21.75486403019618
2324667	7.22451	2.57602	4.03653	4.612353333333334	24.295504361219873
3903031	5.01346	4.78696	9.98169	6.594036666666667	20.989172181222113
2990616	7.8028	3.77561	3.29907	4.95916	23.518745737638184
2440424	3.78952	11.75846	3.16107	6.236349999999999	36.22717046843495
2339346	3.62554	7.5179	3.34624	4.829893333333334	22.761309666006692
2340336	9.12535	3.74217	4.78421	5.88391	22.87445726086465
4054359	3.27311	8.08019	5.23298	5.528760000000001	20.60961051150455
4015921	2.75037	6.20644	2.65737	3.8713933333333337	24.63017108614146
2413969	7.24518	3.33066	3.60299	4.726276666666666	21.800233783016356
2440733	4.99998	4.95485	10.98634	6.98039	23.429304560598887
3561625	2.67129	7.02792	3.3562	4.351803333333334	25.37758884886443
3554090	2.61562	6.82644	2.97019	4.137416666666667	26.60997936387353
3199280	3.37748	3.33099	6.89817	4.535546666666667	21.26753949987617
3534441	2.72803	6.2995	2.94246	3.989996666666667	23.664291982430587
3521245	6.47456	3.08123	8.20885	5.921546666666667	20.763115879205493
2382707	6.56131	3.41666	3.13631	4.371426666666666	20.507145883709622
3392168	10.09267	8.60584	3.47896	7.39249	22.126177246921593
2584928	8.48134	3.31271	3.7752	5.189749999999999	25.978135074964438
3392153	8.95367	7.10814	3.15859	6.4068000000000005	21.783104553624863
3935639	2.56176	5.80804	3.38502	3.918273333333333	20.3028863371906
2590722	2.44897	6.89988	2.81085	4.053233333333333	28.74901371217981
3424923	2.50357	6.0073	2.93803	3.8163	23.591298200733213
3343980	3.08055	7.65825	4.03653	4.92511	23.112657983554016
2345032	8.07297	13.87121	4.56245	8.835543333333334	25.081334615173144
2335000	9.98665	6.5749	3.95025	6.837266666666667	20.868268777856613
3939671	7.42377	2.80502	6.68803	5.638940000000001	20.746231361249396
