#Transcript position	Transcript coverage profile
0.0	4.728333364209894
1.0	12.58033416810909
2.0	19.130086450713392
3.0	24.776586726033408
4.0	29.861779873948798
5.0	34.13676619613897
6.0	37.14189710764973
7.0	39.11266348168214
8.0	41.01509399425923
9.0	43.93573389585395
10.0	45.56745567317838
11.0	47.659534161798256
12.0	49.91269472655778
13.0	50.698183996835716
14.0	49.80559899251045
15.0	47.90272891375454
16.0	46.00296429939493
17.0	45.56412391900739
18.0	46.30088468258915
19.0	46.465584901504116
20.0	46.472839315189184
21.0	46.8449392452567
22.0	46.324311742506865
23.0	45.19920015955253
24.0	44.72867617853423
25.0	43.74115660498183
26.0	43.41868353688366
27.0	43.36251686004427
28.0	42.71962968901562
29.0	41.770278347401145
30.0	42.665035840782515
31.0	42.40557269137108
32.0	43.36595626838107
33.0	44.045150346845055
34.0	45.26253862512187
35.0	46.986960936306254
36.0	46.621962074716166
37.0	46.225266399010934
38.0	44.19696138310288
39.0	42.853445507782666
40.0	43.48894532747049
41.0	43.07232366530155
42.0	42.2326857458768
43.0	40.93742024218031
44.0	40.02557710589669
45.0	40.55299489470606
46.0	41.43112009936604
47.0	41.75435169770744
48.0	42.087075215023745
49.0	42.11141537383427
50.0	42.820913794222854
51.0	42.83432941560723
52.0	43.352898211824225
53.0	43.79361771301671
54.0	42.64021544389011
55.0	41.59057787164978
56.0	42.047199725939905
57.0	42.68224411050307
58.0	42.30781161349509
59.0	42.699777474936724
60.0	43.530425879102715
61.0	43.63824081509871
62.0	44.351567128254075
63.0	45.870033727180015
64.0	46.54372131879545
65.0	47.07814250780114
66.0	46.53249345084707
67.0	46.94626165064239
68.0	46.46919338054019
69.0	46.54684196135766
70.0	45.56195163403499
71.0	46.30018975511767
72.0	46.93944654915485
73.0	46.97779871887525
74.0	46.82258741344497
75.0	45.32879044488999
76.0	44.790102324482326
77.0	44.06451697012942
78.0	43.971374962470755
79.0	44.44897955572907
80.0	44.20814383142107
81.0	42.74010132117775
82.0	41.62944234659191
83.0	40.702708533814864
84.0	39.37888984119475
85.0	37.60176355177397
86.0	35.180983353364624
87.0	33.20460980924171
88.0	29.56485681789026
89.0	25.60108745525251
90.0	22.258827242322486
91.0	18.818442558797038
92.0	14.3367023270327
93.0	10.196189893833605
94.0	7.419909537156618
95.0	5.082987839700184
96.0	3.243537796172822
97.0	1.535775613048386
98.0	0.5977566799294178
99.0	0.08370592367651583
