AFFX-BioB-5_at
AFFX-BioB-M_at
AFFX-BioB-3_at
AFFX-BioC-5_at
AFFX-BioC-3_at
AFFX-BioDn-5_at
AFFX-BioDn-3_at
AFFX-CreX-5_at
AFFX-CreX-3_at
AFFX-DapX-5_at
AFFX-DapX-M_at
AFFX-PheX-5_at
AFFX-PheX-3_at
AFFX-r2-Ec-bioB-5_at
AFFX-r2-Ec-bioB-M_at
AFFX-r2-Ec-bioB-3_at
AFFX-r2-Ec-bioC-5_at
AFFX-r2-Ec-bioC-3_at
AFFX-r2-Ec-bioD-5_at
AFFX-r2-Ec-bioD-3_at
AFFX-r2-P1-cre-5_at
AFFX-r2-P1-cre-3_at
AFFX-r2-Bs-thr-5_s_at
AFFX-HUMRGE/M10098_M_at
AFFX-HUMRGE/M10098_3_at
AFFX-hum_alu_at
200908_s_at
200954_at
201006_at
201026_at
201168_x_at
201171_at
201205_at
201265_at
201319_at
201442_s_at
201474_s_at
201566_x_at
201766_at
202015_x_at
202280_at
202938_x_at
203070_at
203134_at
203191_at
203421_at
203446_s_at
203457_at
203505_at
203507_at
203539_s_at
203587_at
203681_at
203742_s_at
203877_at
203993_x_at
204196_x_at
204356_at
204390_at
204397_at
204406_at
204726_at
204738_s_at
204813_at
204814_at
204871_at
205038_at
205058_at
205144_at
205183_at
205249_at
205274_at
205365_at
205385_at
205636_at
205800_at
205832_at
205970_at
206035_at
206168_at
206323_x_at
206532_at
206537_at
206543_at
206548_at
206553_at
206820_at
206848_at
207004_at
207137_at
207273_at
207287_at
207394_at
207436_x_at
207464_at
207466_at
207487_at
207491_at
207596_at
207637_at
207699_at
207711_at
207712_at
207730_x_at
207741_x_at
207746_at
207755_at
207758_at
207882_at
207953_at
207954_at
207960_at
207967_at
208039_at
208082_x_at
208109_s_at
208120_x_at
208139_s_at
208160_at
208162_s_at
208185_x_at
208187_s_at
208200_at
208203_x_at
208229_at
208238_x_at
208254_at
208273_at
208274_at
208278_s_at
208289_s_at
208324_at
208360_s_at
208439_s_at
208549_x_at
208559_at
208701_at
208781_x_at
208812_x_at
208844_at
208849_at
209483_s_at
209535_s_at
209601_at
209640_at
209701_at
209779_at
209802_at
209887_at
209972_s_at
210035_s_at
210043_at
210076_x_at
210098_s_at
210210_at
210219_at
210228_at
210436_at
210498_at
210596_at
210598_at
210686_x_at
210710_at
210713_at
210726_at
210733_at
210768_x_at
210795_s_at
210800_at
210824_at
210918_at
211304_x_at
211313_s_at
211328_x_at
211371_at
211388_s_at
211397_x_at
211399_at
211406_at
211407_at
211424_x_at
211435_at
211439_at
211454_x_at
211551_at
211579_at
211621_at
211691_x_at
211693_at
211781_x_at
211799_x_at
211869_at
211911_x_at
211912_at
212044_s_at
212258_s_at
212477_at
212649_at
212921_at
212963_at
213002_at
213006_at
213048_s_at
213087_s_at
213089_at
213145_at
213183_s_at
213250_at
213350_at
213367_at
213409_s_at
213442_x_at
213481_at
213487_at
213494_s_at
213495_s_at
213516_at
213560_at
213563_s_at
213565_s_at
213582_at
213590_at
213593_s_at
213602_s_at
213605_s_at
213619_at
213621_s_at
213631_x_at
213635_s_at
213642_at
213655_at
213692_s_at
213732_at
213755_s_at
213770_at
213783_at
213809_x_at
213810_s_at
213813_x_at
213826_s_at
213830_at
213833_x_at
213873_at
213879_at
213882_at
213898_at
213907_at
213910_at
213914_s_at
213919_at
213928_s_at
213945_s_at
213952_s_at
213962_s_at
213963_s_at
213987_s_at
214001_x_at
214019_at
214021_x_at
214026_s_at
214041_x_at
214052_x_at
214056_at
214057_at
214060_at
214072_x_at
214078_at
214101_s_at
214102_at
214103_s_at
214115_at
214122_at
214126_at
214132_at
214134_at
214137_at
214139_at
214149_s_at
214153_at
214163_at
214176_s_at
214182_at
214189_s_at
214191_at
214227_at
214233_at
214236_at
214244_s_at
214257_s_at
214282_at
214284_s_at
214287_s_at
214304_x_at
214313_s_at
214319_at
214346_at
214351_x_at
214373_at
214378_at
214379_at
214380_at
214386_at
214410_at
214417_s_at
214419_s_at
214422_at
214423_x_at
214459_x_at
214481_at
214645_at
214688_at
214689_at
214712_at
214740_at
214782_at
214814_at
214824_at
214850_at
214851_at
214852_x_at
214880_x_at
214902_x_at
214917_at
214926_at
214935_at
214950_at
214964_at
214967_at
214989_x_at
214996_at
215006_at
215029_at
215032_at
215059_at
215062_at
215063_x_at
215066_at
215077_at
215086_at
215095_at
215109_at
215137_at
215143_at
215147_at
215156_at
215164_at
215166_at
215178_x_at
215183_at
215191_at
215203_at
215204_at
215206_at
215212_at
215221_at
215246_at
215248_at
215250_at
215252_at
215255_at
215261_at
215262_at
215265_at
215269_at
215278_at
215304_at
215314_at
215316_at
215317_at
215318_at
215322_at
215328_at
215336_at
215340_at
215347_at
215353_at
215361_at
215362_at
215365_at
215369_at
215373_x_at
215376_at
215377_at
215378_at
215383_x_at
215385_at
215387_x_at
215390_at
215392_at
215398_at
215403_at
215405_at
215408_at
215425_at
215436_at
215441_at
215447_at
215448_at
215450_at
215462_at
215466_at
215473_at
215475_at
215476_at
215477_at
215479_at
215484_at
215490_at
215504_x_at
215507_x_at
215511_at
215513_at
215515_at
215524_x_at
215525_at
215528_at
215538_at
215545_at
215546_at
215547_at
215553_x_at
215556_at
215557_at
215567_at
215574_at
215575_at
215577_at
215578_at
215582_x_at
215585_at
215587_x_at
215588_x_at
215589_at
215592_at
215598_at
215600_x_at
215604_x_at
215605_at
215607_x_at
215609_at
215610_at
215611_at
215612_at
215618_at
215628_x_at
215635_at
215651_at
215675_at
215678_at
215682_at
215694_at
215744_at
215745_at
215750_at
215759_at
215768_at
215775_at
215778_x_at
215786_at
215791_at
215802_at
215810_x_at
215811_at
215815_at
215828_at
215832_x_at
215852_x_at
215853_at
215854_at
215857_at
215858_at
215859_at
215862_at
215864_at
215865_at
215866_at
215869_at
215877_at
215889_at
215898_at
215899_at
215900_at
215902_at
215907_at
215908_at
215922_at
215928_at
215934_at
215939_at
215941_at
215943_at
215957_at
215959_at
215968_at
215976_at
215978_x_at
215986_at
215987_at
215995_x_at
215998_at
216006_at
216007_at
216012_at
216018_at
216028_at
216038_x_at
216040_x_at
216043_x_at
216051_x_at
216069_at
216070_at
216078_at
216082_at
216084_at
216090_x_at
216094_at
216102_at
216110_x_at
216112_at
216114_at
216116_at
216121_at
216129_at
216130_at
216132_at
216141_at
216145_at
216146_at
216147_at
216150_at
216152_at
216159_s_at
216160_at
216161_at
216164_at
216167_at
216168_at
216187_x_at
216197_at
216211_at
216229_x_at
216246_at
216249_at
216259_at
216270_at
216278_at
216287_at
216290_x_at
216292_at
216293_at
216301_at
216318_at
216340_s_at
216362_at
216366_x_at
216372_at
216382_s_at
216385_at
216390_at
216393_at
216395_at
216398_at
216409_at
216415_at
216425_at
216429_at
216432_at
216437_at
216443_at
216445_at
216448_at
216450_x_at
216480_x_at
216492_at
216495_x_at
216496_s_at
216500_at
216502_at
216509_x_at
216519_s_at
216528_at
216538_at
216540_at
216546_s_at
216550_x_at
216554_s_at
216563_at
216566_at
216567_at
216571_at
216595_at
216600_x_at
216604_s_at
216608_at
216609_at
216614_at
216621_at
216628_at
216635_at
216647_at
216655_s_at
216658_at
216662_at
216671_x_at
216678_at
216683_at
216688_at
216692_at
216694_at
216701_at
216702_x_at
216707_at
216708_x_at
216714_at
216723_at
216726_at
216730_at
216732_at
216735_x_at
216736_at
216739_at
216741_at
216745_x_at
216746_at
216747_at
216751_at
216756_at
216757_at
216759_at
216760_at
216765_at
216769_x_at
216770_at
216771_at
216772_at
216773_at
216774_at
216776_at
216781_at
216791_at
216793_x_at
216801_at
216802_at
216837_at
216839_at
216845_x_at
216851_at
216852_x_at
216854_at
216858_x_at
216859_x_at
216871_at
216875_x_at
216878_x_at
216906_at
216914_at
216931_at
216936_at
216943_at
216954_x_at
217001_x_at
217003_s_at
217020_at
217029_at
217040_x_at
217041_at
217042_at
217048_at
217052_x_at
217093_at
217117_x_at
217120_s_at
217130_at
217146_at
217162_at
217164_at
217180_at
217182_at
217183_at
217194_at
217245_at
217253_at
217259_at
217268_at
217278_x_at
217293_at
217296_at
217300_at
217311_at
217321_x_at
217324_at
217330_at
217331_at
217335_at
217410_at
217416_x_at
217423_at
217424_at
217426_at
217431_x_at
217446_x_at
217453_at
217459_at
217465_at
217468_at
217474_at
217476_at
217477_at
217479_at
217482_at
217488_x_at
217490_at
217533_x_at
217554_at
217557_s_at
217567_at
217573_at
217579_x_at
217581_at
217592_at
217600_at
217610_at
217616_at
217619_x_at
217626_at
217629_at
217642_at
217643_x_at
217649_at
217653_x_at
217655_at
217656_at
217662_x_at
217670_at
217671_at
217672_x_at
217673_x_at
217679_x_at
217686_at
217688_at
217695_x_at
217701_x_at
217703_x_at
217706_at
217707_x_at
217713_x_at
217714_x_at
217715_x_at
218054_s_at
218227_at
218267_at
218397_at
219138_at
219606_at
219792_at
219893_at
219950_s_at
220096_at
220352_x_at
220401_at
220439_at
220453_at
220458_at
220464_at
220467_at
220489_s_at
220494_s_at
220530_at
220531_at
220533_at
220569_at
220600_at
220612_at
220667_at
220691_at
220696_at
220697_at
220699_s_at
220702_at
220708_at
220712_at
220713_at
220720_x_at
220725_x_at
220728_at
220767_at
220774_at
220822_at
220827_at
220833_at
220851_at
220853_at
220856_x_at
220873_at
220874_at
220882_at
220897_at
220898_at
220901_at
220905_at
220906_at
220918_at
220940_at
220969_s_at
221106_at
221117_at
221120_at
221137_at
221144_at
221146_at
221155_x_at
221173_at
221176_x_at
221181_at
221192_x_at
221205_at
221242_at
221243_s_at
221244_s_at
221281_at
221283_at
221304_at
221309_at
221352_at
221465_at
221508_at
221615_at
221616_s_at
221617_at
221717_at
221793_at
221871_s_at
221917_s_at
221930_at
221947_at
221960_s_at
221995_s_at
221997_s_at
222004_s_at
222022_at
222023_at
222027_at
222038_s_at
222049_s_at
222051_s_at
222058_at
222059_at
222061_at
222066_at
222069_s_at
222082_at
222085_at
222139_at
222141_at
222152_at
222159_at
222167_at
222174_at
222179_at
222186_at
222189_at
222207_x_at
222208_s_at
222210_at
222213_x_at
222241_at
222249_at
222252_x_at
222261_at
222266_at
222282_at
222284_at
222288_at
222297_x_at
222300_at
222303_at
222309_at
222314_x_at
222316_at
222320_at
222328_x_at
222329_x_at
222331_at
222336_at
222337_at
222341_x_at
222350_at
222358_x_at
222363_at
222366_at
222368_at
222370_x_at
222371_at
222372_at
222375_at
222380_s_at
222381_at
222382_x_at
41553_at
60815_at
65588_at
71933_at
78330_at
81811_at
91682_at
222487_s_at
222539_at
222556_at
222591_at
222614_at
222676_at
222818_at
222831_at
222836_at
222933_at
222950_at
222960_at
222968_at
222970_at
222971_at
223052_x_at
223080_at
223291_at
223292_s_at
223481_s_at
223561_at
223641_at
223643_at
223661_at
223760_s_at
223771_at
223797_at
223889_at
223890_at
223899_at
223910_at
223943_s_at
223965_at
224005_at
224016_at
224023_s_at
224026_at
224031_at
224037_at
224042_at
224047_at
224050_s_at
224081_at
224082_at
224086_at
224096_at
224103_at
224105_x_at
224115_at
224118_at
224119_at
224140_at
224148_at
224194_at
224216_at
224237_at
224249_at
224254_x_at
224288_x_at
224316_at
224340_at
224344_at
224346_at
224375_at
224398_at
224429_x_at
224438_at
224487_at
224517_at
224526_at
224546_at
224549_x_at
224633_s_at
224758_at
224803_s_at
225214_at
225555_x_at
225714_s_at
225767_at
225854_x_at
225857_s_at
225934_at
225964_at
225983_s_at
226061_s_at
