id_sonda	FNB4	FNB36	FNB37	FNB39	FNB40	FNB41	FNB43	FNB44A	FNB44B	FNB45	FNB6	FNB7	FNB8	FNB12	FNB29	FNB32	FNB33	FNB35	Media	Error estándar %
213458_at	27.2	7.9	1.7	2.2	11.9	17.8	2.9	16.3	1.5	3.4	5.0	1.5	3.6	13.0	28.5	12.2	5.4	6.9	9.383333333333333	20.667821423227295
213482_at	23.6	10.8	2.3	2.8	1.6	3.4	2.7	5.5	4.7	3.3	3.9	9.3	5.2	4.6	23.1	3.8	8.3	6.8	6.983333333333333	21.14780842312284
213515_x_at	189.7	621.7	1326.3	688.7	609.5	564.0	2143.9	1371.3	515.0	464.8	311.3	207.7	223.3	313.3	205.4	311.4	262.2	359.9	593.8555555555554	20.022981521116098
213524_s_at	274.3	483.2	4403.6	2393.1	2924.5	598.6	348.2	7746.2	262.1	3117.1	10034.2	361.5	360.8	3277.5	531.3	857.5	529.7	1052.0	2197.5222222222224	28.98147181061372
213559_s_at	34.4	4.5	3.4	3.5	4.3	5.2	6.1	4.9	7.5	9.7	3.8	9.7	6.0	8.3	10.4	9.4	25.0	31.6	10.427777777777777	21.047362653201315
213595_s_at	171.8	62.7	59.5	7.0	42.0	17.1	31.5	26.2	13.4	45.1	21.0	20.2	61.0	37.1	21.7	39.0	26.1	43.9	41.461111111111116	20.138771436030954
213597_s_at	50.3	4.5	6.1	2.8	18.5	12.0	6.5	1.8	4.0	5.0	8.5	4.6	6.5	5.3	33.8	6.9	12.7	5.5	10.85	26.080845406494944
213643_s_at	16.8	65.5	13.5	12.4	11.5	11.7	9.4	8.2	14.6	10.3	14.7	11.1	42.9	14.0	17.7	9.4	77.1	17.5	21.016666666666666	21.68543436318107
213651_at	94.0	15.9	36.9	13.2	10.9	18.3	5.1	19.7	51.7	14.0	13.3	29.2	23.3	23.0	99.6	18.2	10.2	37.4	29.66111111111111	20.84088877252749
213668_s_at	7.7	90.6	50.0	120.3	146.3	140.6	77.4	11.2	5.6	4.9	8.9	14.1	52.9	106.5	32.3	15.9	8.1	8.1	50.077777777777776	23.081949293546018
213674_x_at	6.9	345.3	46.9	26.3	2.9	102.3	16.5	5.2	45.8	4.9	3.0	99.4	11.4	23.6	417.6	4.9	115.1	74.0	75.11111111111111	36.025302382874195
213684_s_at	65.9	187.3	138.9	130.9	127.3	146.0	97.6	95.5	103.1	161.6	135.3	113.4	174.6	208.9	86.4	61.4	143.4	1349.7	195.95555555555555	33.978385251888085
213695_at	18.3	30.2	61.0	43.2	16.4	6.3	31.1	73.1	10.3	8.4	73.7	18.1	9.2	91.8	9.9	4.4	29.8	9.5	30.261111111111106	20.537095044765174
213706_at	22.6	11.2	771.9	353.3	330.9	14.0	15.3	1121.8	12.4	183.7	2882.4	70.2	12.4	476.3	7.3	104.4	97.1	209.0	372.0111111111111	42.85966339014443
213717_at	19.7	14.2	8.0	5.7	4.4	14.0	13.2	8.8	6.9	9.2	7.2	11.6	11.5	7.2	14.3	11.3	14.4	448.7	35.016666666666666	67.58318090969094
213731_s_at	19.3	5.1	40.8	4.4	6.9	11.4	3.4	8.9	10.7	4.3	5.7	6.6	9.4	8.1	9.7	5.8	9.6	47.9	12.11111111111111	23.335587724409322
213745_at	5.1	14.3	1.0	2.5	1.2	2.3	1.0	2.8	0.6	2.7	1.8	3.0	1.4	15.9	3.0	13.6	3.2	15.1	5.027777777777777	24.835495175110037
213747_at	7.9	7.2	17.2	25.2	38.4	85.7	38.2	5.3	3.7	4.4	17.5	22.9	15.7	33.3	55.9	5.9	4.9	5.3	21.92222222222222	22.852649573922772
213749_at	19.8	10.1	7.8	4.2	6.7	4.1	6.4	37.4	49.3	8.2	10.7	77.8	10.4	7.0	30.9	18.7	13.9	57.6	21.166666666666664	22.952211906172373
213764_s_at	89.8	40.2	1341.5	345.9	727.0	0.9	299.4	3546.2	61.1	72.4	2434.7	107.3	19.4	1327.7	2.2	107.4	225.3	197.8	608.122222222222	36.8594377291036
213765_at	201.4	74.8	1987.0	373.6	880.2	19.2	437.8	4426.9	129.4	176.2	3237.8	217.2	26.2	1405.2	60.6	212.1	249.9	227.8	796.85	35.539762285018156
213777_s_at	11.4	8.8	5.7	2.5	11.2	4.0	1.9	23.4	12.5	23.4	5.9	18.5	33.2	5.8	8.5	53.4	6.6	8.3	13.611111111111114	21.816843039179943
213781_at	6.3	4.0	7.7	12.5	7.1	56.4	9.2	27.5	6.1	3.1	4.7	4.8	6.8	20.5	8.0	11.4	31.7	19.3	13.727777777777778	22.46377272721136
213782_s_at	9.8	4.2	2.0	3.5	2.1	1.3	2.3	3.0	5.6	2.9	3.3	5.6	1.2	16.9	5.0	3.5	7.3	1279.9	75.52222222222223	91.17188381641503
213790_at	42.9	92.2	55.4	544.5	399.9	69.3	995.9	149.2	192.4	59.6	97.5	84.6	144.0	183.5	51.2	237.9	36.6	62.3	194.38333333333333	28.360107874979807
213808_at	55.9	8.0	32.9	1.2	25.9	1.6	20.6	25.8	11.4	1.7	19.5	4.5	1.8	28.4	35.6	33.7	4.2	3.1	17.544444444444444	20.689410941068225
213831_at	104.0	3221.2	663.0	2196.2	1969.5	3134.8	1699.1	1641.6	7417.7	105.8	28.8	37.6	87.5	2005.7	9.6	7718.1	90.0	3058.6	1954.9333333333332	27.573532687776357
213843_x_at	121.7	71.0	65.5	107.6	89.6	73.2	175.3	94.8	128.1	66.9	95.6	92.8	91.6	78.0	87.9	664.0	113.0	125.7	130.12777777777777	23.935859521552935
213855_s_at	99.4	64.1	162.8	118.3	139.5	45.5	24.5	192.0	49.6	52.0	569.7	66.7	66.9	183.6	82.6	127.2	76.4	47.8	120.4777777777778	23.31746685549746
213862_at	15.6	51.5	2.7	6.8	2.3	9.6	12.1	5.3	5.4	2.4	6.1	2.9	8.4	3.1	3.7	10.8	15.0	24.7	10.466666666666665	25.86892227277562
213863_s_at	4.2	22.7	11.6	2.7	1.3	1.5	3.6	2.4	8.3	6.5	15.1	3.3	2.3	1.6	11.1	1.9	14.6	10.2	6.938888888888887	20.138659916015257
213866_at	183.1	26.3	7.6	12.3	28.5	20.7	11.1	48.5	11.0	35.6	39.5	53.0	23.2	43.6	91.8	70.3	10.8	101.9	45.48888888888888	22.173443574714124
213880_at	104.8	2.6	15.9	18.1	13.9	24.5	1.7	35.3	20.2	7.8	6.4	17.0	1.8	33.8	13.1	20.3	15.4	60.4	22.944444444444446	24.87019275133605
213884_s_at	13.0	42.1	34.8	7.3	3.4	7.3	64.0	4.9	7.0	10.6	5.4	9.4	4.7	3.8	5.9	4.1	6.5	8.1	13.461111111111112	28.0032070289383
213903_s_at	152.9	14.9	6.5	56.0	29.7	46.1	38.3	12.7	26.6	63.1	6.9	5.0	21.6	34.0	50.4	9.8	28.7	7.8	33.94444444444444	23.478624956486595
213920_at	69.2	27.3	17.9	30.2	1.5	28.0	9.4	14.0	5.6	11.4	7.6	2.7	2.5	30.6	9.3	9.6	4.3	25.6	17.03888888888889	22.19221394485396
213933_at	147.0	62.8	181.5	192.6	109.4	78.5	58.9	283.8	50.8	104.2	872.7	64.0	55.4	172.6	61.2	65.4	46.4	51.3	147.69444444444446	29.85360517366279
213938_at	72.4	32.5	5.8	14.5	3.9	19.9	2.8	4.1	19.2	3.6	8.2	32.3	26.9	18.0	29.0	2.6	11.3	9.1	17.561111111111117	22.42490918028279
213950_s_at	127.6	19.6	30.2	9.0	13.6	10.2	8.4	9.4	19.0	2.2	7.9	40.0	55.5	28.2	64.5	63.3	66.4	83.3	36.57222222222222	21.185428085628704
213955_at	116.2	45.7	35.2	10.5	71.5	51.3	41.7	48.4	14.3	22.3	10.5	15.8	16.5	41.9	21.0	28.1	18.3	171.5	43.37222222222223	21.802511727193703
213964_x_at	7.3	0.8	15.8	0.6	0.6	8.5	1.2	2.9	4.6	0.8	2.5	2.6	14.3	2.0	12.4	2.0	2.7	1.9	4.638888888888889	24.27928555860378
213966_at	10.9	36.3	17.3	4.4	5.4	28.6	5.1	4.6	18.8	5.8	26.7	58.2	7.2	5.3	20.0	9.5	6.2	14.1	15.800000000000002	20.654524425280112
213967_at	50.9	7.7	0.9	3.1	2.0	4.8	2.4	7.1	18.5	1.8	9.0	5.9	7.8	6.6	6.4	4.9	4.2	5.7	8.316666666666666	31.18596068902787
213978_at	60.2	14.5	8.0	1.8	4.2	12.4	3.3	22.9	7.7	11.6	15.1	79.4	16.8	1.8	21.3	16.1	13.8	11.5	17.91111111111111	25.729422854481527
213991_s_at	17.7	7.0	4.5	5.4	12.2	7.2	3.5	17.0	9.1	16.0	15.3	40.2	9.7	4.1	82.3	31.8	16.0	13.6	17.366666666666667	24.800093637867228
214014_at	15.3	6.4	15.2	9.5	5.2	9.1	6.2	5.7	4.1	77.1	11.3	6.9	6.4	6.1	17.8	8.5	17.4	10.5	13.261111111111113	28.501446843924633
214027_x_at	44.7	28.2	158.3	52.0	30.2	30.0	11.8	82.7	113.7	56.6	62.3	196.6	43.4	18.6	68.1	94.3	29.3	1907.6	168.2444444444444	59.47451180957316
214029_at	55.7	19.6	31.4	14.2	8.4	20.2	0.8	19.8	7.4	12.9	4.3	9.4	5.5	18.1	8.0	2.5	5.3	25.4	14.93888888888889	20.225382355891966
214038_at	2046.0	245.7	205.0	570.5	282.7	500.7	124.9	232.5	599.2	1200.1	545.8	139.2	950.7	141.6	399.8	1193.3	169.8	309.5	547.611111111111	21.196448481525785
214063_s_at	55.6	86.7	196.3	236.2	166.4	50.2	16.4	397.7	40.2	69.7	464.1	127.3	21.2	181.9	11.4	81.1	86.6	102.0	132.83333333333334	21.819973812307268
214067_at	46.4	14.1	66.6	11.9	22.3	7.4	4.9	5.1	9.5	10.0	4.0	11.5	12.9	10.9	13.2	36.6	38.8	9.8	18.66111111111111	21.054778310464688
214087_s_at	61.6	31.0	49.5	28.5	16.1	32.5	35.5	3.4	35.2	40.7	61.9	39.0	55.3	64.3	26.3	14.3	39.1	6533.8	398.22222222222223	88.08368441647323
214089_at	11.3	2.3	9.3	9.2	3.9	3.6	15.8	1.8	2.0	3.1	2.1	4.4	5.5	39.1	39.6	4.0	21.5	11.3	10.544444444444444	25.564696259154008
214090_at	7.9	9.5	5.2	9.6	0.7	5.5	9.5	7.8	24.2	3.5	8.3	7.8	7.2	5.7	29.8	8.4	68.4	27.9	13.716666666666667	26.54229674087565
214111_at	47.1	34.5	6.2	15.3	14.2	2.8	14.1	3.2	5.4	19.3	8.4	34.9	17.9	2.7	5.5	52.4	62.7	74.7	23.40555555555555	21.940474140760287
214125_s_at	43.9	5.9	8.4	19.0	9.7	9.8	5.0	66.1	32.4	4.5	8.9	50.4	8.4	37.8	11.6	15.6	12.6	14.4	20.244444444444447	20.413996779544917
214131_at	104.1	10.5	8.6	21.9	10.6	3.3	29.0	3.9	15.5	94.8	17.0	41.6	7.8	2.5	22.2	15.1	54.4	148.3	33.95	27.732057301653732
214146_s_at	148.7	191.4	7080.0	2713.5	1022.6	182.3	579.1	1088.1	321.0	536.3	168.7	41.8	92.0	81.8	80.8	118.4	32.5	28.2	805.9555555555555	48.20892513054875
214154_s_at	82.3	7.0	4.6	18.6	18.0	4.0	7.0	2.9	4.6	2.0	15.6	6.4	13.8	19.4	10.4	5.1	14.6	7.7	13.555555555555555	30.56554092106512
214161_at	32.3	9.4	3.9	3.5	2.4	9.2	5.0	18.6	31.5	6.1	7.6	14.5	11.2	5.3	68.1	6.1	5.6	25.8	14.783333333333331	25.235776511592455
214162_at	57.3	4.4	14.6	3.7	4.7	4.5	3.5	37.9	1.9	3.6	8.7	14.0	9.9	16.8	7.1	49.7	11.4	18.9	15.144444444444446	24.794289508112875
214171_s_at	32.6	92.4	14.3	18.2	4.3	24.5	19.8	26.7	47.8	4.5	4.9	29.5	13.4	3.8	20.9	15.1	13.4	11.2	22.07222222222222	21.730523531046334
214209_s_at	169.4	78.4	47.2	26.9	23.7	40.0	7.9	26.7	19.6	32.7	6.2	36.8	40.2	44.6	54.0	37.7	7.7	9.6	39.40555555555556	21.71386696119229
214215_s_at	11.6	11.9	43.1	71.9	27.3	27.5	33.5	12.8	12.3	6.6	5.5	18.9	8.8	11.4	19.5	5.8	3.7	3.8	18.66111111111111	21.165491436659412
214219_x_at	15.3	10.5	11.2	5.9	6.2	11.3	5.1	5.4	84.1	60.7	10.4	87.5	11.8	6.5	17.8	6.0	46.6	62.2	25.805555555555557	25.322935950411672
214223_at	287.5	15.6	74.6	31.7	3.6	5.3	15.5	42.8	24.0	58.7	13.2	100.0	81.4	46.1	81.6	70.8	34.4	39.5	57.01666666666668	25.858296202142846
214253_s_at	8.0	6.9	17.9	10.2	9.1	11.1	16.4	11.8	57.1	11.0	10.8	40.6	13.8	6.4	45.9	16.9	7.6	72.7	20.788888888888888	21.5193773665597
214254_at	89.1	19.9	3.5	25.7	53.2	28.8	2.5	9.8	7.8	1.6	4.4	26.7	33.5	9.5	12.1	35.1	5.9	29.7	22.155555555555555	22.758256651343398
214286_at	13.7	4.2	5.7	5.7	2.7	8.7	6.8	7.6	8.2	7.8	12.9	5.4	5.4	12.4	5.5	8.7	68.6	7.5	10.972222222222221	30.652765241472927
214292_at	23.2	57.0	147.0	76.4	84.0	45.4	45.0	10.7	11.2	13.4	14.1	14.6	39.9	52.7	7.0	11.8	16.8	11.6	37.87777777777777	21.93011648760053
214301_s_at	11.1	58.5	83.0	9.8	19.1	27.8	6.7	15.1	41.9	27.2	5.0	86.9	63.7	12.7	17.9	14.0	9.9	10.8	28.949999999999996	20.914037447837387
214321_at	105.1	123.8	548.2	141.5	877.2	42.8	279.2	374.6	63.8	86.9	354.6	61.7	69.6	232.7	91.8	141.9	196.0	79.4	215.04444444444445	22.780657966142627
214341_at	69.6	13.4	36.9	7.1	6.8	9.3	5.4	4.1	4.6	57.7	10.1	17.3	15.8	13.1	10.4	35.6	46.4	13.2	20.933333333333334	21.564661878365442
214343_s_at	7.3	42.4	53.9	3.5	2.5	2.8	7.5	4.2	17.6	4.6	16.1	8.9	9.5	9.3	7.2	6.7	6.7	22.1	12.93333333333333	24.75702953127998
214358_at	19.7	6.6	6.3	7.1	12.3	6.9	52.7	29.0	6.6	5.1	12.2	4.9	58.6	13.3	14.7	15.2	54.9	17.7	19.099999999999998	21.374374790765504
214361_s_at	103.4	76.0	34.0	12.0	11.8	28.8	19.0	13.1	9.1	9.7	12.9	18.9	15.1	39.3	14.8	14.4	14.4	15.6	25.683333333333334	22.422866874226177
214365_at	39.7	69.0	31.1	56.7	54.2	42.8	43.4	40.1	27.7	50.8	17.1	70.6	64.6	43.5	21.6	58.7	46.3	3859.7	257.64444444444445	79.93390481984899
214382_at	7.9	9.7	5.8	5.0	2.6	7.0	1.3	4.9	24.7	7.2	10.1	4.5	5.3	13.0	48.9	30.0	4.6	8.7	11.177777777777775	24.43474175198466
214399_s_at	62.6	4.7	5.7	2.4	3.0	3.6	2.0	7.0	7.6	4.9	6.4	9.3	7.1	3.7	3.0	20.1	8.1	11.5	9.594444444444443	33.168813251448306
214413_at	6.8	5.9	3.2	5.4	5.0	40.7	3.4	3.9	3.5	2.4	5.5	3.7	6.8	5.0	3.0	9.4	28.8	8.1	8.361111111111112	27.36350075996065
214416_at	84.2	6.1	3.2	4.0	9.6	12.7	8.4	26.5	8.3	23.7	16.5	40.6	9.5	0.9	38.0	11.8	5.6	18.7	18.23888888888889	25.114336137860267
214450_at	22.1	41.2	136.3	43.2	9.6	118.3	8.4	15.9	281.7	120.1	129.7	156.4	38.0	14.8	95.5	9.8	27.6	66.1	74.14999999999999	22.369871134065896
214451_at	4.8	5.5	2.0	3.6	1.5	3.2	14.2	2.3	3.8	2.4	3.9	17.7	1.4	15.1	4.7	5.1	4.9	17.0	6.283333333333333	20.139072787549754
214456_x_at	37.8	18.8	7.6	14.3	3.4	4.1	33.7	12.0	17.3	156.0	15.4	5.6	17.7	269.1	6.5	3.6	15.4	267.3	50.3111111111111	39.37734128919949
214461_at	245.0	333.5	3.6	1097.5	259.6	756.7	375.4	133.5	51.2	2181.9	94.2	48.5	403.4	222.3	96.8	4.9	8.8	533.5	380.5722222222222	32.14272383539041
214468_at	15.3	3.5	6.0	4.9	4.1	1.7	4.4	5.6	3.0	2.0	2.1	2.5	3.9	1.0	5.2	8.4	14.3	75.3	9.066666666666666	42.932141726829734
214475_x_at	14.6	14.5	8.5	2.8	1.9	2.0	21.6	47.9	14.3	3.0	18.8	7.4	39.6	2.3	11.6	49.4	6.4	486.3	41.82777777777778	61.31019216905285
214502_at	26.2	3.4	23.8	2.8	3.2	2.2	14.2	4.4	4.1	14.0	4.0	7.9	33.0	2.5	16.3	34.1	9.8	5.5	11.744444444444445	20.97877010230843
214505_s_at	625.2	1477.6	7154.1	1820.2	2415.5	613.5	2720.6	3723.0	599.9	654.4	10885.7	1517.3	863.2	2275.1	1165.2	1066.4	2132.6	12982.1	3038.422222222222	27.209503754172605
214510_at	7.2	4.6	40.4	7.9	49.2	6.4	7.3	8.4	8.0	8.7	16.4	4.9	10.8	32.9	4.0	3.9	24.1	14.7	14.433333333333334	21.302893943774453
214517_at	15.5	6.2	59.5	10.2	6.3	10.6	7.4	6.7	12.8	7.6	8.6	10.3	6.1	13.9	15.0	7.5	12.3	11.4	12.661111111111113	21.868171971472847
214528_s_at	94.5	8.7	13.2	1.2	10.2	20.0	17.6	17.4	14.3	16.1	2.5	49.9	14.6	13.6	11.4	46.5	69.7	47.8	26.06666666666667	22.21136781224631
214547_at	90.4	20.5	4.7	1.5	12.7	6.3	4.1	17.6	24.5	7.8	22.2	32.5	7.4	1.6	51.4	23.2	7.7	11.4	19.305555555555554	25.855389579095352
214555_at	37.9	7.1	9.2	5.4	5.4	5.2	3.4	3.0	6.1	36.6	2.1	22.2	19.2	4.0	10.2	35.5	21.5	12.6	13.699999999999998	20.449056576948372
214559_at	5.0	5.6	2.8	1.3	4.3	15.1	2.8	4.3	33.2	1.3	3.1	4.0	3.1	5.5	2.4	4.5	5.8	4.5	6.033333333333333	28.123181095868993
214562_at	40.6	5.7	30.0	7.2	3.7	10.0	9.5	4.7	12.9	13.8	3.6	40.5	7.3	3.3	51.2	48.9	12.4	22.6	18.21666666666667	20.766903549134767
214568_at	26.4	9.5	8.3	7.9	71.1	11.0	48.7	7.7	5.9	3.9	14.8	14.5	12.8	16.1	18.3	13.3	19.2	26.5	18.66111111111111	20.50179853958062
214570_x_at	55.2	50.5	11.6	12.4	4.8	5.8	16.8	3.8	13.2	12.6	9.1	63.9	48.9	13.3	80.6	13.7	14.3	18.7	24.955555555555556	21.508036654093257
214575_s_at	83.4	28.2	38.1	8.4	26.1	6.5	24.2	9.4	13.8	5.0	3.0	15.5	33.2	5.2	11.8	6.9	70.6	13.5	22.377777777777776	23.028361500776843
214584_x_at	10.3	72.8	67.2	87.0	103.8	14.8	9.6	147.7	25.3	33.7	270.2	10.9	52.8	152.0	73.3	11.6	10.7	8.8	64.58333333333331	24.603868651940175
214598_at	138.3	37.9	24.7	19.1	6.8	19.3	34.3	45.4	33.7	7.6	36.5	39.0	8.1	20.6	17.9	33.1	29.6	5.7	30.977777777777785	21.804909065030444
214601_at	52.2	6.0	10.4	9.4	13.2	3.2	1.8	9.9	17.2	4.5	18.4	27.5	7.4	24.0	3.2	11.9	1.9	2.5	12.47777777777778	22.89375117416944
214603_at	12.3	3.3	3.3	0.7	1.4	17.2	1.0	2.1	10.0	2.3	1.8	43.5	9.5	14.9	10.4	37.7	15.7	6.0	10.72777777777778	26.049328624522484
214604_at	39.6	22.6	8.8	17.7	18.8	3.5	17.0	39.8	23.4	24.3	5.7	40.8	4.5	17.6	3.7	2.8	14.2	85.7	21.694444444444443	21.37870100959591
214614_at	75.9	16.1	5.6	4.0	16.5	3.2	26.3	18.4	15.0	37.0	5.5	16.7	45.1	3.6	99.2	19.5	21.0	7.5	24.227777777777778	24.57167228041165
214622_at	12.9	12.6	9.4	8.5	9.6	10.1	11.0	7.7	5.2	9.2	46.4	11.6	11.8	66.2	12.0	12.5	15.5	9.9	15.67222222222222	22.415335980168532
214625_s_at	134.3	15.5	57.3	31.8	12.5	20.0	61.0	9.0	9.1	17.1	21.8	12.2	118.3	11.0	14.7	78.4	17.0	18.4	36.63333333333334	23.92030122876661
214630_at	29.9	7.0	14.1	6.5	8.2	3.7	11.8	16.1	16.0	13.2	23.7	105.8	33.1	13.6	26.9	64.7	18.6	29.0	24.55	23.052846928446748
214640_at	76.8	3.1	2.8	2.9	4.6	11.7	9.5	2.6	12.6	3.4	2.0	6.8	3.8	4.0	22.1	4.3	25.8	6.2	11.38888888888889	35.53422587134125
214646_at	179.6	33.8	13.9	27.6	9.4	15.0	11.2	56.9	50.0	51.3	18.8	51.3	26.6	8.2	18.4	21.5	31.7	36.2	36.74444444444445	24.25479429384435
214680_at	28.8	6.7	188.4	51.0	119.0	46.4	71.1	212.2	9.3	14.5	268.3	41.4	26.0	241.4	16.2	25.4	16.6	22.7	78.07777777777778	25.682733447702784
214682_at	14.0	7.1	4.6	68.3	54.9	30.3	22.2	76.6	9.4	4.2	35.1	6.3	22.6	116.2	21.8	6.8	12.7	28.4	30.083333333333332	23.224000364650117
214685_at	46.8	17.0	4.4	2.8	4.1	11.4	2.9	4.3	18.2	4.9	3.5	8.3	27.9	14.5	8.3	7.7	7.3	5.5	11.100000000000001	22.930898945020168
214701_s_at	8583.0	6149.7	1651.2	1479.8	821.0	2122.7	2032.7	189.9	482.7	922.7	252.5	3798.1	9884.5	742.7	4269.6	8536.9	1475.9	7207.4	3366.8333333333335	22.18563115629171
214750_at	168.1	21.2	15.0	31.5	20.7	62.0	51.8	26.3	100.4	15.5	107.7	20.9	14.5	192.5	31.8	23.5	23.2	35.9	53.47222222222222	23.02611829311136
214757_at	11.5	38.0	8.2	49.6	31.8	41.0	69.9	5.6	3.7	6.0	8.7	13.7	15.0	109.4	8.9	7.2	9.7	6.4	24.68333333333333	26.16951836943092
214768_x_at	2957.3	909.7	4937.1	1699.3	2788.9	2008.4	1262.0	1255.3	12736.7	93.2	131.1	12992.2	4366.8	670.1	10958.8	1087.2	4514.7	6484.5	3991.8499999999995	24.075684300780786
214774_x_at	8.1	43.7	2.6	12.5	0.6	3.8	12.7	0.5	1.5	26.8	0.5	17.0	1.4	24.0	92.0	3.4	2.6	7.8	14.527777777777779	35.55890526093397
214777_at	4969.7	480.5	3055.8	2132.1	990.5	1677.1	2414.2	2763.5	16553.3	41.0	26.3	10831.9	2454.3	1172.8	10684.3	3786.1	3105.0	7138.3	4126.483333333334	24.72970484722479
214781_at	8.5	4.3	32.6	1.7	6.4	2.1	3.0	5.2	3.3	5.5	8.3	61.5	8.1	2.1	53.9	4.5	12.4	10.0	12.966666666666667	31.34683611731865
214788_x_at	17.6	13.9	8.1	3.8	10.2	8.0	4.4	12.0	14.3	6.7	4.0	15.4	5.4	5.5	45.4	5.2	12.4	180.8	20.727777777777778	45.385238400445
214817_at	13.4	51.1	8.3	16.0	4.2	3.3	6.3	10.0	9.4	8.1	8.8	7.7	10.5	33.6	9.9	11.4	9.4	8.8	12.78888888888889	20.66762023889079
214825_at	5.1	32.4	11.4	76.7	37.6	6.2	23.6	27.3	20.8	15.0	5.5	3.4	7.7	5.0	2.9	3.0	31.7	31.0	19.238888888888887	22.270061022027917
214827_at	9.3	3.0	27.2	2.1	2.0	5.6	4.7	6.5	2.3	7.3	20.7	6.0	3.4	2.4	14.9	79.6	3.5	7.2	11.538888888888888	36.36712268578318
214842_s_at	97.0	5.6	13.2	30.0	23.6	7.8	37.1	29.5	4.0	6.1	6.4	10.0	6.1	45.7	8.9	19.7	7.2	8.7	20.366666666666664	25.628457413557516
214856_at	61.8	3.2	3.9	17.1	2.7	10.6	4.3	12.6	9.4	4.8	5.1	5.5	3.0	12.9	4.2	16.3	14.3	4.6	10.905555555555557	28.569984786984936
214868_at	101.6	13.9	12.0	12.0	11.1	15.0	17.9	9.8	7.2	24.9	26.8	39.8	18.5	18.2	4.3	16.6	42.5	5.0	22.061111111111114	23.327387170893868
214886_s_at	108.1	5.3	15.9	14.7	4.5	19.5	20.2	47.4	16.2	10.6	46.4	40.0	4.9	11.5	58.7	47.4	8.1	14.1	27.416666666666664	22.149939053081535
214887_at	28.7	2.2	5.4	16.1	16.2	20.3	10.1	3.0	5.5	2.1	1.7	2.4	1.4	2.2	3.9	4.4	6.6	2.9	7.505555555555556	23.698755029036533
214890_s_at	5.6	51.5	52.0	6.4	69.8	6.3	8.6	48.2	5.1	10.5	126.0	8.2	5.7	26.2	20.0	8.0	53.9	7.1	28.838888888888885	25.834948870217378
214897_at	156.6	23.7	21.3	29.2	10.6	46.0	19.3	39.2	6.3	7.7	5.6	40.4	5.2	39.8	36.1	32.9	3.3	61.8	32.49999999999999	24.83396541562181
214898_x_at	95.9	6.5	19.7	30.7	11.2	19.3	20.2	10.7	12.7	16.9	5.7	6.9	18.1	36.9	40.5	36.6	37.1	11.2	24.266666666666666	20.073935804179417
214914_at	5.3	2.7	1.2	1.9	2.3	3.5	2.1	2.6	2.7	3.0	3.8	3.3	1.9	3.3	20.5	4.0	21.2	2.3	4.866666666666666	27.726334216000488
214916_x_at	6392.3	305.2	7562.7	778.3	285.2	1253.9	1342.3	298.4	3929.7	58.8	84.2	10937.0	2758.6	512.4	12466.8	5291.0	1972.9	12142.3	3798.4444444444443	26.174957458444048
214966_at	38.2	5.2	44.0	2.8	6.4	3.5	2.8	2.0	6.2	7.9	13.7	14.6	23.5	5.9	12.0	45.0	7.1	6.1	13.716666666666667	23.803131951721106
214970_s_at	82.1	5.1	5.8	7.9	1.8	16.4	11.7	3.6	3.9	18.5	8.5	42.4	23.7	19.8	36.0	25.4	4.9	51.5	20.499999999999996	23.498669833300355
214973_x_at	4047.8	430.3	2082.8	592.0	268.8	5295.9	465.3	390.1	12167.1	71.0	155.2	16220.4	2371.4	407.7	18242.2	2591.6	2814.9	2772.6	3965.9500000000003	32.51251164948082
214974_x_at	366.4	9.1	89.8	74.8	41.7	27.3	116.9	36.9	21.0	63.3	6.5	31.9	1084.2	30.5	28.0	192.6	27.2	107.1	130.84444444444443	44.31561047982181
214978_s_at	43.9	5.9	3.3	5.7	6.4	6.3	45.4	5.9	2.5	5.4	6.3	46.8	12.1	6.0	9.8	61.3	36.7	12.5	17.9	24.476190263510304
215002_at	104.2	3.9	2.4	11.3	38.0	39.0	6.1	14.7	1.5	19.7	20.7	30.7	18.1	48.9	44.0	39.2	43.9	18.8	28.06111111111111	20.077578167600418
215008_at	15.6	23.4	3.7	2.9	3.3	10.0	2.9	1.3	2.8	5.7	3.4	4.3	0.9	3.3	4.3	1.5	7.8	3.5	5.588888888888889	23.26293885076479
215010_s_at	5.3	7.5	4.1	5.9	3.8	4.1	4.4	5.8	5.4	2.4	2.6	4.2	2.9	19.6	5.9	4.9	28.6	12.2	7.199999999999999	21.335957878966124
215018_at	62.4	21.6	11.9	12.9	39.7	18.8	22.4	4.3	8.3	3.6	12.7	24.2	19.7	86.0	9.1	19.3	19.5	4.0	22.244444444444447	21.88112158985995
215033_at	45.3	5.7	51.5	50.6	47.2	3.5	3.3	18.9	36.5	4.0	5.1	7.0	14.5	7.0	8.9	7.0	11.6	41.8	20.522222222222226	20.998718607782354
215035_at	13.0	4.2	25.3	8.6	3.5	6.3	5.9	19.1	854.1	4.0	2.7	301.8	4.9	5.6	42.1	16.5	11.3	242.8	87.31666666666666	54.94998860702983
215045_at	98.9	13.3	5.9	15.8	12.5	22.7	9.6	11.8	28.8	22.3	4.3	20.5	9.6	24.8	34.2	29.2	31.8	37.8	24.100000000000005	20.13061969601962
215072_x_at	48.9	12.7	12.9	6.0	17.2	11.2	15.5	5.5	1.3	7.7	6.2	7.4	7.3	20.9	4.7	7.1	44.1	12.1	13.816666666666666	21.346765469561458
