id_sonda	FNB4	FNB36	FNB37	FNB39	FNB40	FNB41	FNB43	FNB44A	FNB44B	FNB45	FNB6	FNB7	FNB8	FNB12	FNB29	FNB32	FNB33	FNB35	Media	Error estándar %
231748_at	76.4	7.2	3.6	2.3	1.8	1.8	1.5	2.4	2.2	3.8	5.4	3.7	10.3	12.2	25.3	11.7	6.8	5.1	10.194444444444445	39.36230933661462
231749_at	4.9	3.6	0.9	3.5	4.6	1.5	5.4	1.2	4.8	3.2	4.3	19.3	18.1	1.5	4.7	4.2	6.4	10.9	5.722222222222224	21.009293983826563
231754_at	53.4	2.9	32.0	4.3	9.3	17.4	6.7	24.3	5.4	7.5	5.9	37.9	9.4	3.1	16.9	2.0	25.6	11.0	15.277777777777779	21.347254411064796
231757_at	19.0	5.5	5.3	2.5	7.9	31.6	22.8	7.2	7.6	9.4	4.8	63.2	17.8	46.8	40.0	7.3	11.5	4.9	17.505555555555556	22.49062898215023
231758_at	54.4	26.9	4.6	2.5	4.3	21.1	11.4	4.5	7.2	3.6	14.1	22.4	34.0	17.0	5.7	56.7	5.1	5.3	16.711111111111112	23.05522278913439
231763_at	15.2	11.3	12.2	6.6	14.3	16.5	10.0	12.9	8.6	7.9	11.7	9.2	9.9	84.0	9.8	6.0	11.6	8.3	14.77777777777778	27.13752241513847
231768_at	30.7	11.2	8.7	45.5	56.5	15.8	8.1	8.3	8.4	172.5	7.2	15.1	10.5	14.8	16.8	15.0	8.9	7.7	25.650000000000002	34.94392988675632
231771_at	21.1	451.9	2.2	6.1	0.8	354.9	265.1	2.5	2.1	3.1	2.3	127.7	1.8	423.6	47.4	6.4	5.0	181.8	105.87777777777778	34.41934752648994
231783_at	24.1	8.7	5.8	15.6	1.4	10.1	3.8	2.2	2.4	5.5	4.6	7.5	17.8	5.9	48.4	8.5	13.0	28.8	11.894444444444444	22.826702440899194
231785_at	50.2	6.5	2.9	3.3	5.6	11.5	6.8	5.1	6.1	1.2	7.3	6.3	4.3	11.1	12.6	5.4	5.6	5.8	8.755555555555555	28.11869218923146
231786_at	38.4	31.2	3.0	4.3	14.1	2.4	17.1	3.1	7.6	19.4	43.5	2.9	3.2	34.4	13.6	3.0	44.3	21.9	17.077777777777776	20.307235920062062
231792_at	198.6	21.1	9.0	18.3	16.0	19.5	14.6	16.0	12.1	12.5	10.0	21.3	15.6	17.3	25.9	12.8	27.4	268.2	40.900000000000006	39.88337719697713
231800_s_at	7.1	51.5	70.5	42.8	54.2	4.1	3.9	61.7	8.0	4.2	43.1	2.7	4.8	30.2	21.0	5.3	9.8	5.2	23.894444444444442	22.635545172383665
231804_at	60.0	27.1	3.9	8.8	17.9	2.0	3.0	5.2	6.8	22.6	16.1	17.8	3.1	43.6	14.2	10.0	6.0	36.0	16.894444444444442	21.631444953193203
231805_at	134.0	5.9	4.9	29.2	3.8	16.3	6.5	10.6	13.4	7.0	6.7	7.1	9.9	33.2	21.9	8.2	17.1	17.7	19.633333333333333	34.70273673546348
231849_at	28.4	6.4	6.2	4.5	6.5	51.0	6.4	4.4	4.2	5.7	6.7	56.2	79.7	30.9	12.1	6.6	12.1	8.3	18.683333333333337	27.07747401783135
231856_at	5.9	2.5	2.5	8.5	8.3	5.0	3.4	1.4	1.9	1.7	21.9	2.4	3.6	2.7	4.1	3.1	3.7	4.9	4.861111111111111	22.215648914432876
231885_at	69.2	3.3	13.7	13.4	9.8	13.5	10.4	16.2	13.3	15.1	2.4	3.5	3.5	11.8	19.1	2.4	16.8	18.4	14.211111111111114	23.927489228016825
231898_x_at	16.5	0.3	4.3	0.4	5.6	6.1	4.2	7.3	2.4	1.2	0.5	12.7	4.0	9.1	13.6	7.8	17.9	1.1	6.3888888888888875	20.03282330730833
231900_at	24.8	7.5	8.7	5.5	2.2	4.7	4.2	4.7	5.0	5.7	4.4	9.1	9.4	5.8	10.1	4.1	17.4	33.2	9.25	20.00320114341482
231905_at	48.5	6.9	18.2	5.1	4.8	15.9	7.8	2.6	5.0	6.0	5.9	11.6	3.3	7.9	8.4	6.9	7.2	6.4	9.911111111111111	24.090476506111195
231930_at	13.5	22.5	38.4	25.5	25.9	2.6	85.7	2.2	4.6	28.2	28.7	1.8	6.6	17.7	6.3	4.1	8.5	22.2	19.16666666666667	23.988865301950195
231935_at	24.2	3.1	5.9	3.2	5.0	4.9	30.1	4.7	5.5	6.7	24.3	6.9	9.0	40.7	8.4	9.6	18.6	84.2	16.38888888888889	28.018415944414443
231941_s_at	10.1	12.0	15.5	32.3	40.8	45.8	48.8	12.6	11.9	7.5	9.1	37.9	63.8	17.9	102.4	33.9	10.2	4.4	28.716666666666665	20.155894674507852
231971_at	41.4	54.7	7.7	11.8	12.6	42.5	31.2	8.2	8.3	14.0	3.0	9.4	12.6	6.1	97.6	60.0	10.6	52.3	26.888888888888893	22.086842358345713
231979_at	53.4	6.9	7.3	81.9	127.0	157.6	22.4	14.6	7.1	58.6	4.0	183.9	16.0	124.1	15.3	51.4	11.5	12.6	53.08888888888889	24.92987048268323
232010_at	7.1	21.3	0.8	11.9	1.5	2.1	2.5	6.0	13.2	1.2	3.9	2.1	2.8	3.1	2.2	1.7	5.1	2.4	5.050000000000001	24.31380011976005
232042_at	30.1	16.1	8.1	5.9	4.8	6.1	6.7	10.6	42.6	8.5	6.7	19.8	61.3	12.5	22.5	16.3	58.3	14.0	19.494444444444447	20.643459848291414
232050_at	13.4	9.7	22.8	4.8	21.1	7.4	6.7	5.7	3.5	3.5	5.0	23.2	5.7	72.7	8.6	5.2	10.3	9.1	13.244444444444447	27.92447541167607
232054_at	43.7	2.6	40.8	9.7	12.7	13.9	22.2	20.4	27.7	3.0	32.1	2.9	3.4	37.9	2.5	4.0	10.1	1.5	16.172222222222224	20.670178940264172
232062_at	130.1	25.1	14.0	98.0	20.1	22.6	11.8	11.5	11.7	13.6	18.5	24.9	18.7	15.2	21.7	12.6	22.4	14.8	28.183333333333334	26.047095924922925
232082_x_at	242.3	6.6	64.4	133.0	66.5	81.5	79.5	118.0	6.6	13.4	32.5	29.4	40.8	85.1	8.4	104.2	20.3	15.4	63.77222222222221	21.57261941853395
232106_s_at	53.8	12.9	11.9	8.7	10.4	10.3	24.5	16.8	46.8	10.4	7.3	51.0	12.3	14.6	97.7	55.3	22.7	68.9	29.794444444444448	20.06460121807363
232121_at	68.8	42.4	11.6	4.9	5.3	5.8	23.1	19.2	5.7	26.1	10.5	12.8	8.7	7.3	8.0	13.4	30.6	14.2	17.688888888888886	21.115101289078165
232123_at	48.3	8.5	26.5	19.7	11.5	2.5	30.6	16.0	3.6	5.5	20.2	84.6	22.8	6.6	16.4	6.6	4.7	10.5	19.172222222222224	23.941959395094713
232132_at	3.1	2.7	39.5	19.3	21.0	0.7	0.5	3.6	4.1	1.9	1.8	1.7	1.6	3.3	9.6	1.4	7.6	7.0	7.244444444444444	31.623970925093996
232165_at	11.1	4.0	2.7	6.4	3.7	3.3	2.4	6.2	3.1	3.3	4.5	6.7	6.3	2.5	4.2	4.1	29.9	4.2	6.033333333333334	23.988831799205187
232176_at	77.0	4.6	25.6	1.5	21.0	4.8	36.9	8.1	31.3	34.2	50.4	5.9	5.5	37.8	5.7	30.8	10.8	8.0	22.216666666666665	20.861486910523823
232178_at	5.5	2.8	3.3	2.2	33.3	40.5	7.6	1.9	3.2	2.3	6.6	12.0	7.8	44.9	2.7	3.0	5.4	14.4	11.077777777777778	28.316896740356867
232186_at	16.4	15.0	81.6	14.6	6.0	5.6	10.5	10.3	10.5	9.2	12.4	7.1	9.9	11.1	18.4	8.3	25.2	20.4	16.25	24.114526945766574
232206_at	15.5	17.0	8.7	34.7	15.4	6.7	3.5	29.7	32.1	10.1	98.7	8.4	10.6	49.8	13.1	26.5	8.0	5.1	21.86666666666667	23.941016705319644
232214_x_at	552.9	8.0	7.9	7.1	6.0	15.4	8.3	13.1	22.4	6.0	9.9	16.1	14.4	11.6	52.1	13.4	14.0	17.9	44.24999999999999	65.93322213252895
232232_s_at	115.2	28.7	8.1	10.9	3.4	5.9	72.6	10.9	11.9	9.8	21.7	85.1	51.6	10.5	68.3	17.5	47.1	10.2	32.74444444444445	23.034647515312408
232252_at	120.9	42.7	52.1	33.4	33.6	41.3	21.4	8.1	36.6	37.2	22.8	49.9	45.3	45.8	66.5	42.0	14.2	280.7	55.25	25.38750743921776
232271_at	36.4	21.9	13.9	1.0	7.0	1.7	5.7	9.6	3.2	1.7	5.8	2.3	4.3	1.7	7.7	7.5	13.8	3.9	8.283333333333335	24.504595413113158
232275_s_at	41.4	2.9	20.0	1.4	1.0	5.4	4.9	1.2	1.6	4.6	19.5	3.8	7.3	2.7	7.6	5.4	30.7	47.0	11.577777777777776	28.325296106245784
232277_at	133.3	30.5	15.7	30.3	17.6	12.2	25.7	36.5	53.1	28.8	7.4	52.1	87.2	16.3	30.8	464.2	38.0	44.7	62.46666666666667	38.38070220240572
232294_at	65.1	7.2	10.1	6.0	10.3	5.0	6.3	6.8	6.5	30.5	14.5	20.0	33.3	9.2	44.0	17.0	29.1	9.0	18.327777777777776	20.396396314661644
232302_at	7.8	6.7	8.8	5.7	24.2	5.6	7.3	46.3	5.7	3.5	6.2	6.1	3.3	6.3	3.5	5.8	22.0	15.8	10.588888888888892	23.238885242350918
232305_at	29.9	7.3	50.0	20.5	27.7	28.7	17.1	128.4	23.2	3.0	64.2	27.9	11.0	24.2	11.8	11.8	7.2	9.5	27.96666666666666	24.112427318392008
232306_at	67.8	5.4	2.7	15.6	3.9	34.3	4.5	4.9	8.5	16.8	16.3	3.2	14.5	31.9	5.7	3.5	11.6	16.6	14.872222222222222	24.903531627422208
232313_at	21.3	12.8	115.5	69.3	85.9	6.9	6.0	59.8	27.7	24.0	522.9	14.1	7.2	107.1	28.8	17.4	10.0	25.2	64.55000000000001	42.439673428147344
232327_at	11.8	5.5	21.9	4.6	19.9	6.6	4.4	29.4	2.1	2.8	71.7	6.7	8.8	8.8	8.4	11.6	13.8	8.5	13.738888888888889	26.873363146709465
232348_at	14.9	2.6	3.3	18.7	3.2	1.5	4.7	2.6	2.0	2.4	1.3	46.8	8.7	2.4	6.4	19.6	7.5	11.4	8.888888888888891	28.661124706550584
232390_at	2.4	3.1	9.8	0.3	4.8	1.0	0.2	2.4	1.2	0.4	4.8	1.4	0.5	9.8	1.5	0.3	9.2	2.7	3.0999999999999996	24.409628450152578
232399_at	77.4	12.3	10.0	1.0	1.7	1.1	1.9	17.9	1.5	11.8	18.3	30.4	16.2	17.1	5.8	5.8	31.7	37.5	16.633333333333336	25.92538938484365
232411_at	4.4	8.2	2.0	1.9	5.2	3.5	10.9	4.0	1.7	2.6	3.2	1.8	31.8	16.5	1.9	0.9	5.7	10.8	6.500000000000001	26.591775178097965
232412_at	3.1	27.0	20.2	33.4	41.1	67.2	30.9	55.5	16.1	19.8	38.7	28.3	34.7	157.8	13.7	31.7	28.6	21.5	37.18333333333334	20.672114984085617
232416_at	22.3	4.8	24.1	2.4	2.9	8.0	11.0	22.5	10.8	3.2	2.4	5.3	6.4	32.0	1.6	25.7	42.3	69.9	16.533333333333335	24.807127579335468
232418_at	15.0	5.8	8.4	8.2	5.7	9.0	3.6	4.8	4.4	4.1	8.7	3.4	3.5	78.7	5.6	9.1	7.8	26.1	11.772222222222222	34.15146510234119
232434_at	11.6	185.7	492.8	3.9	3.8	81.0	43.6	149.0	37.4	108.6	35.2	151.0	19.9	320.4	747.8	10.8	220.5	114.1	152.0611111111111	29.527947184824434
232437_at	4.1	48.5	3.1	5.7	2.9	6.3	4.4	3.5	4.3	5.2	5.0	12.6	4.7	18.6	8.0	7.8	6.1	7.4	8.78888888888889	27.658878363817944
232438_at	9.9	5.8	67.9	8.7	14.4	4.0	31.3	4.6	46.9	24.4	15.3	23.5	38.7	6.7	18.8	5.8	74.6	7.8	22.72777777777778	21.70006711728132
232442_at	10.9	4.9	10.9	20.3	21.1	4.5	8.3	7.6	2.6	3.5	8.1	4.2	16.2	56.4	2.8	2.6	6.5	9.4	11.155555555555555	25.95698767565702
232448_at	4.3	3.4	2.8	3.1	1.1	2.0	3.4	7.2	5.0	3.3	1.6	16.5	13.7	1.4	17.5	9.3	4.5	4.2	5.794444444444444	20.17366918219447
232456_at	16.3	6.2	27.5	11.2	6.3	38.7	43.8	42.8	48.2	35.0	6.0	39.6	28.4	17.8	64.9	76.1	15.2	373.8	49.87777777777779	38.250050798947065
232477_at	58.6	3.4	2.3	2.8	9.5	22.0	13.2	5.1	5.3	7.8	16.1	15.6	9.1	10.7	21.9	24.8	34.5	32.3	16.38888888888889	20.098630051252723
232479_at	102.3	32.3	34.7	5.6	7.8	8.2	20.4	7.1	5.0	7.1	39.8	8.8	10.4	9.8	25.3	5.2	54.6	10.6	21.944444444444446	25.783495109416936
232496_at	10.6	6.0	59.1	4.8	32.3	19.3	16.0	7.6	8.2	8.2	7.9	10.1	18.0	19.2	17.9	7.0	10.2	5.7	14.894444444444442	20.079578072811373
232514_at	5.5	4.2	9.8	9.0	1.0	3.3	2.7	1.1	4.2	3.9	31.7	2.0	18.0	8.1	3.8	4.3	4.6	6.5	6.872222222222222	24.55904156212549
232538_at	535.4	43.4	42.7	44.0	50.0	103.8	144.9	229.9	60.9	71.1	190.4	64.0	73.1	164.6	130.2	141.4	44.5	86.1	123.35555555555554	21.758487396265945
232547_at	10.9	33.2	17.7	11.4	3.7	12.9	6.4	6.1	9.9	3.9	49.0	13.1	5.9	6.1	8.7	46.4	9.6	5.8	14.483333333333333	21.89805186111458
232550_at	94.5	9.9	10.1	26.6	11.2	15.7	33.9	34.4	25.1	16.0	108.0	40.1	12.3	6.0	26.9	16.8	65.3	35.4	32.67777777777778	20.25168411070445
232562_at	113.2	7.4	28.5	41.1	4.8	26.6	17.5	8.8	4.5	26.3	44.4	4.3	44.1	28.4	28.3	29.2	27.3	23.5	28.233333333333334	20.202360931482826
232570_s_at	5.5	7.0	87.8	6.4	39.6	3.4	23.6	70.0	20.7	9.6	74.9	13.3	5.4	16.3	3.1	7.2	8.8	8.2	22.822222222222223	26.996194180676053
232573_at	13.0	39.9	5.8	33.9	9.6	7.6	41.7	8.9	6.1	25.8	45.9	82.6	7.4	44.7	5.6	1.6	10.3	6.5	22.05	22.57440053711634
232575_at	198.8	26.0	12.0	22.1	25.2	28.0	38.2	12.5	26.8	38.9	50.6	26.1	46.2	54.1	11.0	43.2	63.0	3.2	40.32777777777779	24.290805618099963
232596_at	21.5	4.9	2.7	1.8	2.0	2.5	4.3	14.1	2.3	3.7	3.1	2.8	2.8	9.0	1.9	2.8	8.1	5.0	5.294444444444444	22.18778869438814
232598_at	110.9	31.2	4.6	34.7	6.1	9.4	7.2	37.8	41.4	20.4	30.3	32.3	23.7	37.0	8.5	11.9	23.2	4.9	26.41666666666666	21.385980814751456
232602_at	156.3	10.5	18.0	6.6	14.8	18.8	47.8	29.2	18.9	12.9	13.8	16.0	22.9	45.6	57.5	8.9	17.4	19.0	29.716666666666665	26.665942785946516
232606_at	7.8	22.9	43.6	21.3	67.9	10.7	6.4	51.3	16.0	2.8	30.4	25.4	4.6	75.8	8.8	1.5	32.4	5.0	24.144444444444442	21.33665248124402
232611_at	39.2	3.1	8.0	6.6	4.1	29.8	15.8	4.3	12.7	10.0	6.8	29.7	10.1	3.2	55.1	27.9	13.8	12.0	16.233333333333334	20.345185930728526
232618_at	5.0	16.1	1.9	3.9	10.8	3.3	1.3	2.2	1.1	63.5	12.2	2.5	5.8	12.1	2.2	3.2	3.2	41.6	10.661111111111108	35.01770661467766
232629_at	25.4	15.6	246.1	35.5	35.1	16.8	15.0	137.5	35.9	471.3	2.1	27.3	2.5	1.2	2.7	33.9	7.2	30.8	63.4388888888889	42.65509397345147
232638_at	39.5	5.8	0.8	2.2	1.3	2.7	1.7	7.4	1.4	23.8	2.4	26.2	15.3	4.4	3.2	4.5	54.5	14.9	11.777777777777779	29.479853221738374
232650_at	4.7	4.5	2.0	2.4	1.7	4.3	2.9	2.8	2.1	1.9	2.2	3.3	5.2	3.3	5.9	8.7	5.5	20.7	4.672222222222222	21.525482769141526
232655_at	77.9	6.5	19.7	23.0	3.3	12.3	7.2	8.3	4.5	16.5	37.6	8.2	5.9	12.0	4.8	7.3	13.9	17.1	15.888888888888893	25.40853488287635
232669_at	61.1	5.1	20.9	9.3	5.0	24.6	11.1	4.0	3.5	10.3	2.6	16.7	22.0	3.7	8.2	6.9	6.7	12.7	13.022222222222219	24.21687166509846
232688_at	16.3	29.6	7.3	38.1	84.6	197.7	43.5	15.4	46.6	77.2	8.7	10.2	36.1	248.2	40.0	103.1	32.2	24.5	58.85000000000001	25.638969380652544
232694_at	6.6	2.9	5.5	9.7	15.1	14.0	6.1	8.1	3.5	3.7	3.4	3.8	6.2	27.3	6.6	94.1	23.7	6.4	13.705555555555556	35.473783666299255
232698_at	175.2	19.4	36.0	9.8	15.9	17.5	13.8	23.6	5.3	48.1	13.3	71.5	70.1	16.5	115.4	55.5	34.9	91.7	46.305555555555564	22.1275663537077
232719_at	58.4	37.2	31.7	9.7	3.2	5.8	6.0	41.9	6.2	13.6	31.1	22.7	24.3	2.1	4.0	5.3	19.4	7.0	18.311111111111114	20.27048219696825
232738_at	78.2	2.8	14.5	4.2	3.8	3.9	13.4	3.9	21.5	2.2	29.5	4.8	27.9	31.9	3.3	7.8	5.2	4.0	14.600000000000003	29.49852582718541
232741_at	79.3	36.9	16.4	22.5	17.7	30.3	2.4	11.1	2.9	5.5	46.4	20.2	1.9	35.6	5.9	4.8	7.5	29.4	20.927777777777774	21.812059389155593
232747_at	16.3	2.3	2.1	3.6	2.5	3.6	3.8	3.6	2.0	4.0	6.8	10.0	8.5	6.5	7.3	8.2	56.7	6.8	8.58888888888889	33.42003644192247
232754_at	6.2	29.3	3.2	12.4	3.9	19.9	1.3	21.1	0.9	4.9	3.9	8.5	4.6	4.1	13.3	27.6	8.3	4.0	9.855555555555558	20.669075193306156
232755_at	13.0	6.0	9.5	15.1	13.5	6.5	7.2	34.8	35.6	20.3	24.1	17.1	9.4	5.4	31.2	13.1	87.3	12.4	20.083333333333332	22.0274334136218
232760_at	61.5	2.0	2.3	1.4	5.7	6.8	1.2	6.2	11.7	6.5	13.2	20.5	2.1	11.9	7.5	16.7	4.2	12.5	10.77222222222222	29.410418613231954
232762_at	11.8	9.6	36.0	57.8	82.1	7.1	11.5	8.4	6.3	6.8	34.3	10.3	13.9	6.2	15.1	8.2	17.4	13.8	19.81111111111111	23.771542616480925
232765_x_at	110.5	19.3	13.9	4.4	3.3	5.6	6.6	4.9	5.9	6.0	5.0	12.4	11.8	4.8	24.6	40.8	13.0	8.3	16.72777777777778	34.4951809444911
232777_s_at	162.8	40.2	24.2	15.3	16.9	15.6	29.6	24.2	1.6	37.3	26.2	28.7	43.3	49.0	15.0	48.1	34.9	68.8	37.87222222222223	21.14749366191574
232799_at	98.4	3.4	9.6	9.1	6.3	3.4	4.5	41.2	22.1	9.7	30.3	40.0	5.3	8.9	39.2	19.2	6.8	9.0	20.355555555555554	26.489500988380936
232804_at	11.5	2.3	3.8	27.4	4.4	7.5	9.5	22.9	17.7	4.3	3.4	4.2	1.5	44.1	6.8	7.7	6.7	18.9	11.366666666666667	22.307210236509974
232805_at	7.0	6.7	4.6	15.6	13.7	4.4	41.7	13.1	9.3	3.8	34.9	6.1	46.7	4.0	7.4	5.9	32.1	5.3	14.572222222222223	22.081749574679087
232811_x_at	955.2	120.0	85.3	74.1	67.7	82.0	123.2	157.7	115.6	66.1	173.5	107.9	130.1	103.4	251.7	143.2	94.7	104.5	164.2166666666666	28.23111958153796
232812_at	13.6	31.6	19.0	5.3	5.8	3.4	3.6	10.3	3.8	7.0	106.7	7.8	1.9	4.9	16.0	4.9	6.5	13.8	14.772222222222224	37.34093904047578
232813_s_at	15.4	73.8	36.1	27.0	2.5	16.5	6.8	29.2	7.8	8.9	4.5	13.5	51.4	64.0	79.2	5.4	19.7	62.9	29.144444444444446	20.29095413239154
232830_at	33.9	3.0	4.9	6.2	4.1	4.4	19.3	6.1	1.9	2.9	3.4	6.2	3.3	18.1	4.2	10.7	27.8	11.0	9.522222222222224	22.299805672936543
232847_at	74.9	3.3	5.3	29.8	20.6	18.0	3.8	5.7	25.2	2.6	4.1	22.4	6.7	20.2	3.7	17.9	7.3	7.6	15.505555555555553	25.4947873788256
232848_at	75.7	5.6	45.7	12.0	5.1	10.6	39.4	5.4	11.4	3.7	22.0	4.9	3.2	15.2	8.2	13.7	16.2	4.8	16.82222222222222	25.695588118781764
232850_at	77.1	6.9	6.2	4.4	5.9	23.9	2.6	7.0	5.4	6.1	5.6	29.1	10.3	17.7	25.4	56.6	16.3	5.5	17.333333333333332	26.45382422090585
232881_at	3.0	31.1	4.9	3.6	13.8	5.0	9.8	11.7	1.0	1.9	2.5	2.0	6.1	2.5	3.3	5.8	17.8	8.8	7.477777777777778	22.925163438321196
232892_at	26.7	27.3	25.5	61.4	39.9	16.8	20.1	65.1	46.6	17.3	25.7	24.9	24.5	113.3	31.7	32.5	51.5	327.6	54.35555555555556	30.3948584938031
232906_at	23.7	6.7	6.9	5.8	19.2	9.3	3.5	24.2	8.4	30.1	5.5	5.0	11.8	21.3	10.5	3.4	60.5	7.2	14.611111111111114	22.02954601165815
232924_at	120.5	63.2	11.4	23.5	58.9	51.5	22.2	13.0	6.0	6.0	4.5	32.9	7.5	54.6	7.5	8.5	26.6	20.1	29.91111111111111	22.99522499066574
232934_at	25.1	5.6	4.3	9.2	6.6	6.4	13.9	13.6	4.3	6.4	26.4	12.7	5.3	52.1	11.8	11.0	7.0	5.9	12.644444444444446	21.315267610325794
232947_at	6.8	26.1	19.9	52.2	26.3	31.5	59.9	42.4	12.4	1.9	11.4	4.1	72.5	38.9	5.0	5.7	4.5	3.8	23.627777777777776	21.07631836915353
232948_at	77.8	4.4	3.1	4.0	24.7	17.4	3.1	7.2	11.9	13.4	13.2	57.3	20.7	18.0	60.1	21.7	13.6	24.4	22.0	22.237311222517466
232955_at	20.9	17.7	3.0	9.4	47.3	17.6	5.8	11.7	4.2	5.5	10.9	13.2	11.7	64.6	17.0	7.6	63.9	31.8	20.21111111111111	21.825313299335956
232971_at	90.1	9.5	5.1	12.2	14.2	22.9	8.3	14.8	15.1	15.3	4.0	9.1	39.6	25.1	42.2	29.8	20.1	37.2	23.03333333333334	20.27094118713144
232976_at	28.4	30.6	14.0	7.6	3.2	3.8	6.7	27.9	4.3	3.5	8.0	46.8	5.5	21.1	54.7	51.1	10.0	26.7	19.66111111111111	20.10633691353517
232984_at	15.6	14.7	8.0	8.0	6.7	10.3	8.3	8.1	5.7	6.0	7.7	9.8	23.3	55.4	12.3	5.5	9.8	14.4	12.755555555555556	20.728524905640043
232989_s_at	35.1	3.1	13.5	2.8	4.1	6.6	16.9	11.7	2.9	17.2	19.9	58.0	6.6	4.7	33.3	12.1	37.8	22.8	17.17222222222222	20.308537573838024
232993_at	44.9	14.8	1.8	4.6	6.3	11.0	2.1	12.3	2.0	1.6	9.9	1.6	20.7	13.5	31.2	5.2	12.6	3.1	11.066666666666663	23.85504982604712
233012_at	86.8	16.6	10.5	21.3	7.7	9.8	11.9	13.9	3.5	16.1	16.5	8.9	6.8	15.9	22.9	23.9	4.5	4.3	16.766666666666666	25.36477736929916
233016_at	8.0	3.5	28.9	19.9	2.2	5.1	3.7	4.6	28.6	2.2	3.6	8.2	3.9	3.3	16.3	4.4	15.4	9.3	9.505555555555556	20.94733528692968
233022_at	13.2	5.1	8.0	10.7	4.9	7.7	8.3	5.5	10.7	6.5	29.9	11.6	8.9	9.2	9.0	5.0	50.6	8.9	11.872222222222222	21.53982205228732
233029_at	11.5	27.8	5.0	3.2	21.6	1.8	5.7	6.6	2.1	2.5	3.4	4.1	3.4	5.4	33.1	3.6	7.2	100.9	13.827777777777776	39.088135831318304
233032_x_at	11.6	4.3	35.1	22.9	23.1	21.4	1.9	9.4	28.3	5.9	6.1	34.5	25.1	2.9	114.1	32.2	6.4	10.8	22.0	26.71979708702517
233040_at	48.9	1.1	2.1	0.7	0.9	3.8	7.7	0.8	5.0	0.9	4.9	1.7	4.4	1.7	0.6	1.5	3.1	2.6	5.133333333333334	49.50183798021015
233045_at	11.1	1.8	8.6	0.4	2.1	3.8	1.6	1.9	16.0	13.4	15.3	2.0	5.8	24.9	15.3	17.5	2.1	1.7	8.072222222222221	20.96154110037705
233046_at	25.2	5.4	18.5	2.8	1.0	1.0	3.1	16.5	2.0	2.3	4.4	3.1	6.4	16.3	9.1	4.9	36.1	9.7	9.322222222222221	23.710259506034976
233064_at	11.7	2.8	6.9	6.2	2.6	3.5	2.7	7.0	21.7	30.2	6.5	42.8	3.5	8.6	6.9	5.0	31.8	5.9	11.461111111111114	23.764391587949838
233071_at	33.6	0.8	20.2	1.9	0.9	2.0	1.2	13.4	7.5	10.7	8.4	4.7	5.1	16.2	1.4	3.3	5.2	14.6	8.394444444444444	23.52510964391116
233091_at	186.8	13.9	5.7	12.3	37.7	10.3	27.1	8.3	30.0	57.5	78.7	58.1	42.0	68.0	124.1	47.7	52.8	55.9	50.9388888888889	20.3010855285083
233092_s_at	152.7	18.7	11.0	3.1	19.6	27.8	38.8	30.5	25.4	30.7	41.5	44.4	28.7	53.9	38.4	35.7	23.5	13.5	35.43888888888889	20.605736170176385
233098_s_at	6.5	2.5	10.6	1.0	4.6	5.9	2.4	1.3	4.8	7.0	26.0	4.2	5.1	8.7	25.3	1.6	2.1	8.5	7.1166666666666645	23.423431832748104
233102_at	6.2	3.1	1.2	12.3	10.6	21.9	2.2	3.6	16.6	19.2	10.7	2.4	11.0	53.8	41.4	2.5	35.1	6.1	14.43888888888889	23.803151298161854
233115_at	112.0	14.8	25.6	18.3	14.8	34.2	29.6	26.5	33.4	10.6	19.9	13.1	2.6	34.1	53.4	59.2	10.5	3.5	28.67222222222223	20.65754372126465
233134_at	41.0	5.3	4.0	3.8	2.5	3.5	6.5	29.1	2.6	26.2	19.9	6.8	51.7	15.3	34.5	14.1	9.6	15.1	16.194444444444446	20.805176443227122
233139_at	160.3	19.0	14.2	9.7	16.2	3.6	21.8	7.3	3.3	9.9	7.0	34.3	36.6	24.7	35.3	5.2	20.8	28.1	25.40555555555556	31.928179836978
233150_at	11.0	22.3	3.2	4.9	4.6	3.3	1.7	2.5	3.5	1.8	4.8	31.3	15.8	4.7	6.2	5.8	16.3	9.6	8.516666666666666	21.713443613387323
233154_at	6.5	12.8	31.3	4.8	3.1	16.5	2.7	2.1	12.7	7.2	5.8	20.5	9.9	10.4	2.0	5.3	38.2	37.0	12.711111111111112	21.08618181176755
233157_x_at	112.6	7.4	2.5	9.1	6.2	6.4	6.6	1.8	7.5	1.7	6.1	4.1	7.7	5.7	7.4	13.2	13.4	8.1	12.638888888888886	45.57998611205028
233160_at	91.4	18.5	21.1	3.7	16.2	8.9	23.4	3.7	3.2	4.4	4.4	22.8	5.9	26.6	15.1	15.4	27.8	16.2	18.26111111111111	25.211009248750116
233162_at	142.0	5.1	33.9	23.8	12.2	21.6	36.1	14.9	23.3	32.7	16.2	21.7	30.0	34.5	6.8	32.8	26.2	7.9	28.98333333333333	23.657172258044483
233165_at	16.5	3.3	18.6	2.3	2.2	6.9	8.7	5.0	3.8	9.4	3.3	5.6	10.7	1.8	31.0	49.0	8.4	7.9	10.8	25.439622257399247
233166_at	34.0	2.3	1.4	0.4	1.7	1.6	1.8	3.6	1.3	1.9	12.0	17.0	14.0	1.6	1.9	20.6	28.9	22.4	9.355555555555556	26.63210266787678
233213_at	46.0	20.5	2.3	9.1	6.0	32.3	16.1	7.0	3.6	24.6	3.6	9.2	20.9	62.2	3.7	8.6	13.2	10.4	16.627777777777776	22.229374941562238
