id_sonda	RA271	RA273	RA281	RA282	RA288	RA289	Media	Error estándar %
235998_at	22.1	6.0	9.0	11.2	45.8	12.4	17.75	31.026790510374795
236003_x_at	52.5	77.6	28.1	115.5	37.7	33.4	57.46666666666666	21.76181772224312
236004_at	93.1	123.7	295.1	100.3	37.5	134.9	130.76666666666668	24.883846211360687
236006_s_at	59.8	19.8	34.0	7.8	25.5	6.2	25.516666666666662	28.968626826104533
236013_at	12.7	7.9	11.6	24.6	8.3	43.1	18.033333333333335	28.316477845177523
236015_at	2.3	5.5	2.0	23.6	20.6	10.4	10.733333333333334	32.48992468360419
236017_at	29.7	48.5	23.7	14.2	81.8	42.9	40.13333333333333	22.229106121081934
236021_at	6.5	14.1	9.8	10.2	34.0	18.3	15.483333333333333	23.91576766493382
236024_at	24.9	41.1	11.3	13.1	73.6	82.2	41.03333333333333	27.786308721455725
236028_at	72.4	2.3	11.3	52.6	69.5	3.3	35.233333333333334	35.19061760514515
236030_at	141.7	100.9	13.5	20.7	21.2	20.6	53.1	38.21859533218331
236037_at	11.7	1.7	16.9	5.2	5.8	2.2	7.25	30.4573844218625
236039_at	40.9	50.7	10.2	34.1	10.2	25.0	28.516666666666666	21.55348898326914
236040_at	21.8	6.2	4.2	52.4	43.6	20.2	24.73333333333333	29.493380846542905
236043_at	41.8	173.8	9.7	85.2	55.3	60.6	71.06666666666668	29.41767578886839
236049_at	13.3	9.7	12.5	20.6	83.6	32.0	28.616666666666664	36.60892491492753
236052_at	58.4	13.0	12.1	13.5	29.2	33.1	26.55	25.321261661050375
236053_at	53.0	87.0	81.8	34.3	197.9	162.5	102.75	23.20794076529244
236054_at	40.1	53.3	39.0	12.7	10.5	29.0	30.766666666666666	20.29007838006843
236055_at	70.7	25.7	45.7	8.0	32.9	26.8	34.966666666666676	22.740052215368518
236056_s_at	11.3	6.1	37.2	10.8	12.7	10.3	14.733333333333334	28.400950313198415
236060_at	39.9	12.8	19.5	16.0	41.9	14.9	24.166666666666668	20.289853644606215
236061_at	42.3	37.7	24.5	112.6	42.9	52.6	52.1	22.18692460512761
236063_at	18.0	101.0	43.1	25.2	38.1	14.2	39.93333333333333	29.81402287558867
236065_at	5.6	47.3	71.7	14.8	40.1	80.5	43.333333333333336	25.657545960092914
236067_at	189.6	158.6	70.1	78.1	14.6	69.1	96.68333333333334	24.991355652722852
236068_s_at	20.9	54.4	42.7	10.4	16.8	62.1	34.550000000000004	23.155124415459532
236070_at	82.1	53.7	76.8	237.3	93.4	159.3	117.10000000000002	21.89233402745927
236071_at	43.9	7.1	30.1	18.7	15.7	52.6	28.016666666666666	23.32194390332293
236076_at	20.1	14.0	44.2	60.7	15.6	46.0	33.43333333333333	21.676482306712213
236078_at	12.2	47.2	28.2	16.5	31.4	9.8	24.21666666666667	21.845118181252722
236081_at	88.9	37.0	44.1	77.5	6.4	58.8	52.11666666666667	21.272491997163865
236083_at	172.5	123.5	113.9	50.1	115.9	13.8	98.28333333333332	21.555252264004444
236084_at	7.7	5.0	29.6	40.4	18.6	12.5	18.966666666666665	26.89004520851157
236087_at	89.0	12.3	8.2	48.0	14.5	7.5	29.916666666666668	40.71043108602028
236091_at	15.9	16.5	4.4	34.5	12.2	6.5	15.0	26.661110532286813
236092_at	29.4	53.8	34.0	90.3	15.5	31.7	42.449999999999996	23.234324789497876
236094_at	46.8	203.6	82.0	86.9	155.6	272.8	141.28333333333333	22.62497205144624
236095_at	20.6	59.8	76.5	19.7	41.2	11.5	38.21666666666667	25.080484052151693
236096_at	44.2	12.2	4.2	10.1	11.6	8.0	15.049999999999999	36.08344922059728
236099_at	26.9	54.4	28.7	41.3	97.5	19.2	44.666666666666664	23.94049546450663
236100_at	52.9	15.4	54.7	71.1	81.6	18.0	48.949999999999996	20.67947415082575
236107_at	32.9	152.3	54.6	56.8	68.7	61.5	71.13333333333334	21.762755271768846
236109_at	111.2	153.9	9.1	119.4	53.1	185.7	105.40000000000002	22.936136929654175
236110_at	14.5	11.5	11.3	102.6	77.7	51.3	44.81666666666666	32.4516217068288
236111_at	43.9	12.6	27.0	77.4	7.8	18.9	31.26666666666667	30.889965768746734
236117_at	16.2	14.0	54.5	19.5	10.4	22.4	22.833333333333332	26.22351875453465
236120_at	43.4	34.0	9.4	13.6	13.0	9.1	20.416666666666668	26.623364815039647
236121_at	31.6	42.7	70.7	121.1	24.2	42.1	55.400000000000006	24.12117935937848
236130_at	55.7	28.8	16.8	15.5	13.0	56.5	31.05	24.190675019115492
236131_at	51.0	2.9	7.3	71.9	57.6	22.9	35.6	29.868473574062353
236132_at	93.6	60.2	43.0	33.2	28.8	6.4	44.199999999999996	25.252130234401328
236135_at	8.0	25.3	2.9	18.2	10.0	5.0	11.566666666666665	27.566966770582635
236137_at	24.6	39.3	40.4	10.5	14.7	11.3	23.46666666666667	21.67919549285976
236138_at	49.8	35.6	15.5	16.7	7.4	42.8	27.96666666666667	22.773723460173205
236139_at	32.2	47.8	6.4	10.3	15.1	61.1	28.816666666666666	28.613477681396226
236141_at	7.9	19.0	6.8	12.6	47.9	6.4	16.766666666666666	35.52274651452772
236142_at	10.0	31.2	21.2	89.1	13.7	53.9	36.516666666666666	30.79952668574814
236143_at	81.4	76.2	17.3	103.2	13.6	53.6	57.55000000000001	23.47007830159484
236145_at	45.1	48.2	23.0	83.3	23.9	28.3	41.966666666666676	20.366898574050527
236156_at	3.8	3.7	2.8	11.4	7.0	5.3	5.666666666666667	20.870612551658144
236157_at	72.6	69.9	3.4	60.0	19.0	15.7	40.1	28.578016849274825
236161_at	58.5	29.7	15.1	10.8	50.4	10.3	29.133333333333336	26.84970594097517
236162_at	51.5	6.5	17.7	67.8	67.4	25.9	39.46666666666667	24.885078339542787
236163_at	8.6	12.4	10.3	95.3	15.5	12.8	25.816666666666666	49.25461703271862
236169_at	30.0	30.9	2.4	76.0	46.0	21.1	34.4	26.96524539415723
236171_at	77.0	41.5	39.5	123.9	47.5	17.1	57.75	24.31959646859202
236173_s_at	19.0	4.1	3.2	8.9	9.4	10.3	9.15	22.995229823228776
236175_at	31.0	7.7	45.8	21.3	11.0	9.3	21.016666666666666	26.64490970816565
236176_at	37.7	13.7	6.6	18.6	14.3	10.4	16.883333333333336	24.19804126306861
236177_s_at	8.4	2.7	36.9	43.4	30.7	29.6	25.283333333333335	23.824144767586073
236179_at	113.2	210.8	122.5	97.8	62.3	33.1	106.61666666666666	21.317467876481665
236180_at	92.4	46.0	68.7	60.7	20.6	12.1	50.08333333333334	22.517756392360276
236181_at	48.7	98.6	17.1	68.2	14.2	5.7	42.083333333333336	32.28485200199378
236182_at	13.8	47.4	50.4	95.8	32.5	38.1	46.333333333333336	22.122136436570987
236183_at	11.9	43.3	6.8	26.1	17.0	15.5	20.099999999999998	24.16252642074393
236185_at	3.8	3.3	5.6	12.3	27.0	10.1	10.35	32.05499972155882
236188_s_at	11.8	2.5	2.3	24.4	12.9	15.9	11.633333333333333	26.930794977283895
236189_at	8.2	3.6	9.6	14.5	28.1	7.6	11.933333333333332	27.065919650610372
236190_at	62.0	29.5	63.0	23.0	20.0	10.2	34.61666666666667	24.199994989195307
236193_at	112.6	4.4	26.5	26.1	49.7	18.2	39.583333333333336	36.42012370785771
236199_at	89.4	36.9	22.2	40.5	18.5	66.3	45.63333333333333	22.30773676491221
236202_at	71.0	101.1	46.4	61.1	12.9	29.5	53.666666666666664	21.74882954292361
236203_at	128.3	4.2	115.4	246.3	255.3	137.9	147.9	23.47807914906156
236205_at	18.5	10.0	63.0	71.4	48.7	111.6	53.866666666666674	25.749106158321066
236206_at	7.3	4.3	6.0	15.8	19.8	12.7	10.983333333333334	20.747959150596277
236207_at	31.1	36.2	42.8	9.6	29.3	7.7	26.116666666666664	20.450564515687798
236209_at	56.5	17.8	20.1	66.4	12.1	9.7	30.433333333333334	30.022909438031327
236210_at	11.3	63.6	7.7	33.3	57.9	60.1	38.983333333333334	24.13593364011873
236211_at	9.8	4.7	2.6	16.0	10.6	4.9	8.1	22.87562487191325
236213_at	24.6	7.8	5.7	35.3	20.8	54.4	24.766666666666666	27.387007027749966
236218_at	7.7	12.3	6.7	61.4	16.4	42.5	24.5	34.00775459882501
236219_at	25.1	30.8	2.6	20.7	81.7	22.3	30.533333333333335	32.71638141257434
236221_at	8.2	9.6	12.5	82.2	7.7	11.5	21.95	50.212823134645156
236222_at	56.2	29.9	39.5	20.1	10.6	20.7	29.499999999999996	20.65093475664516
236225_at	13.8	24.0	98.3	22.7	22.8	14.1	32.61666666666667	37.13076362436504
236227_at	21.0	46.8	43.5	81.2	40.0	112.4	57.48333333333333	21.550666051073097
236231_at	7.2	7.1	32.1	13.5	9.0	28.6	16.25	25.733065577906146
236236_at	88.3	11.3	11.0	67.8	49.2	75.3	50.48333333333333	24.353980453013087
236238_at	8.7	6.4	14.9	10.4	16.2	90.7	24.55	49.51469275030212
236244_at	68.2	28.4	7.2	120.1	32.7	5.3	43.65	37.40930557223871
236245_at	2.5	3.0	33.0	10.2	40.4	30.1	19.866666666666664	31.14612519985097
236246_x_at	67.0	67.6	7.2	90.1	28.6	65.7	54.36666666666667	20.85659321962538
236250_at	98.2	92.6	49.7	23.1	23.0	15.7	50.38333333333333	27.21057661471051
236252_at	5.8	4.3	5.7	8.9	10.0	23.3	9.666666666666666	27.044978023765985
236255_at	8.1	28.1	6.2	12.1	36.6	12.8	17.316666666666666	26.257249027136652
236256_at	14.6	8.4	69.6	24.8	32.9	40.4	31.78333333333333	25.670227496755306
236260_at	9.1	19.7	10.1	36.9	36.9	5.8	19.749999999999996	26.54400834998262
236261_at	21.2	37.9	123.3	36.8	45.4	45.3	51.65	26.115334490618626
236266_at	14.2	106.8	70.3	42.9	23.9	58.6	52.78333333333334	23.79526160581843
236269_at	38.0	104.1	21.0	98.1	78.4	35.3	62.48333333333334	21.193603480091042
236275_at	35.9	52.1	70.9	85.6	227.8	187.8	110.01666666666667	26.628634946248642
236276_at	9.2	2.8	29.4	19.3	9.0	13.9	13.933333333333335	25.054407650542558
236279_at	12.3	6.2	6.0	55.4	27.4	19.3	21.1	33.01397595424082
236280_at	61.3	28.6	21.3	42.1	9.1	5.8	28.033333333333335	27.9049083188177
236281_x_at	8.0	39.8	29.6	11.2	7.1	29.7	20.900000000000002	24.724494258470305
236284_at	11.4	17.2	9.5	54.7	23.4	101.6	36.300000000000004	36.93732197315575
236287_at	7.7	1.7	8.6	8.6	13.9	3.4	7.316666666666666	22.046105234994872
236288_at	10.4	49.1	88.3	8.5	31.1	44.5	38.65	28.51483511873311
236293_at	189.0	108.1	42.4	59.9	27.9	47.3	79.1	28.47793508497503
236296_x_at	116.8	50.1	66.6	14.4	18.7	34.4	50.166666666666664	28.245169065490927
236301_at	87.7	10.2	7.5	78.5	45.0	27.1	42.666666666666664	29.87853148801341
236302_at	18.2	12.4	18.7	58.0	19.3	14.6	23.53333333333333	27.074148563650596
236305_at	163.1	34.3	74.0	63.4	37.2	13.9	64.31666666666665	30.695033739195043
236306_at	3.7	49.8	33.8	21.3	10.0	20.2	23.13333333333333	26.831671034122728
236308_at	37.1	12.4	14.7	7.6	6.8	26.7	17.55	25.396019137672788
236310_at	82.6	92.2	13.2	98.8	11.7	35.1	55.6	26.94512334096162
236312_at	25.1	12.9	25.5	12.0	58.7	25.4	26.599999999999998	23.744800566069205
236313_at	63.8	48.8	16.4	177.6	74.1	48.2	71.48333333333333	28.950109092234776
236315_at	63.7	16.7	47.9	18.0	12.7	9.9	28.150000000000002	29.364071741071886
236316_at	36.8	35.1	45.2	23.3	4.1	3.2	24.616666666666664	26.769939037362878
236319_at	7.5	8.6	9.8	13.6	31.1	12.5	13.85	23.572990569190992
236320_at	88.8	15.0	69.7	24.6	29.7	19.0	41.13333333333333	27.674773948508964
236324_at	7.0	3.4	2.0	9.3	13.9	5.7	6.883333333333334	23.283403434153872
236325_at	49.0	117.5	127.5	57.8	39.5	38.6	71.65	20.87325775483781
236329_at	5.1	7.5	52.1	10.3	11.0	6.9	15.483333333333334	43.49838846832513
236330_at	77.3	18.9	11.2	17.9	17.6	54.5	32.9	30.242354958971358
236331_at	11.2	6.9	63.2	65.5	67.9	27.8	40.41666666666667	26.209902916190124
236333_at	83.7	39.6	32.9	78.6	16.5	34.3	47.6	21.26477557355464
236334_at	8.3	42.6	12.3	24.2	13.5	11.8	18.783333333333335	25.48898980313028
236335_at	65.2	221.7	63.7	55.2	58.4	30.8	82.49999999999999	31.31532087489775
236337_at	36.6	8.3	25.0	15.3	7.3	18.4	18.483333333333334	22.26315844530967
236338_at	12.8	24.0	7.2	44.1	12.2	23.2	20.583333333333332	24.040925365602085
236339_at	53.0	41.7	20.2	14.5	23.9	92.8	41.01666666666667	26.505720523312558
236340_at	73.7	5.8	9.0	14.3	11.0	8.3	20.349999999999998	48.14704438746422
236341_at	39.1	1.4	23.4	14.0	13.0	7.4	16.383333333333336	30.3079922587247
236343_at	10.5	34.4	56.8	72.3	14.3	7.6	32.65	30.68420461701048
236347_at	105.8	67.0	15.3	15.2	73.9	55.6	55.466666666666676	23.73804416171347
236348_at	83.7	6.5	8.1	31.7	33.2	13.0	29.366666666666664	36.84740997455257
236351_at	28.3	6.0	3.1	17.3	14.6	6.6	12.649999999999999	27.711083815946257
236352_at	43.0	89.8	119.6	14.5	22.3	159.4	74.76666666666667	28.88696689649679
236357_at	117.6	15.7	54.5	104.5	13.7	62.0	61.33333333333332	26.38497867867201
236358_at	3.7	3.0	27.9	13.9	11.4	17.5	12.9	26.855365654245183
236359_at	8.2	246.8	126.4	43.0	22.0	107.0	92.23333333333333	36.00195511034477
236366_at	33.8	13.0	58.5	124.8	97.1	93.5	70.11666666666666	22.526685255298574
236372_at	127.2	26.8	20.3	42.0	14.6	25.7	42.76666666666667	36.917628863658166
236373_at	12.5	70.4	45.4	37.3	15.9	22.7	34.03333333333334	23.90773745794102
236374_at	14.3	59.5	18.3	13.6	16.1	6.4	21.366666666666664	33.32799883976421
236375_at	37.8	4.0	5.5	17.9	11.7	56.1	22.166666666666668	34.712367556521
236378_at	23.9	37.8	8.4	14.7	9.2	59.4	25.566666666666666	28.990980168370562
236380_at	60.6	30.8	9.7	10.6	9.6	26.7	24.666666666666668	30.079585613167104
236382_at	3.1	6.1	37.2	104.2	56.1	79.0	47.616666666666674	31.44791512163333
236385_at	49.4	153.1	37.4	26.5	4.1	61.4	55.31666666666666	34.88808650753731
236386_at	54.4	139.3	35.9	62.3	50.6	46.2	64.78333333333335	21.597427555811393
236387_at	16.5	5.5	32.7	40.8	28.3	13.2	22.833333333333332	21.694841999719504
236391_at	31.2	3.6	52.2	87.2	21.2	14.7	35.01666666666666	32.364169460758006
236392_at	11.7	6.1	7.9	13.0	25.3	8.9	12.15	21.209945564916453
236393_at	26.5	12.1	15.8	109.8	120.0	12.8	49.5	38.41436555574863
236397_at	4.5	13.3	12.9	48.7	12.9	6.0	16.383333333333336	37.06034752792942
236398_s_at	5.4	10.0	41.4	16.4	22.8	6.3	17.049999999999997	29.76848558699381
236399_at	5.4	30.2	13.5	7.9	18.7	7.7	13.9	25.024644386849726
236400_at	35.8	15.5	13.2	9.5	15.5	79.9	28.233333333333334	35.55617588627352
236407_at	6.5	2.6	19.7	31.2	10.8	31.5	17.05	27.216698983740123
236409_at	5.0	60.1	12.4	13.0	77.5	2.6	28.433333333333334	41.95106796283149
236410_x_at	186.9	104.5	118.6	143.9	20.9	21.9	99.44999999999999	24.969904372830232
236411_at	18.4	160.6	47.3	34.1	31.0	13.8	50.866666666666674	40.3399869659133
236412_at	6.8	6.6	3.5	20.8	15.5	7.8	10.166666666666666	24.07176704453625
236416_at	30.9	45.0	44.6	67.2	10.4	22.4	36.75	20.237914212494758
236417_at	24.8	327.2	46.8	97.7	47.0	73.4	102.81666666666666	40.873641757262746
236418_at	8.5	6.1	6.0	10.1	35.9	6.5	12.183333333333332	35.88014764514894
236421_at	61.6	15.1	6.9	8.5	11.2	5.9	18.200000000000003	44.06313267732881
236423_at	3.3	2.2	41.8	25.7	9.0	5.4	14.566666666666668	40.621770096827944
236426_at	19.9	14.7	92.7	122.8	113.6	72.4	72.68333333333334	23.757998301510444
236428_at	3.5	79.7	61.8	43.3	32.6	56.9	46.300000000000004	21.286141527500483
236430_at	43.7	3.3	31.7	7.0	13.5	63.0	27.03333333333333	32.277270502179775
236433_at	8.8	2.0	3.7	4.8	37.5	1.5	9.716666666666667	53.1507818811548
236434_at	6.3	4.1	5.9	17.1	29.2	11.1	12.283333333333331	28.920001025299698
236435_at	316.4	91.7	45.5	113.4	126.1	114.6	134.61666666666667	25.897009046601564
236438_at	14.3	11.4	7.8	9.9	5.5	24.4	12.216666666666667	20.392250073208057
236439_at	408.2	281.1	171.1	344.6	289.2	853.4	391.26666666666665	22.822424576753956
236442_at	14.5	30.8	76.2	77.2	57.9	16.5	45.51666666666666	23.50099406847661
236445_at	6.4	11.9	50.2	28.0	20.1	10.8	21.23333333333333	28.324242259045292
236447_at	13.4	51.7	33.6	96.4	44.6	79.5	53.20000000000001	21.253304619937495
236448_at	61.4	26.8	10.7	5.1	8.7	6.2	19.816666666666666	41.087577990458335
236450_at	8.2	94.3	4.3	108.4	18.5	20.8	42.416666666666664	40.661101197142195
236451_at	24.4	17.6	16.0	75.4	32.0	26.3	31.950000000000003	25.75250394933305
236452_at	11.4	10.4	11.0	74.5	36.7	102.6	41.1	35.462884127119004
236454_at	17.7	28.6	80.4	121.5	53.4	36.7	56.383333333333326	25.567959348630133
236455_at	13.9	5.2	13.6	31.7	26.7	74.3	27.566666666666666	33.57518339862934
236456_at	65.4	29.8	53.9	49.3	17.4	11.0	37.8	21.381615837612205
236457_at	35.0	39.8	57.5	10.3	20.6	12.9	29.350000000000005	23.02187502842618
236461_at	107.1	52.0	37.5	14.6	36.8	43.9	48.65	23.917930076231332
236463_at	29.1	13.6	72.9	109.6	38.2	47.3	51.78333333333333	24.85951588895317
236464_at	62.6	35.3	10.0	48.7	44.5	13.1	35.7	21.604067068341564
236465_at	151.9	54.1	87.8	18.3	60.3	22.3	65.78333333333335	27.998924889534205
236469_at	30.4	20.7	5.6	5.9	11.2	38.7	18.75	27.144969749772237
236470_at	18.2	29.2	4.0	82.0	30.5	26.4	31.71666666666667	31.156531269703763
236473_at	18.7	57.9	74.4	59.9	127.0	46.9	64.13333333333333	20.912408299971208
236476_at	57.5	44.4	10.3	46.9	8.6	51.5	36.53333333333333	21.885514593419373
236478_at	3.3	2.9	7.0	27.0	13.5	7.5	10.200000000000001	33.14859740648938
236479_at	107.5	81.0	4.3	78.5	76.3	28.5	62.68333333333334	22.805469943638794
236480_at	58.0	27.5	18.8	44.7	20.8	122.2	48.666666666666664	29.907660584394186
236481_at	46.0	8.9	16.4	39.8	11.6	52.8	29.25	24.42335006523184
236482_at	17.7	4.5	14.4	46.2	20.7	31.6	22.51666666666667	24.1033341434845
236483_at	13.9	10.2	80.8	9.3	32.3	114.6	43.51666666666667	37.77237466439897
236489_at	3.3	17.7	3.6	13.7	10.9	3.9	8.85	25.884435625418757
236491_at	15.1	15.9	30.8	58.6	10.2	5.6	22.7	32.06323574842161
236493_at	30.5	50.9	17.2	20.6	85.5	59.8	44.083333333333336	22.262968937813653
236495_at	278.7	25.9	4.3	16.6	45.8	36.4	67.95	57.18613741844949
236496_at	9.2	13.2	4.0	29.7	16.2	11.8	14.016666666666666	23.174432976763903
236502_at	15.0	1.4	21.7	34.8	9.2	23.2	17.55	24.832582466451846
236503_at	35.9	32.9	34.8	32.6	7.8	2.5	24.416666666666668	22.99711617500665
236504_x_at	13.0	10.9	22.9	69.8	16.3	33.9	27.8	29.74805403524549
236505_at	58.0	68.9	53.5	31.2	15.3	10.9	39.63333333333333	22.54792443515341
236508_at	67.2	79.7	52.9	24.8	14.5	31.5	45.1	21.16397367456747
236517_at	25.2	57.6	41.8	37.9	7.5	5.1	29.183333333333334	26.225399403915638
236520_at	61.1	102.8	147.0	62.4	24.4	67.5	77.53333333333332	20.26449411232603
236521_at	19.6	52.7	53.5	132.9	54.9	49.7	60.550000000000004	23.31131117691343
236523_at	5.4	5.1	6.1	5.4	9.6	27.5	9.85	33.32152126510964
236524_at	69.1	298.7	72.1	207.2	126.7	201.5	162.54999999999998	20.569695286212333
236525_at	6.6	42.5	52.7	96.7	33.3	10.4	40.36666666666667	30.39168036912922
236532_at	5.3	1.9	1.3	10.0	7.0	4.7	5.033333333333333	23.986251538203476
236534_at	16.5	16.9	39.5	78.4	42.6	8.8	33.78333333333334	28.37878967236221
236535_at	5.9	26.9	46.6	20.2	35.1	6.3	23.500000000000004	25.534081862336212
236537_at	56.2	128.5	72.4	39.3	22.8	18.1	56.216666666666676	27.07896016528315
236538_at	9.9	2.0	10.3	2.1	7.0	3.7	5.833333333333335	24.08036431572893
236542_at	25.5	43.2	7.1	68.6	15.4	8.4	28.03333333333333	31.824721802815898
236543_at	6.8	14.9	36.7	70.2	59.8	7.7	32.68333333333334	31.30784958635367
236544_at	68.8	20.0	20.1	73.8	71.7	6.7	43.51666666666666	26.555308083979828
236547_at	5.2	2.1	4.5	12.6	59.3	21.4	17.516666666666666	46.064630884501426
236549_x_at	3.0	11.5	2.3	30.7	14.1	4.9	11.083333333333334	36.052873319089926
236550_s_at	23.6	1.1	9.6	14.2	11.8	42.5	17.133333333333333	31.31258337370721
236557_at	115.9	107.4	7.4	84.6	15.1	20.3	58.45000000000001	31.65120852166786
236559_at	41.0	12.7	24.4	55.0	18.4	7.1	26.433333333333334	25.68374806191317
236562_at	23.0	69.6	68.4	15.3	28.9	36.9	40.35	21.517991469278268
236570_at	63.6	4.0	13.0	59.3	150.7	30.7	53.54999999999999	37.07992479555189
236571_at	346.3	97.2	82.1	69.9	38.2	159.0	132.11666666666667	31.666021183195443
236573_at	39.4	9.5	20.5	37.5	10.6	12.6	21.683333333333334	23.30421103719455
236575_at	39.8	4.4	15.3	51.9	10.2	19.5	23.51666666666667	29.196984889911963
236576_at	65.7	13.2	29.4	39.1	76.6	11.4	39.233333333333334	25.650481430592425
236581_at	12.8	36.4	4.2	33.8	10.7	13.2	18.51666666666667	26.707178764271884
236582_at	32.2	10.3	2.3	14.8	7.5	1.8	11.483333333333333	36.58938165638777
236584_at	4.3	2.0	6.9	16.2	18.3	6.5	9.033333333333333	27.370606705502777
236586_at	6.4	16.2	25.9	75.2	9.5	5.8	23.166666666666668	42.76174106977557
236588_at	107.9	54.2	76.4	55.6	13.5	18.8	54.400000000000006	24.294203389184656
236590_at	11.8	24.6	3.9	28.3	16.0	9.7	15.716666666666669	21.951689108591538
236592_at	221.5	69.0	72.3	124.0	71.7	231.4	131.65	21.604606040627786
236596_at	63.9	3.3	5.0	23.3	21.3	53.6	28.400000000000002	32.933360425605414
236597_at	15.7	27.1	51.1	66.2	9.2	18.9	31.36666666666667	26.637491884737802
236599_at	181.2	92.1	60.1	97.1	23.7	98.3	92.08333333333333	21.18869456783165
236601_at	4.3	3.1	3.2	14.7	16.8	9.9	8.666666666666666	26.086829674104894
236602_at	48.9	93.8	8.7	45.8	13.1	59.7	45.0	26.054390718651714
236603_at	34.0	5.3	3.7	39.2	30.9	36.3	24.899999999999995	24.011265692691328
236604_at	59.0	8.7	9.4	60.3	43.8	67.5	41.449999999999996	23.607956711537078
236608_at	9.1	14.7	4.2	27.9	13.7	2.6	12.033333333333331	28.40494774806972
236613_at	24.2	37.0	2.8	115.5	60.2	27.0	44.449999999999996	33.116991046357505
236614_at	172.0	158.2	123.4	16.2	57.3	116.7	107.30000000000001	20.795176866863425
236616_at	15.6	49.4	57.6	17.5	15.0	22.3	29.566666666666666	23.815105964025072
236618_at	10.2	30.9	4.2	13.0	27.9	3.4	14.933333333333332	29.47428920191857
236619_at	22.6	53.3	22.4	35.8	6.7	22.2	27.166666666666668	21.643606037614568
236621_at	479.1	176.5	95.2	121.3	64.9	113.0	175.0	32.673302116587706
236623_at	7.4	14.6	19.1	14.2	26.5	72.9	25.78333333333333	34.58365804474614
236627_at	8.6	7.4	50.9	23.2	12.0	6.2	18.05	35.5870937334054
236628_at	16.8	62.1	5.1	17.4	19.3	9.9	21.766666666666666	35.04845472587863
236631_at	8.6	37.0	36.6	93.3	15.8	62.8	42.35	27.603685637855612
236633_at	1.5	1.3	3.8	7.2	7.6	4.5	4.316666666666666	23.303432034667047
236637_at	2.1	8.3	8.2	45.9	27.1	1.8	15.566666666666665	41.89393166731179
236638_at	8.9	5.5	9.2	10.8	25.9	27.5	14.633333333333335	24.241047881041727
236639_at	14.2	3.9	4.0	12.9	8.4	3.0	7.733333333333333	23.60807511975695
236641_at	26.2	33.3	36.9	64.9	46.2	4.3	35.300000000000004	21.3528967522606
236644_at	76.3	48.1	35.4	50.4	7.5	9.4	37.85	25.966661879945992
236645_at	52.6	84.4	15.0	11.8	38.1	57.5	43.23333333333333	23.756285629984408
236646_at	63.5	4.8	24.5	44.8	36.7	51.2	37.583333333333336	20.59038989894667
236647_at	7.3	85.8	24.9	16.6	39.4	86.3	43.38333333333333	29.802120927988117
236650_at	54.2	12.8	37.2	42.6	50.8	7.2	34.13333333333333	21.51793661745444
236652_at	8.5	9.0	82.8	32.2	35.1	67.3	39.15	28.907437775500522
236653_at	6.6	68.1	52.6	39.2	27.3	68.2	43.666666666666664	20.69685596750788
236654_s_at	16.9	43.0	22.4	61.6	14.8	52.1	35.13333333333333	20.992591192327847
236655_at	54.9	5.7	22.6	37.2	12.2	2.5	22.516666666666666	33.54785676869817
236657_at	17.8	31.8	82.5	27.9	86.8	83.0	54.96666666666667	21.881834279090317
236658_at	12.5	19.4	3.3	19.0	23.3	44.5	20.333333333333332	25.22371461368208
236666_s_at	6.5	14.6	34.0	21.5	21.3	80.0	29.649999999999995	33.0292056009299
236669_at	26.0	87.7	102.6	26.9	16.4	44.5	50.68333333333334	26.418025769599375
236670_s_at	29.2	1.7	25.3	15.7	25.0	9.9	17.8	22.238172676212656
236674_at	25.1	14.0	12.2	28.1	57.7	45.2	30.383333333333336	21.927507194744457
236675_at	71.4	235.1	80.6	70.8	81.0	65.1	100.66666666666669	24.487260568492804
236677_at	27.8	14.8	3.7	11.7	25.0	13.6	16.099999999999998	20.630303856745392
236678_at	91.3	122.7	41.0	62.1	63.9	15.4	66.06666666666666	21.196621956735047
236680_at	3.6	40.6	8.1	38.0	16.1	87.3	32.28333333333333	35.76079905040564
236681_at	45.4	5.6	3.6	13.0	69.9	69.7	34.53333333333333	33.65693689821584
236683_at	69.5	7.8	47.7	32.6	111.9	128.9	66.39999999999999	26.220250038326988
236684_at	6.8	21.4	2.7	42.5	17.0	12.0	17.066666666666666	30.92965280187706
236686_at	54.5	15.8	7.2	19.9	43.7	101.0	40.35	32.02074457676819
236687_at	24.5	12.1	43.8	17.5	40.8	6.7	24.23333333333333	23.39745264055518
236690_at	10.5	2.8	3.5	15.8	15.7	11.0	9.883333333333333	21.423053627639487
236691_at	2.8	2.8	10.0	19.3	27.3	5.5	11.283333333333333	33.02339861462562
236693_at	28.1	15.4	11.5	30.9	9.7	45.8	23.566666666666666	22.062721257696065
236694_at	89.4	20.1	5.7	5.3	17.6	71.0	34.85	38.61792319432985
236695_at	97.6	55.5	8.4	27.0	19.7	20.5	38.11666666666667	32.417686757342686
236697_at	55.8	33.2	27.2	32.3	33.6	3.5	30.933333333333334	20.152542726028777
236702_at	6.3	40.5	4.9	31.9	21.0	14.4	19.833333333333332	26.7030387734322
236706_at	14.1	33.3	52.3	127.7	52.1	141.0	70.08333333333333	27.60634011847982
236709_at	40.2	10.7	32.4	22.0	22.9	8.0	22.700000000000003	20.253673597141457
236710_at	4.8	5.4	8.5	57.4	25.5	4.7	17.716666666666665	44.20716431554113
