id_sonda	RA271	RA273	RA281	RA282	RA288	RA289	Media	Error estándar %
218368_s_at	246.6	169.4	16.2	119.4	120.5	20.2	115.38333333333334	28.553271503107702
218369_s_at	12.6	1.8	13.2	35.0	7.3	10.8	13.450000000000001	31.489107681757584
218406_x_at	14.7	28.5	28.0	28.3	65.9	19.1	30.75	21.999511935997823
218410_s_at	76.0	29.2	51.3	19.7	17.7	53.1	41.166666666666664	20.69595605939559
218413_s_at	33.1	47.9	34.1	127.6	20.0	58.5	53.53333333333333	26.89367459281882
218441_s_at	67.7	79.0	109.3	28.8	164.2	214.3	110.55	22.942753763396567
218468_s_at	180.5	62.2	32.9	73.4	54.3	29.5	72.13333333333334	28.783097239721144
218469_at	252.1	41.7	55.4	160.0	63.7	120.0	115.48333333333333	25.97847545330758
218475_at	150.0	89.9	18.2	93.1	114.5	191.5	109.53333333333335	20.058710393997075
218499_at	44.7	258.0	124.1	131.0	76.1	80.5	119.06666666666666	23.56207427818642
218508_at	169.8	184.6	296.1	35.1	149.0	70.4	150.83333333333334	22.771390537643878
218509_at	36.7	184.1	120.8	63.8	64.1	134.9	100.73333333333333	20.483079210494097
218525_s_at	27.2	113.3	129.2	80.8	175.5	25.6	91.93333333333334	24.01209579326962
218537_at	84.6	301.5	229.4	35.3	29.1	99.3	129.86666666666665	31.812259679759485
218541_s_at	125.3	79.3	98.9	28.1	58.1	22.7	68.73333333333333	21.829767026959093
218542_at	72.1	9.3	41.8	6.4	17.5	65.5	35.43333333333333	30.251844143738055
218553_s_at	30.1	55.4	76.8	13.3	109.8	20.1	50.91666666666668	27.29901512058471
218567_x_at	24.8	125.5	114.7	91.4	70.4	28.9	75.94999999999999	20.88316172617941
218575_at	37.0	174.8	153.0	98.9	36.7	51.2	91.93333333333334	24.57286378215645
218591_s_at	23.9	16.5	38.6	7.8	55.3	10.2	25.38333333333333	26.996580286005162
218596_at	20.7	117.4	8.6	15.3	31.5	20.1	35.6	42.68112357256543
218600_at	73.1	41.5	26.0	17.5	21.2	45.8	37.51666666666666	20.599788220154785
218602_s_at	16.8	52.0	5.7	58.8	42.0	17.8	32.18333333333334	25.06392189033204
218612_s_at	33.5	137.6	25.5	23.3	54.0	85.1	59.833333333333336	27.75328634451751
218613_at	226.9	1007.5	956.2	481.5	371.5	459.9	583.9166666666667	20.512562166746342
218623_at	88.1	7.6	15.6	26.9	22.6	23.2	30.66666666666666	35.190682527282426
218636_s_at	148.1	311.1	192.9	33.2	32.3	158.5	146.01666666666668	26.834301740522733
218644_at	199.3	29.7	48.2	163.6	151.1	140.1	122.0	20.64876136273176
218653_at	64.9	19.3	22.8	55.1	28.8	20.0	35.15	20.973965474698286
218663_at	84.7	9.2	8.0	33.1	26.6	28.2	31.63333333333333	32.975240308833826
218675_at	45.7	119.0	135.4	192.2	30.4	139.1	110.30000000000001	20.718162628849733
218690_at	13.4	39.0	55.0	15.0	13.9	10.4	24.450000000000003	27.81582867296102
218691_s_at	51.5	50.2	35.7	9.4	12.9	15.6	29.21666666666667	24.35783109057546
218693_at	257.9	144.8	264.6	272.0	411.9	674.2	337.56666666666666	20.474982392844495
218702_at	96.9	112.1	150.9	11.3	15.9	54.4	73.58333333333333	28.271452210291663
218704_at	18.7	10.4	49.3	39.3	87.2	66.4	45.21666666666667	23.82607626426579
218707_at	143.4	87.5	8.5	197.6	27.9	61.2	87.68333333333334	30.490460450154767
218719_s_at	21.9	53.1	144.3	158.1	245.0	205.2	137.9333333333333	23.272417449168216
218720_x_at	44.2	7.3	13.6	67.7	71.1	45.9	41.63333333333333	23.808770287704625
218729_at	1773.0	262.6	349.1	773.6	300.2	354.3	635.4666666666666	34.452488694098484
218741_at	21.6	3.7	12.5	12.2	10.8	5.8	11.1	21.040317183907945
218742_at	13.8	20.5	7.1	28.4	125.0	104.1	49.81666666666666	38.20328394056025
218744_s_at	4.4	26.6	3.3	9.6	10.3	7.1	10.216666666666667	30.960241975835217
218745_x_at	33.8	63.9	111.5	35.2	100.6	38.0	63.833333333333336	20.246578560327862
218752_at	107.5	17.9	115.9	66.7	163.4	46.9	86.38333333333333	22.734870726206847
218755_at	64.2	21.2	33.4	11.4	31.7	8.6	28.416666666666668	26.558026248373213
218762_at	19.8	74.0	69.6	24.3	21.8	75.8	47.550000000000004	22.05015811089477
218775_s_at	160.4	221.5	39.6	142.3	69.1	236.4	144.88333333333333	20.358463548257884
218778_x_at	116.6	69.4	35.0	133.0	29.7	36.7	70.06666666666666	23.904174757066396
218779_x_at	114.5	74.1	7.7	69.5	69.9	124.0	76.61666666666666	20.093199471766017
218785_s_at	10.5	31.2	64.6	114.0	31.6	70.5	53.73333333333333	25.761290273981253
218790_s_at	42.1	32.3	58.4	49.5	126.8	9.6	53.116666666666674	27.92176813067584
218796_at	74.3	39.9	100.1	30.8	50.8	9.2	50.849999999999994	23.708037353693907
218800_at	20.2	20.7	23.3	79.9	17.7	43.3	34.18333333333334	26.4394813432521
218804_at	25.8	388.3	111.1	114.8	119.5	99.7	143.20000000000002	32.53597130595765
218810_at	86.7	25.4	60.9	37.2	35.6	144.7	65.08333333333333	25.66588678450497
218814_s_at	23.5	42.4	132.0	134.5	48.4	73.5	75.71666666666665	23.306615608756353
218815_s_at	181.2	53.9	105.6	19.4	116.7	142.6	103.23333333333333	21.221039432124922
218822_s_at	102.1	98.5	28.6	23.1	43.3	39.0	55.76666666666666	23.56027855171461
218824_at	11.8	99.4	99.0	85.9	136.2	233.4	110.95	24.391781766614358
218834_s_at	102.6	72.5	6.7	37.5	17.9	19.8	42.833333333333336	32.411384769828885
218839_at	31.7	119.8	37.9	79.2	140.7	13.7	70.5	27.190522917884756
218840_s_at	9.3	28.1	116.2	14.8	27.7	49.2	40.88333333333333	35.904141091221945
218851_s_at	37.2	28.7	84.7	28.1	12.5	45.7	39.48333333333334	23.359505876496897
218860_at	8.5	48.3	13.1	14.9	26.9	31.7	23.899999999999995	23.128485288391914
218863_s_at	15.9	39.0	6.0	7.8	11.3	6.5	14.416666666666666	32.56646236071319
218872_at	91.0	97.1	53.1	13.7	17.4	25.9	49.69999999999999	27.7947332985027
218881_s_at	77.8	74.0	14.3	29.0	44.3	14.2	42.26666666666667	25.00022805045472
218894_s_at	173.1	91.0	71.5	15.2	30.9	111.9	82.26666666666667	25.99002473918035
218900_at	13.9	98.7	20.4	88.9	31.1	26.7	46.61666666666667	29.689053053277725
218908_at	79.7	83.1	9.6	26.5	34.8	123.2	59.48333333333333	26.892143942113833
218914_at	71.2	215.7	115.9	131.2	26.1	90.7	108.46666666666668	22.032390324339474
218922_s_at	4.4	56.4	68.3	9.2	9.1	7.6	25.83333333333333	41.24116697699881
218928_s_at	5.5	21.4	5.2	11.9	15.9	42.3	17.03333333333333	30.28772208370417
218931_at	39.2	31.2	9.8	62.9	27.8	9.9	30.133333333333336	24.644029977093656
218933_at	139.6	74.7	56.1	15.4	63.2	32.0	63.5	25.28059137834444
218934_s_at	11.2	132.3	62.2	40.8	76.4	153.1	79.33333333333333	25.450632253603008
218943_s_at	196.1	219.9	144.6	29.6	23.4	14.1	104.61666666666667	33.293884535256105
218944_at	26.4	9.2	12.1	37.3	11.8	12.0	18.133333333333333	23.062955476196045
218952_at	51.6	11.3	71.7	14.3	24.2	25.8	33.150000000000006	26.57234227367702
218960_at	8.2	4.7	5.5	17.2	29.6	13.8	13.166666666666664	26.60798435602893
218963_s_at	16.7	4.4	8.0	17.8	28.3	9.3	14.083333333333334	22.960664010001246
218975_at	88.5	351.2	165.2	110.1	133.8	168.9	169.61666666666665	20.704251008229747
218976_at	184.2	11.0	85.6	90.6	31.7	97.2	83.38333333333333	27.05582467101355
218978_s_at	50.3	79.7	36.9	98.5	38.1	11.4	52.48333333333333	22.45632885172297
218980_at	21.6	7.9	27.8	25.8	89.9	64.5	39.583333333333336	29.197710480828
218990_s_at	7.2	5.6	13.5	26.9	18.7	22.2	15.683333333333335	20.0450077307747
219010_at	72.5	34.7	13.7	16.7	28.8	91.1	42.916666666666664	27.472889718102735
219011_at	36.7	328.7	91.1	162.8	251.0	349.4	203.2833333333333	23.38154395491839
219026_s_at	6.3	20.8	30.7	18.4	5.2	7.0	14.733333333333333	25.968705162622356
219027_s_at	158.0	227.0	100.6	84.6	34.2	137.4	123.63333333333334	20.044031808758415
219039_at	73.5	279.1	16.2	210.3	180.8	230.6	165.08333333333334	22.606174047150343
219047_s_at	18.6	58.5	27.3	12.3	10.9	8.7	22.716666666666665	30.805717376960857
219050_s_at	17.4	34.0	66.9	24.0	13.9	10.1	27.71666666666667	28.180870581159027
219051_x_at	283.2	137.7	28.6	105.6	57.5	90.0	117.10000000000001	28.55970812960434
219054_at	452.5	117.3	217.4	654.3	692.5	233.2	394.5333333333333	22.901001598836764
219057_at	26.0	31.4	66.4	20.6	13.5	71.8	38.28333333333333	23.999968211582733
219059_s_at	1829.0	794.1	1177.5	669.8	3123.1	911.6	1417.5166666666667	24.493254225206147
219085_s_at	127.8	31.0	82.6	26.7	66.0	95.4	71.58333333333333	20.219425830986793
219087_at	3915.7	12430.1	7484.0	3627.3	4226.4	1318.2	5500.283333333333	26.604804210803003
219088_s_at	43.0	96.2	75.5	32.8	14.0	23.3	47.46666666666667	25.0750272102578
219090_at	22.4	136.5	137.9	14.9	14.5	26.7	58.81666666666666	38.58277546415611
219095_at	103.4	140.8	28.8	83.3	60.7	9.5	71.08333333333333	25.40716599967284
219107_at	49.0	15.4	17.3	31.2	65.6	27.6	34.35	21.129808898944514
219114_at	18.0	32.2	113.1	46.4	38.6	62.6	51.81666666666667	24.079145076559147
219115_s_at	34.0	0.8	31.5	23.1	3.8	2.9	16.01666666666667	35.53477012193141
219118_at	1176.6	289.9	393.8	469.8	344.9	300.3	495.8833333333334	25.551479416636546
219121_s_at	6.4	3.4	9.3	8.3	5.9	43.1	12.733333333333334	43.9504810341038
219127_at	42.3	8.3	71.7	11.7	60.7	38.4	38.85	24.415646506328528
219140_s_at	1078.5	556.9	647.1	452.7	1931.9	1613.5	1046.7666666666667	21.704690017843497
219142_at	88.5	197.4	67.2	60.1	64.5	76.1	92.3	21.183463891694103
219144_at	6.6	91.1	16.3	94.7	16.1	40.7	44.25	33.144741909552245
219145_at	9.8	168.9	32.8	79.7	91.8	79.7	77.11666666666666	26.600338039731554
219150_s_at	174.9	16.8	57.9	37.2	98.8	114.3	83.31666666666668	25.91612943271838
219151_s_at	72.4	196.9	320.4	129.3	134.1	116.1	161.53333333333333	20.189655085194854
219152_at	43.5	69.3	82.5	16.8	28.7	18.4	43.199999999999996	23.619304839870544
219153_s_at	54.1	53.0	6.9	16.5	22.1	18.5	28.516666666666666	26.1840945951187
219159_s_at	180.5	34.4	16.1	189.0	44.5	148.4	102.14999999999999	28.791346562766307
219170_at	40.0	15.6	76.8	28.0	31.1	32.8	37.38333333333333	20.833110631734687
219171_s_at	7.5	25.0	33.2	18.6	1.9	47.7	22.316666666666674	28.144029492466988
219179_at	22.3	144.9	136.2	65.1	111.0	12.2	81.95	26.089884556588917
219181_at	90.2	38.5	40.1	22.5	16.0	48.1	42.56666666666666	22.933284492709756
219191_s_at	136.4	69.6	64.6	51.3	43.8	194.3	93.33333333333333	23.72933669675635
219196_at	2.5	42.4	3.4	57.6	30.2	23.0	26.516666666666666	30.505466728828033
219199_at	11.9	42.8	48.3	115.0	33.9	78.7	55.1	24.68169132952389
219201_s_at	51.3	186.6	92.2	185.0	78.5	46.4	106.66666666666664	22.221383312073165
219208_at	5.3	4.0	5.4	25.2	3.7	2.4	7.666666666666667	42.101761080438834
219216_at	44.2	82.8	94.6	159.8	40.2	173.7	99.21666666666665	21.26072820318513
219218_at	35.4	193.0	75.0	49.9	49.9	89.7	82.14999999999999	26.187780175276814
219224_x_at	19.9	40.9	28.4	52.3	77.0	91.1	51.6	20.07662145189127
219225_at	7.9	2.4	5.1	67.6	25.8	28.3	22.849999999999998	39.93550351553789
219233_s_at	26.3	87.6	23.4	23.0	16.7	41.1	36.349999999999994	27.05637633515335
219236_at	76.4	57.5	22.3	28.0	102.8	15.4	50.4	25.590495233427923
219241_x_at	66.3	206.9	175.2	18.7	15.9	173.9	109.48333333333333	29.21171594241349
219246_s_at	19.8	129.5	50.7	91.2	93.6	38.2	70.49999999999999	21.73002528155293
219251_s_at	33.4	145.9	116.2	26.0	24.2	70.7	69.39999999999999	27.66126535366013
219259_at	190.3	84.8	95.3	35.1	119.2	33.0	92.95	23.501410825493174
219262_at	33.1	13.9	40.6	12.5	14.4	1.5	19.333333333333332	28.071874231507948
219263_at	1.4	3.3	27.1	4.4	23.5	7.9	11.266666666666667	36.823723355689
219264_s_at	48.0	14.6	24.6	31.7	8.5	9.0	22.733333333333334	25.180198401977826
219265_at	69.8	24.5	50.4	103.5	367.0	252.8	144.66666666666666	34.89678182271819
219270_at	12.7	17.0	12.3	104.9	40.9	30.2	36.333333333333336	36.32197260950614
219271_at	13.5	53.3	17.4	25.8	14.1	58.6	30.45	24.849088196675048
219285_s_at	62.3	59.9	18.1	59.3	12.3	32.2	40.68333333333333	20.771139030262443
219301_s_at	53.5	15.7	4.5	10.4	11.1	34.5	21.616666666666664	32.225344459182466
219302_s_at	19.2	38.9	45.3	14.0	17.8	4.4	23.266666666666666	25.001060450466156
219308_s_at	39.6	46.8	75.0	73.5	14.0	12.7	43.6	23.368684668402643
219309_at	51.1	91.8	15.1	29.6	107.1	95.1	64.96666666666665	21.968479275841073
219310_at	330.7	135.9	92.8	191.7	123.7	74.0	158.13333333333333	22.0912266566588
219311_at	8.8	10.9	11.9	18.2	94.3	7.3	25.233333333333334	50.278707754936406
219313_at	37.3	24.4	50.6	23.7	10.8	6.1	25.483333333333334	24.17360619693641
219323_s_at	51.0	22.3	55.1	167.9	157.7	13.7	77.95	32.372953941544
219328_at	14.3	68.0	40.6	22.9	20.5	18.4	30.783333333333335	24.659151860836737
219331_s_at	60.7	45.5	8.5	16.6	12.1	6.4	24.96666666666667	33.70939022473191
219334_s_at	69.2	5.1	21.5	29.4	30.5	40.2	32.65	24.435286749893695
219341_at	4.2	45.9	35.1	49.9	103.5	118.9	59.583333333333336	27.11251249105926
219346_at	26.6	81.0	23.2	13.5	15.2	3.7	27.199999999999992	37.7459932730606
219361_s_at	205.7	26.0	69.8	36.4	18.0	23.9	63.29999999999999	42.48740363044723
219364_at	6.7	22.0	4.8	13.3	20.9	10.9	13.1	20.307671080254828
219365_s_at	137.0	32.4	75.3	27.6	26.5	86.3	64.18333333333334	25.55310877455801
219370_at	31.9	36.1	52.8	14.5	79.4	12.1	37.800000000000004	24.928940127939242
219377_at	163.6	267.3	364.2	198.2	81.2	98.8	195.54999999999998	20.35816014352328
219381_at	7.2	7.1	18.5	78.4	6.3	24.6	23.683333333333334	43.78142828584167
219386_s_at	299.9	35.4	91.8	97.2	175.8	297.8	166.31666666666663	25.090927373665632
219387_at	91.4	84.5	13.3	200.5	105.4	123.5	103.10000000000001	21.960806520259823
219391_at	7.0	26.0	21.1	64.1	29.5	41.6	31.549999999999997	23.07129555986904
219394_at	39.9	81.0	154.4	22.2	95.1	32.6	70.86666666666667	26.25164886442904
219396_s_at	134.0	126.4	77.9	135.9	18.1	21.6	85.64999999999999	24.029206525456157
219399_at	52.1	98.1	62.6	177.3	73.7	46.4	85.03333333333333	21.374699657039866
219403_s_at	172.0	12.7	148.4	106.3	112.0	73.9	104.21666666666668	20.16940066217577
219404_at	108.1	101.7	17.4	144.2	46.7	31.8	74.98333333333333	24.932127333165216
219408_at	7.7	22.4	76.6	11.4	48.0	9.1	29.2	35.32150526492118
219414_at	14.7	102.7	4.6	12.4	15.9	81.5	38.63333333333333	40.6488149595968
219415_at	4.4	4.7	3.8	21.1	18.0	8.7	10.116666666666667	27.89532765805644
219419_at	17.9	216.0	160.1	113.1	75.6	111.4	115.68333333333334	21.95828099817888
219422_at	15.5	12.4	12.8	37.8	55.3	25.8	26.600000000000005	23.982520178509173
219424_at	11.2	3.5	5.9	18.4	94.9	20.3	25.700000000000003	50.09164085010103
219425_at	77.2	44.9	112.8	50.4	15.2	61.4	60.316666666666656	20.328263175362064
219427_at	196.3	407.3	541.0	283.7	148.2	154.7	288.53333333333336	20.338959711840513
219429_at	30.6	41.3	4.6	69.6	40.6	28.7	35.9	22.00459157307643
219432_at	16.4	183.6	183.4	34.3	23.4	29.5	78.43333333333332	38.77492603344596
219433_at	62.5	78.7	54.5	120.4	137.3	13.0	77.73333333333333	21.793638048247306
219437_s_at	30.4	144.8	22.5	94.7	85.6	107.9	80.98333333333333	21.570647404385088
219438_at	11.5	22.1	31.0	11.7	11.9	5.4	15.600000000000001	22.132668005916535
219452_at	67.3	49.0	23.0	96.9	33.6	114.3	64.01666666666667	20.914860698274584
219454_at	177.7	214.8	57.1	24.5	275.8	93.6	140.58333333333334	25.925475451028618
219461_at	51.2	8.5	36.5	12.9	29.6	4.8	23.91666666666667	28.388197481690064
219463_at	167.7	14.3	74.8	20.1	16.7	14.5	51.35	44.733033559321186
219464_at	44.6	9.4	27.7	13.8	17.7	14.5	21.283333333333335	22.708237664182544
219465_at	54.0	16.1	9.3	60.9	61.1	22.7	37.349999999999994	23.81742687629447
219468_s_at	81.3	187.8	28.7	41.7	139.3	118.9	99.61666666666667	22.72060592371785
219474_at	15.2	2.7	33.9	24.8	108.0	64.2	41.46666666666667	34.74146268314253
219476_at	8.6	5.4	6.0	18.5	21.5	12.7	12.116666666666667	20.588137644288302
219477_s_at	116.0	80.0	197.3	153.8	72.9	24.2	107.36666666666667	21.493886582320826
219478_at	44.7	123.7	195.0	69.7	46.4	98.2	96.28333333333332	22.1380153253222
219480_at	134.7	36.9	7.5	174.7	74.6	26.5	75.81666666666666	32.50226264709812
219482_at	28.0	193.6	144.3	82.7	112.2	65.1	104.31666666666666	21.112487634255356
219491_at	53.9	175.4	86.2	41.6	64.7	139.8	93.60000000000001	21.0654545061853
219498_s_at	43.2	9.8	7.4	22.3	67.4	9.0	26.51666666666667	33.96004962406326
219499_at	12.9	39.0	4.6	9.5	11.5	13.2	15.116666666666667	29.875025368444103
219503_s_at	103.9	30.3	40.5	142.6	91.4	30.9	73.26666666666667	23.628382149046164
219508_at	59.2	22.1	29.4	88.0	18.7	75.3	48.78333333333333	22.513219548323285
219510_at	70.8	89.0	100.5	28.9	27.7	20.9	56.29999999999999	23.035602736594388
219521_at	36.8	80.5	78.7	27.7	18.6	17.0	43.21666666666666	25.065556107280035
219522_at	19.3	159.4	22.2	20.8	13.9	27.3	43.81666666666667	48.3019922182031
219523_s_at	69.7	118.9	16.1	72.0	13.2	102.4	65.38333333333334	24.77799009126465
219524_s_at	12.5	36.3	8.3	39.4	13.5	27.0	22.833333333333332	21.63188080127455
219529_at	15.1	49.4	29.3	26.3	106.7	48.9	45.949999999999996	26.471185776791305
219532_at	7.8	62.3	55.2	24.3	10.8	48.3	34.78333333333333	25.21797729475907
219533_at	6.7	6.7	11.4	71.2	10.6	4.6	18.53333333333333	52.141163570923055
219537_x_at	22.6	9.6	28.1	119.1	33.0	18.1	38.416666666666664	39.139218416949056
219545_at	21.9	97.1	49.5	28.5	15.4	55.3	44.61666666666667	25.119532096233204
219550_at	27.7	134.6	101.9	10.9	120.0	129.6	87.44999999999999	23.10565470772338
219551_at	351.4	75.6	226.2	131.7	75.7	120.7	163.55000000000004	24.439515685739444
219555_s_at	70.8	6.1	37.5	11.4	87.8	13.2	37.8	33.85629031938942
219558_at	10.8	11.0	3.5	11.4	57.8	46.6	23.516666666666666	35.95682488207858
219560_at	27.6	68.5	58.0	111.9	21.0	63.4	58.4	20.848613586924767
219562_at	32.1	8.4	9.7	16.1	11.0	9.9	14.533333333333337	23.106399021239863
219564_at	55.0	4.9	40.4	21.8	8.8	6.2	22.849999999999998	33.73838367460984
219574_at	335.9	45.2	95.4	140.5	337.2	259.5	202.28333333333333	23.19409920391359
219578_s_at	25.0	30.7	118.5	164.4	37.3	37.1	68.83333333333334	31.54828334509081
219584_at	36.3	6.0	41.7	27.9	66.8	28.6	34.55	21.513712475033266
219585_at	38.7	27.4	9.5	19.5	6.3	46.8	24.7	24.21960421194144
219587_at	42.4	6.6	47.0	15.5	32.5	7.3	25.21666666666667	26.31189851500359
219589_s_at	7.8	11.2	20.9	40.9	16.0	50.6	24.566666666666666	26.197554699649235
219591_at	19.2	19.6	75.9	40.9	111.1	29.7	49.4	27.758885250666566
219597_s_at	48.3	49.6	40.5	13.4	11.9	4.6	28.05	26.934086324604404
219601_s_at	4.3	4.8	4.6	17.7	6.0	5.2	7.1000000000000005	27.431664146462992
219602_s_at	172.9	761.1	282.8	343.7	185.7	296.0	340.3666666666667	23.700985288418295
219605_at	15.4	52.3	48.1	26.1	15.7	11.6	28.2	23.469236628658656
219607_s_at	3295.6	255.2	1252.4	949.8	2657.9	1866.2	1712.8500000000001	24.501871852757056
219608_s_at	27.2	62.4	25.2	94.6	48.2	27.0	47.43333333333333	21.57572234941733
219609_at	79.3	13.2	40.2	27.1	43.3	15.8	36.48333333333333	24.818540893277216
219614_s_at	11.5	9.2	27.4	41.3	10.4	28.5	21.383333333333336	22.727483234448677
219619_at	5.8	13.7	3.5	17.4	2.7	20.7	10.633333333333333	26.862173653630457
219620_x_at	258.1	98.7	289.3	94.6	140.8	92.6	162.35	20.339727809990542
219621_at	73.1	8.2	44.1	62.6	67.8	10.0	44.300000000000004	24.371335194055575
219629_at	208.1	503.1	94.0	133.1	179.1	226.9	224.05000000000004	24.143150074018376
219630_at	21.8	28.1	8.7	24.3	12.6	65.6	26.849999999999998	28.225347446562477
219636_s_at	13.3	20.3	18.3	73.2	94.3	55.1	45.75	27.388469005738887
219638_at	34.6	10.7	30.6	8.4	4.8	5.3	15.733333333333334	31.504339397020686
219642_s_at	5.2	3.7	20.1	9.8	24.9	11.6	12.549999999999999	24.85688983281971
219651_at	27.3	8.3	11.9	12.9	31.1	9.1	16.766666666666666	21.90249826550836
219653_at	64.7	48.6	11.1	89.7	124.0	42.6	63.45000000000001	23.12828724698585
219655_at	16.1	27.8	41.4	11.6	38.7	12.5	24.683333333333337	20.017817826114907
219659_at	12.3	6.7	28.7	16.1	18.7	39.1	20.266666666666666	21.65115569649801
219661_at	14.6	100.1	17.4	121.0	96.1	48.0	66.2	25.701346493140793
219663_s_at	15.6	44.9	38.1	10.5	15.6	14.0	23.116666666666664	23.41032045020351
219668_at	28.1	33.1	26.2	114.8	48.3	15.5	44.333333333333336	30.38183272450828
219671_at	9.2	41.6	21.9	16.9	7.0	28.5	20.849999999999998	23.075573402861966
219672_at	158.8	80.8	51.3	58.3	52.8	38.1	73.35000000000001	22.41876014228563
219674_s_at	9.2	75.4	13.5	79.0	52.0	48.6	46.28333333333334	23.90301540658271
219682_s_at	9.0	184.0	68.0	72.9	110.1	39.8	80.63333333333334	28.167766023041768
219686_at	13.7	7.6	10.8	21.0	69.2	19.4	23.616666666666664	36.133834759223106
219692_at	70.5	31.8	33.9	98.3	155.4	32.7	70.43333333333332	26.186884308746315
219699_at	35.8	23.4	10.3	33.0	42.1	83.6	38.03333333333333	24.42399918644694
219701_at	39.8	1.9	37.4	9.8	5.5	5.5	16.65	38.50426826691903
219704_at	23.8	18.9	44.8	169.7	21.2	31.2	51.599999999999994	42.33151935927666
219710_at	10.9	41.2	56.9	8.4	43.1	47.3	34.63333333333333	21.642137576023
219714_s_at	48.0	38.5	15.2	17.2	28.5	12.3	26.61666666666667	20.057014803799888
219719_at	8.6	47.7	11.4	11.4	38.1	27.1	24.05	25.223464104294774
219721_at	18.8	9.9	62.1	17.9	22.4	13.6	24.11666666666667	29.525658149882922
219722_s_at	120.6	151.1	150.8	48.4	16.6	80.3	94.63333333333333	21.890890020321894
219725_at	993.2	119.8	253.2	544.9	346.1	893.0	525.0333333333333	25.097830519300786
219727_at	49.8	10.1	9.8	13.4	31.5	11.7	21.05	28.855214038533177
219728_at	9.7	8.9	31.2	58.8	7.7	36.9	25.53333333333333	30.007467630286712
219730_at	4.9	22.5	5.0	6.8	10.7	11.6	10.249999999999998	24.127309024891343
219733_s_at	9.1	21.6	20.4	136.7	22.9	20.4	38.516666666666666	46.78865130189793
219738_s_at	8.4	93.3	132.5	120.4	40.2	76.6	78.56666666666666	22.525335330561344
219740_at	30.7	11.4	7.8	25.2	71.5	30.8	29.566666666666666	28.655004587365813
219744_at	8.1	6.8	14.8	107.0	15.3	8.2	26.7	55.14330343740896
219745_at	130.4	5.5	51.3	22.0	52.9	54.3	52.73333333333333	30.335040257624517
219748_at	12.0	31.5	5.2	15.8	20.6	12.4	16.25	20.683266222810545
219753_at	73.1	24.6	13.3	36.7	15.2	109.1	45.333333333333336	31.359525483075227
219758_at	10.1	12.4	24.6	79.1	57.2	47.0	38.4	26.582987854954943
219759_at	3.3	296.5	427.2	9.4	181.7	48.6	161.11666666666665	40.08221621245448
219760_at	19.7	37.5	28.3	148.2	97.9	59.0	65.10000000000001	28.273089242165035
219763_at	62.6	17.8	74.2	36.0	22.1	20.5	38.86666666666667	23.021467730508128
219768_at	16.1	10.5	11.4	67.0	65.2	79.0	41.53333333333333	28.742570168353115
219769_at	5.4	32.5	30.0	11.5	28.2	6.6	19.033333333333335	24.500452116463347
219772_s_at	19.0	2.3	7.4	15.5	8.0	42.8	15.833333333333334	34.15742167109499
219776_s_at	10.5	64.2	31.0	98.2	73.2	66.9	57.333333333333336	20.446843167812357
219780_at	11.9	8.7	2.3	49.3	13.1	9.2	15.75	39.88947806068072
219782_s_at	7.3	2.9	20.1	36.9	15.4	10.3	15.483333333333334	29.1265976615989
219786_at	11.9	5.9	38.8	9.7	13.3	4.7	14.049999999999999	33.35243012025674
219789_at	218.9	51.8	66.6	293.0	222.8	192.7	174.29999999999998	20.36857463123135
219790_s_at	28.1	5.2	15.0	12.0	19.3	9.1	14.783333333333333	20.469865845712096
219791_s_at	3.6	5.9	14.9	7.6	7.3	4.1	7.233333333333333	21.08179510493415
219794_at	10.3	49.6	7.5	67.5	12.0	19.3	27.700000000000003	33.45442778492895
219796_s_at	11.0	6.1	23.2	54.9	12.8	19.8	21.299999999999997	30.748286587919804
219799_s_at	598.3	137.4	171.7	237.5	200.0	294.0	273.15	22.95221595078814
219800_s_at	37.3	23.0	11.9	8.5	52.6	19.8	25.51666666666667	24.319855580703738
219803_at	56.4	12.8	34.4	91.1	91.4	45.6	55.28333333333334	21.1533246850978
219804_at	42.1	13.9	2.4	52.1	30.8	17.4	26.450000000000003	26.281167372739723
219811_at	138.5	105.7	11.0	80.3	38.2	79.8	75.58333333333333	22.567341976091676
219813_at	43.3	29.3	28.7	75.1	92.5	7.4	46.04999999999999	25.807276401137045
219814_at	4.9	28.9	8.2	66.2	38.6	86.4	38.86666666666667	30.92273213133623
219815_at	523.7	198.8	298.6	396.1	350.1	894.9	443.70000000000005	20.643828535618223
219825_at	5.8	194.3	163.7	17.2	103.8	210.9	115.95	28.555664839179368
219827_at	33.6	14.1	69.1	19.0	29.1	74.7	39.93333333333334	24.05706441688958
219829_at	12.2	4.1	9.8	19.6	8.4	5.2	9.883333333333335	21.154559149511908
219830_at	16.3	12.8	7.0	14.6	69.2	18.0	22.983333333333334	37.2237512686225
219831_at	34.9	43.2	28.7	93.3	99.4	12.5	52.0	25.69193663686199
219835_at	5.5	3.1	6.2	11.2	16.8	8.9	8.616666666666665	21.162727949501456
219836_at	11.1	6.1	49.1	14.5	8.0	36.8	20.933333333333334	31.552110134098644
219839_x_at	13.1	11.6	2.7	44.9	17.3	32.9	20.416666666666668	28.39746846931568
219841_at	64.3	25.4	36.2	47.3	3.0	44.6	36.8	21.24330778519143
219842_at	51.8	90.9	35.3	21.1	15.6	10.8	37.583333333333336	29.821778385124215
