N_unmapped	1	1	1
N_multimapping	104	104	104
N_noFeature	1245	20067	19693
N_ambiguous	8570	12	17
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	0	0	0
YAL067W-A	0	0	0
YAL067C	0	0	0
YAL066W	0	0	0
YAL065C	0	0	0
YAL064W-B	1	0	1
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL063C-A	0	0	0
YAL063C	11	8	3
YAL062W	623	305	318
YAL061W	541	257	284
YAL060W	687	333	354
YAL059C-A	0	56	44
YAL059W	41	67	74
YAL058W	87	58	46
YAL056C-A	1	12	6
YAL056W	312	153	159
YAL055W	37	22	15
YAL054C	6623	3295	3328
YAL053W	518	256	262
YAL051W	193	104	89
YAL049C	439	197	243
YAL048C	115	61	65
YAL047W-A	0	3	8
YAL047C	86	34	52
YAL046C	128	70	58
YAL045C	0	72	75
YAL044W-A	8	77	78
YAL044C	520	241	279
YAL043C	262	117	145
YAL042C-A	0	95	88
YAL042W	325	247	262
YAL041W	234	109	125
YAL040C	199	85	114
YAL039C	226	106	120
YAL038W	2442	3587	3460
YAL037C-B	16	2336	2286
YAL037C-A	3	3	0
YAL037W	43	20	23
YAL036C	221	93	128
YAL035W	1179	628	552
YAL034C-B	0	6	8
YAL034W-A	53	32	34
YAL034C	309	170	139
YAL033W	63	35	28
YAL032C	149	79	70
YAL031W-A	2	7	13
YAL031C	129	69	79
YAL030W	202	98	104
YAL029C	281	135	146
YAL028W	53	26	27
YAL027W	123	70	71
YAL026C-A	6	16	8
YAL026C	227	119	134
HRA1	2	13	15
YAL025C	283	128	155
YAL024C	135	67	68
YAL023C	607	312	295
YAL022C	158	73	85
YAL021C	305	165	140
YAL020C	32	42	58
YAL019W-A	0	38	30
YAL019W	240	120	120
YAL018C	14	6	8
YAL017W	532	265	279
YAL016C-B	7	14	5
YAL016C-A	1	35	61
YAL016W	715	381	429
YAL015C	168	75	93
YAL014C	136	64	72
YAL013W	252	108	144
YAL012W	562	289	273
YAL011W	151	83	68
YAL010C	129	56	73
YAL009W	146	69	77
YAL008W	295	149	146
YAL007C	179	96	83
tP(UGG)A	0	0	0
YAL005C	7846	5626	5432
YAL004W	0	1430	1782
YAL003W	1719	849	871
snR18	36	14	22
YAL002W	225	106	119
YAL001C	410	210	200
YAR002W	226	120	106
YAR002C-A	407	189	218
YAR003W	118	50	68
YAR007C	462	230	232
YAR008W	100	48	52
YAR009C	103	59	44
YAR010C	49	19	30
tA(UGC)A	0	0	0
YAR014C	397	188	209
YAR015W	559	283	276
YAR018C	90	37	53
YAR019C	89	46	50
YAR019W-A	0	2	5
YAR020C	28	22	6
YAR023C	27	14	13
tL(CAA)A	0	0	0
tS(AGA)A	1	1	0
YAR027W	259	135	124
YAR028W	13	7	6
YAR029W	1	0	1
YAR030C	1	1	3
YAR031W	42	27	18
YAR033W	42	26	16
YAR035W	702	346	359
YAR035C-A	5	8	0
YAR042W	301	156	145
YAR047C	0	0	0
YAR050W	11	6	5
YAR053W	0	0	0
YAR060C	16	7	9
YAR061W	3	2	1
YAR062W	5	2	3
YAR064W	3	2	1
YAR066W	56	32	24
YAR068W	44	20	24
YAR069C	2	2	0
YAR070C	1	0	1
YAR071W	70	37	33
YAR073W	6	2	4
YAR075W	0	0	0
