N_unmapped	1	1	1
N_multimapping	95	95	95
N_noFeature	1033	16395	16795
N_ambiguous	6100	18	10
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	0	0	0
YAL067W-A	0	0	0
YAL067C	0	0	0
YAL066W	0	0	0
YAL065C	0	0	0
YAL064W-B	1	0	1
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL063C-A	0	0	0
YAL063C	6	2	4
YAL062W	505	240	265
YAL061W	383	187	197
YAL060W	689	331	358
YAL059C-A	0	25	42
YAL059W	25	56	36
YAL058W	76	50	49
YAL056C-A	1	11	13
YAL056W	243	114	129
YAL055W	40	19	21
YAL054C	5763	3019	2744
YAL053W	544	269	275
YAL051W	142	77	65
YAL049C	290	138	152
YAL048C	113	71	52
YAL047W-A	0	2	8
YAL047C	79	44	35
YAL046C	102	49	53
YAL045C	1	62	57
YAL044W-A	5	57	67
YAL044C	560	304	257
YAL043C	228	114	114
YAL042C-A	0	86	84
YAL042W	347	255	262
YAL041W	217	106	111
YAL040C	168	83	85
YAL039C	210	102	108
YAL038W	1589	2392	2328
YAL037C-B	7	1577	1561
YAL037C-A	3	2	1
YAL037W	33	18	15
YAL036C	215	100	115
YAL035W	1023	537	492
YAL034C-B	0	11	10
YAL034W-A	36	25	26
YAL034C	242	129	113
YAL033W	52	23	29
YAL032C	143	79	64
YAL031W-A	2	9	8
YAL031C	116	69	62
YAL030W	169	75	94
YAL029C	241	129	112
YAL028W	62	30	32
YAL027W	122	68	70
YAL026C-A	1	6	11
YAL026C	202	102	114
HRA1	0	7	7
YAL025C	209	109	100
YAL024C	106	50	56
YAL023C	565	301	264
YAL022C	149	91	58
YAL021C	292	146	146
YAL020C	37	52	54
YAL019W-A	0	38	31
YAL019W	198	105	93
YAL018C	9	3	6
YAL017W	388	199	201
YAL016C-B	4	9	7
YAL016C-A	1	44	52
YAL016W	557	320	332
YAL015C	135	67	68
YAL014C	107	59	48
YAL013W	220	124	96
YAL012W	479	250	229
YAL011W	142	69	73
YAL010C	120	61	59
YAL009W	125	62	63
YAL008W	218	102	116
YAL007C	181	88	93
tP(UGG)A	0	0	0
YAL005C	5891	4146	4039
YAL004W	0	1028	1265
YAL003W	1539	805	734
snR18	14	4	10
YAL002W	192	87	105
YAL001C	310	154	156
YAR002W	180	86	94
YAR002C-A	375	196	179
YAR003W	118	62	56
YAR007C	407	192	215
YAR008W	111	56	55
YAR009C	118	61	57
YAR010C	61	34	27
tA(UGC)A	0	0	0
YAR014C	319	170	149
YAR015W	536	269	267
YAR018C	116	51	65
YAR019C	63	41	33
YAR019W-A	0	5	6
YAR020C	26	14	12
YAR023C	19	9	10
tL(CAA)A	0	0	0
tS(AGA)A	0	0	0
YAR027W	209	108	101
YAR028W	18	11	7
YAR029W	3	1	3
YAR030C	2	3	2
YAR031W	39	23	18
YAR033W	30	13	17
YAR035W	724	368	358
YAR035C-A	6	6	2
YAR042W	247	115	132
YAR047C	0	0	0
YAR050W	12	9	3
YAR053W	0	0	0
YAR060C	3	0	3
YAR061W	5	4	1
YAR062W	7	2	5
YAR064W	2	1	1
YAR066W	41	19	22
YAR068W	36	20	16
YAR069C	1	0	1
YAR070C	4	1	3
YAR071W	65	29	36
YAR073W	8	2	6
YAR075W	1	1	0
