N_unmapped	272	272	272
N_multimapping	79	79	79
N_noFeature	726	16302	15971
N_ambiguous	6467	15	28
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	0	0	0
YAL067W-A	0	0	0
YAL067C	0	0	0
YAL066W	0	0	0
YAL065C	0	0	0
YAL064W-B	2	1	1
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL063C-A	0	0	0
YAL063C	9	5	4
YAL062W	504	264	240
YAL061W	385	198	187
YAL060W	692	361	331
YAL059C-A	0	42	28
YAL059W	23	37	56
YAL058W	73	50	49
YAL056C-A	0	15	11
YAL056W	243	129	114
YAL055W	37	23	20
YAL054C	5762	2772	2996
YAL053W	546	274	272
YAL051W	141	64	77
YAL049C	288	153	135
YAL048C	114	54	70
YAL047W-A	0	8	2
YAL047C	78	35	43
YAL046C	102	53	49
YAL045C	0	57	65
YAL044W-A	0	67	57
YAL044C	557	255	302
YAL043C	227	113	114
YAL042C-A	0	84	95
YAL042W	337	261	255
YAL041W	215	110	105
YAL040C	169	85	84
YAL039C	211	108	103
YAL038W	1477	2330	2369
YAL037C-B	2	1639	1584
YAL037C-A	1	1	0
YAL037W	35	15	20
YAL036C	218	117	101
YAL035W	1013	490	533
YAL034C-B	0	13	16
YAL034W-A	31	26	24
YAL034C	244	117	127
YAL033W	51	29	22
YAL032C	142	64	78
YAL031W-A	2	11	9
YAL031C	111	62	67
YAL030W	169	96	74
YAL029C	238	111	128
YAL028W	61	31	30
YAL027W	119	69	68
YAL026C-A	0	12	6
YAL026C	195	113	98
HRA1	0	7	9
YAL025C	210	101	109
YAL024C	104	55	49
YAL023C	566	264	302
YAL022C	147	57	90
YAL021C	296	150	146
YAL020C	36	54	52
YAL019W-A	0	31	39
YAL019W	198	92	106
YAL018C	9	6	3
YAL017W	388	201	202
YAL016C-B	3	10	8
YAL016C-A	0	52	57
YAL016W	542	332	319
YAL015C	137	69	68
YAL014C	108	49	59
YAL013W	217	96	121
YAL012W	480	228	252
YAL011W	140	73	68
YAL010C	119	60	60
YAL009W	125	65	60
YAL008W	219	117	102
YAL007C	184	95	89
tP(UGG)A	0	0	0
YAL005C	5698	4054	4128
YAL004W	0	1268	1216
YAL003W	1596	792	804
snR18	17	10	7
YAL002W	192	105	87
YAL001C	307	155	152
YAR002W	177	93	84
YAR002C-A	371	176	195
YAR003W	120	57	63
YAR007C	408	216	192
YAR008W	110	54	56
YAR009C	118	58	60
YAR010C	58	25	33
tA(UGC)A	0	0	0
YAR014C	327	153	174
YAR015W	534	269	270
YAR018C	114	68	51
YAR019C	62	33	40
YAR019W-A	0	6	5
YAR020C	30	14	16
YAR023C	21	10	11
tL(CAA)A	0	0	0
tS(AGA)A	0	0	0
YAR027W	211	103	108
YAR028W	19	8	11
YAR029W	2	3	1
YAR030C	1	3	2
YAR031W	40	18	24
YAR033W	30	17	13
YAR035W	716	360	365
YAR035C-A	2	5	6
YAR042W	248	133	115
YAR047C	0	0	0
YAR050W	13	4	9
YAR053W	0	0	0
YAR060C	4	3	1
YAR061W	7	2	5
YAR062W	6	4	2
YAR064W	3	2	1
YAR066W	45	26	19
YAR068W	43	16	27
YAR069C	1	1	0
YAR070C	4	3	1
YAR071W	65	36	29
YAR073W	8	6	2
YAR075W	1	0	1
