N_unmapped	0	0	0
N_multimapping	80	80	80
N_noFeature	1133	17375	17545
N_ambiguous	10232	26	26
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	0	0	0
YAL067W-A	0	0	0
YAL067C	0	0	0
YAL066W	0	0	0
YAL065C	0	0	0
YAL064W-B	0	0	0
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL063C-A	0	0	0
YAL063C	7	5	2
YAL062W	36	12	24
YAL061W	79	44	35
YAL060W	768	374	394
YAL059C-A	0	68	78
YAL059W	78	119	105
YAL058W	138	83	87
YAL056C-A	1	21	12
YAL056W	177	84	93
YAL055W	16	13	3
YAL054C	81	45	36
YAL053W	568	275	293
YAL051W	193	89	104
YAL049C	291	142	149
YAL048C	90	56	45
YAL047W-A	0	3	8
YAL047C	78	34	44
YAL046C	112	49	63
YAL045C	0	35	36
YAL044W-A	3	36	38
YAL044C	979	514	465
YAL043C	265	132	133
YAL042C-A	0	161	185
YAL042W	696	523	519
YAL041W	296	155	141
YAL040C	286	148	138
YAL039C	254	127	127
YAL038W	4075	6188	6170
YAL037C-B	15	4248	4050
YAL037C-A	9	5	4
YAL037W	52	24	28
YAL036C	418	198	220
YAL035W	1800	922	883
YAL034C-B	2	11	12
YAL034W-A	60	42	34
YAL034C	93	45	48
YAL033W	124	65	59
YAL032C	84	35	49
YAL031W-A	3	11	10
YAL031C	164	108	74
YAL030W	109	55	54
YAL029C	630	307	323
YAL028W	39	17	22
YAL027W	74	42	40
YAL026C-A	5	5	8
YAL026C	348	182	205
HRA1	1	18	22
YAL025C	555	274	281
YAL024C	160	84	76
YAL023C	1651	816	835
YAL022C	224	109	115
YAL021C	356	171	185
YAL020C	62	73	79
YAL019W-A	0	39	51
YAL019W	420	214	206
YAL018C	5	4	1
YAL017W	307	140	179
YAL016C-B	4	15	1
YAL016C-A	0	27	43
YAL016W	477	259	288
YAL015C	157	85	72
YAL014C	181	89	92
YAL013W	260	120	140
YAL012W	1614	820	794
YAL011W	151	70	81
YAL010C	98	47	51
YAL009W	159	82	77
YAL008W	118	58	60
YAL007C	507	274	233
tP(UGG)A	0	0	0
YAL005C	2274	1584	1712
YAL004W	0	494	529
YAL003W	3228	1712	1516
snR18	49	26	23
YAL002W	214	111	103
YAL001C	374	187	187
YAR002W	350	184	166
YAR002C-A	768	357	411
YAR003W	229	122	107
YAR007C	428	214	214
YAR008W	152	73	79
YAR009C	181	82	99
YAR010C	97	59	38
tA(UGC)A	0	0	0
YAR014C	465	229	236
YAR015W	1593	765	828
YAR018C	138	78	60
YAR019C	81	45	39
YAR019W-A	0	2	1
YAR020C	11	8	3
YAR023C	27	15	12
tL(CAA)A	1	1	0
tS(AGA)A	0	0	0
YAR027W	207	109	98
YAR028W	75	38	37
YAR029W	7	5	9
YAR030C	2	7	3
YAR031W	35	25	11
YAR033W	51	27	24
YAR035W	100	52	49
YAR035C-A	1	2	0
YAR042W	269	143	126
YAR047C	0	0	0
YAR050W	12	7	5
YAR053W	0	0	0
YAR060C	4	3	1
YAR061W	1	1	0
YAR062W	7	3	4
YAR064W	1	1	0
YAR066W	26	16	10
YAR068W	14	8	6
YAR069C	0	0	0
YAR070C	0	0	0
YAR071W	57	24	33
YAR073W	13	5	8
YAR075W	0	0	0
