N_unmapped	316	316	316
N_multimapping	110	110	110
N_noFeature	949	23427	23249
N_ambiguous	10774	33	35
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	1	0	1
YAL067W-A	0	0	0
YAL067C	0	0	0
YAL066W	0	0	0
YAL065C	0	0	0
YAL064W-B	7	5	2
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL063C-A	0	0	0
YAL063C	15	6	9
YAL062W	719	354	365
YAL061W	625	311	314
YAL060W	851	435	416
YAL059C-A	0	68	65
YAL059W	37	81	89
YAL058W	84	61	56
YAL056C-A	0	17	16
YAL056W	363	173	190
YAL055W	52	21	35
YAL054C	7599	3711	3892
YAL053W	715	370	345
YAL051W	263	138	125
YAL049C	481	243	238
YAL048C	133	73	73
YAL047W-A	0	8	5
YAL047C	116	58	58
YAL046C	134	66	68
YAL045C	0	103	97
YAL044W-A	2	99	105
YAL044C	682	336	346
YAL043C	332	169	163
YAL042C-A	0	117	138
YAL042W	504	394	365
YAL041W	281	139	142
YAL040C	197	89	108
YAL039C	352	168	184
YAL038W	2678	4141	4448
YAL037C-B	2	3068	2841
YAL037C-A	3	1	2
YAL037W	49	25	24
YAL036C	281	139	142
YAL035W	1414	742	690
YAL034C-B	0	14	30
YAL034W-A	69	48	47
YAL034C	368	178	190
YAL033W	84	43	41
YAL032C	179	88	91
YAL031W-A	1	13	7
YAL031C	141	79	81
YAL030W	276	135	142
YAL029C	367	194	174
YAL028W	71	33	38
YAL027W	177	106	105
YAL026C-A	1	21	13
YAL026C	308	164	183
HRA1	0	25	14
YAL025C	336	184	152
YAL024C	161	79	82
YAL023C	753	357	396
YAL022C	187	86	101
YAL021C	362	183	179
YAL020C	43	68	69
YAL019W-A	0	48	46
YAL019W	336	171	165
YAL018C	26	8	18
YAL017W	648	341	326
YAL016C-B	2	11	10
YAL016C-A	0	74	64
YAL016W	875	495	519
YAL015C	222	116	107
YAL014C	163	82	81
YAL013W	295	157	138
YAL012W	826	407	420
YAL011W	208	107	101
YAL010C	168	85	83
YAL009W	170	81	89
YAL008W	382	191	191
YAL007C	250	122	128
tP(UGG)A	2	1	1
YAL005C	9063	6437	6364
YAL004W	0	1897	1840
YAL003W	2283	1137	1146
snR18	37	18	19
YAL002W	302	162	143
YAL001C	478	250	232
YAR002W	246	117	130
YAR002C-A	519	246	274
YAR003W	187	93	94
YAR007C	610	300	310
YAR008W	130	63	67
YAR009C	110	51	59
YAR010C	66	23	43
tA(UGC)A	0	0	0
YAR014C	437	236	201
YAR015W	654	319	342
YAR018C	104	56	55
YAR019C	118	75	54
YAR019W-A	6	8	9
YAR020C	39	17	22
YAR023C	32	21	11
tL(CAA)A	0	0	0
tS(AGA)A	0	0	0
YAR027W	317	163	154
YAR028W	34	17	17
YAR029W	4	3	2
YAR030C	1	1	1
YAR031W	44	23	21
YAR033W	41	20	21
YAR035W	800	379	431
YAR035C-A	1	7	4
YAR042W	376	199	178
YAR047C	0	0	0
YAR050W	16	5	11
YAR053W	0	0	0
YAR060C	6	3	3
YAR061W	1	0	1
YAR062W	11	5	6
YAR064W	5	3	2
YAR066W	53	24	29
YAR068W	67	28	39
YAR069C	2	1	1
YAR070C	1	1	1
YAR071W	72	36	36
YAR073W	13	10	3
YAR075W	1	1	0
