N_unmapped	0	0	0
N_multimapping	106	106	106
N_noFeature	1492	23153	24111
N_ambiguous	14082	27	34
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	0	0	0
YAL067W-A	0	0	0
YAL067C	0	0	0
YAL066W	0	0	0
YAL065C	0	0	0
YAL064W-B	3	0	3
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL063C-A	0	0	0
YAL063C	6	2	4
YAL062W	47	28	19
YAL061W	72	39	33
YAL060W	1125	539	586
YAL059C-A	0	110	109
YAL059W	109	151	177
YAL058W	202	127	140
YAL056C-A	2	42	25
YAL056W	236	107	129
YAL055W	25	9	16
YAL054C	90	46	44
YAL053W	641	304	337
YAL051W	257	132	125
YAL049C	295	145	150
YAL048C	111	61	58
YAL047W-A	0	3	5
YAL047C	111	51	60
YAL046C	135	60	75
YAL045C	1	56	69
YAL044W-A	7	69	62
YAL044C	1275	677	598
YAL043C	359	181	178
YAL042C-A	0	242	261
YAL042W	973	719	757
YAL041W	395	216	179
YAL040C	422	225	197
YAL039C	289	139	150
YAL038W	5709	8712	8306
YAL037C-B	29	5713	5624
YAL037C-A	12	12	0
YAL037W	59	28	31
YAL036C	593	287	306
YAL035W	2833	1446	1398
YAL034C-B	1	22	20
YAL034W-A	64	50	44
YAL034C	106	47	59
YAL033W	190	96	94
YAL032C	119	54	65
YAL031W-A	1	8	12
YAL031C	167	99	88
YAL030W	155	90	65
YAL029C	883	437	446
YAL028W	50	19	31
YAL027W	93	57	52
YAL026C-A	2	10	8
YAL026C	499	294	279
HRA1	2	30	46
YAL025C	738	387	351
YAL024C	251	125	126
YAL023C	2301	1182	1119
YAL022C	315	162	153
YAL021C	508	269	239
YAL020C	59	93	108
YAL019W-A	0	77	65
YAL019W	694	357	337
YAL018C	1	1	0
YAL017W	424	221	212
YAL016C-B	1	5	5
YAL016C-A	0	37	55
YAL016W	569	342	319
YAL015C	177	103	74
YAL014C	204	102	102
YAL013W	302	141	161
YAL012W	2223	1101	1122
YAL011W	229	126	103
YAL010C	135	81	54
YAL009W	165	94	71
YAL008W	118	58	60
YAL007C	689	336	353
tP(UGG)A	0	0	0
YAL005C	2895	2213	2057
YAL004W	0	634	741
YAL003W	4180	2212	1969
snR18	58	31	27
YAL002W	306	142	164
YAL001C	521	277	244
YAR002W	482	253	229
YAR002C-A	1012	450	562
YAR003W	288	151	137
YAR007C	573	290	283
YAR008W	193	94	99
YAR009C	219	116	103
YAR010C	112	62	50
tA(UGC)A	0	0	0
YAR014C	671	339	332
YAR015W	2327	1151	1176
YAR018C	152	71	81
YAR019C	119	66	68
YAR019W-A	1	3	13
YAR020C	10	7	3
YAR023C	32	20	12
tL(CAA)A	0	0	0
tS(AGA)A	0	0	0
YAR027W	235	126	109
YAR028W	82	48	34
YAR029W	8	11	7
YAR030C	4	8	6
YAR031W	37	15	22
YAR033W	72	39	33
YAR035W	140	69	71
YAR035C-A	0	0	0
YAR042W	437	222	215
YAR047C	0	0	0
YAR050W	13	5	8
YAR053W	1	1	0
YAR060C	3	2	1
YAR061W	3	3	0
YAR062W	10	4	6
YAR064W	7	4	3
YAR066W	37	15	22
YAR068W	29	14	15
YAR069C	0	0	0
YAR070C	2	1	1
YAR071W	76	47	29
YAR073W	13	7	6
YAR075W	2	0	2
