N_unmapped	0	0	0
N_multimapping	82	82	82
N_noFeature	985	16726	16426
N_ambiguous	6104	9	19
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	0	0	0
YAL067W-A	0	0	0
YAL067C	0	0	0
YAL066W	0	0	0
YAL065C	0	0	0
YAL064W-B	1	0	1
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL063C-A	0	0	0
YAL063C	7	4	3
YAL062W	504	265	239
YAL061W	379	199	181
YAL060W	689	357	332
YAL059C-A	0	38	28
YAL059W	25	37	54
YAL058W	75	50	51
YAL056C-A	0	16	10
YAL056W	243	129	114
YAL055W	39	23	16
YAL054C	5786	2789	2997
YAL053W	542	269	273
YAL051W	142	65	77
YAL049C	292	154	138
YAL048C	112	54	68
YAL047W-A	0	8	2
YAL047C	79	35	44
YAL046C	104	55	49
YAL045C	0	56	66
YAL044W-A	2	66	58
YAL044C	559	258	301
YAL043C	228	115	114
YAL042C-A	0	67	95
YAL042W	354	262	254
YAL041W	218	112	106
YAL040C	169	85	84
YAL039C	212	108	104
YAL038W	1597	2347	2374
YAL037C-B	10	1643	1490
YAL037C-A	0	0	0
YAL037W	35	14	21
YAL036C	216	118	98
YAL035W	1022	492	537
YAL034C-B	0	12	13
YAL034W-A	33	26	25
YAL034C	243	117	126
YAL033W	52	29	23
YAL032C	140	62	78
YAL031W-A	3	10	9
YAL031C	113	62	67
YAL030W	172	97	75
YAL029C	239	110	129
YAL028W	62	32	30
YAL027W	122	70	67
YAL026C-A	4	12	7
YAL026C	200	118	98
HRA1	0	7	9
YAL025C	209	102	107
YAL024C	105	55	50
YAL023C	567	265	302
YAL022C	148	57	91
YAL021C	292	152	140
YAL020C	39	54	52
YAL019W-A	0	28	39
YAL019W	199	91	108
YAL018C	9	6	3
YAL017W	393	199	205
YAL016C-B	4	10	5
YAL016C-A	0	39	56
YAL016W	556	332	319
YAL015C	134	68	66
YAL014C	109	50	59
YAL013W	220	96	124
YAL012W	482	228	254
YAL011W	140	73	67
YAL010C	121	60	61
YAL009W	124	65	59
YAL008W	217	119	98
YAL007C	181	95	86
tP(UGG)A	0	0	0
YAL005C	5891	4070	4126
YAL004W	0	1089	1215
YAL003W	1547	800	747
snR18	16	10	6
YAL002W	192	104	88
YAL001C	308	154	154
YAR002W	182	96	86
YAR002C-A	375	180	195
YAR003W	118	58	60
YAR007C	410	216	194
YAR008W	111	55	56
YAR009C	119	58	61
YAR010C	60	27	33
tA(UGC)A	0	0	0
YAR014C	321	148	173
YAR015W	535	265	270
YAR018C	116	67	49
YAR019C	64	33	41
YAR019W-A	0	5	5
YAR020C	27	14	13
YAR023C	21	10	11
tL(CAA)A	0	0	0
tS(AGA)A	0	0	0
YAR027W	207	104	103
YAR028W	18	8	10
YAR029W	2	3	1
YAR030C	1	3	3
YAR031W	40	19	24
YAR033W	29	17	12
YAR035W	727	363	365
YAR035C-A	5	5	1
YAR042W	248	133	115
YAR047C	0	0	0
YAR050W	13	4	9
YAR053W	0	0	0
YAR060C	3	2	1
YAR061W	5	2	3
YAR062W	5	3	2
YAR064W	3	2	1
YAR066W	45	27	18
YAR068W	41	14	27
YAR069C	1	1	0
YAR070C	4	3	1
YAR071W	62	32	30
YAR073W	8	6	2
YAR075W	1	0	1
