N_unmapped	371	371	371
N_multimapping	82	82	82
N_noFeature	1027	23131	22685
N_ambiguous	14742	51	49
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	0	0	0
YAL067W-A	0	0	0
YAL067C	0	0	0
YAL066W	0	0	0
YAL065C	1	1	0
YAL064W-B	4	4	0
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL063C-A	0	0	0
YAL063C	9	5	4
YAL062W	47	19	28
YAL061W	72	33	40
YAL060W	1137	588	549
YAL059C-A	0	110	139
YAL059W	85	182	152
YAL058W	193	139	127
YAL056C-A	2	33	42
YAL056W	234	127	107
YAL055W	25	16	9
YAL054C	93	47	46
YAL053W	647	335	312
YAL051W	256	124	132
YAL049C	298	152	146
YAL048C	110	59	61
YAL047W-A	0	5	5
YAL047C	108	59	49
YAL046C	133	73	60
YAL045C	0	69	60
YAL044W-A	1	62	70
YAL044C	1271	595	678
YAL043C	352	173	179
YAL042C-A	0	257	277
YAL042W	934	752	716
YAL041W	395	178	217
YAL040C	432	205	227
YAL039C	289	150	139
YAL038W	5266	8305	8662
YAL037C-B	1	5992	5695
YAL037C-A	6	0	6
YAL037W	60	31	29
YAL036C	600	312	288
YAL035W	2806	1387	1435
YAL034C-B	0	24	23
YAL034W-A	63	44	50
YAL034C	108	59	49
YAL033W	190	96	96
YAL032C	117	65	54
YAL031W-A	0	17	9
YAL031C	161	90	97
YAL030W	153	68	89
YAL029C	880	444	440
YAL028W	51	31	20
YAL027W	91	52	57
YAL026C-A	1	9	10
YAL026C	480	277	285
HRA1	0	46	36
YAL025C	743	357	386
YAL024C	248	124	124
YAL023C	2298	1120	1178
YAL022C	314	153	161
YAL021C	514	247	267
YAL020C	52	106	93
YAL019W-A	0	65	82
YAL019W	690	333	357
YAL018C	1	0	1
YAL017W	420	214	221
YAL016C-B	0	10	5
YAL016C-A	0	54	50
YAL016W	555	319	340
YAL015C	176	73	103
YAL014C	205	103	102
YAL013W	300	159	141
YAL012W	2214	1115	1099
YAL011W	226	103	125
YAL010C	133	54	81
YAL009W	166	74	93
YAL008W	118	60	58
YAL007C	696	361	335
tP(UGG)A	0	0	0
YAL005C	2810	2060	2210
YAL004W	0	745	715
YAL003W	4353	2151	2202
snR18	56	24	32
YAL002W	306	165	142
YAL001C	519	243	277
YAR002W	482	229	253
YAR002C-A	1010	561	449
YAR003W	297	145	152
YAR007C	572	284	288
YAR008W	194	99	95
YAR009C	217	102	115
YAR010C	110	50	61
tA(UGC)A	0	0	0
YAR014C	680	326	354
YAR015W	2305	1180	1146
YAR018C	145	95	71
YAR019C	118	68	67
YAR019W-A	0	13	4
YAR020C	11	4	7
YAR023C	35	12	23
tL(CAA)A	0	0	0
tS(AGA)A	0	0	0
YAR027W	238	112	126
YAR028W	83	36	47
YAR029W	7	8	11
YAR030C	2	7	7
YAR031W	38	23	15
YAR033W	74	35	39
YAR035W	142	71	71
YAR035C-A	0	0	0
YAR042W	434	213	221
YAR047C	0	0	0
YAR050W	13	8	5
YAR053W	1	0	1
YAR060C	4	1	3
YAR061W	6	2	4
YAR062W	11	6	5
YAR064W	7	3	4
YAR066W	41	25	16
YAR068W	34	16	18
YAR069C	0	0	0
YAR070C	2	1	1
YAR071W	76	29	47
YAR073W	12	6	6
YAR075W	2	2	0
