10000,0.002243,3.163100;
20000,0.001833,3.139000;
40000,0.002877,3.130975;
80000,0.003011,3.145450;
160000,0.006378,3.139050;
320000,0.011708,3.142144;
640000,0.022726,3.142972;
1280000,0.045459,3.141261;
2560000,0.091086,3.140463;
5120000,0.181931,3.141388;
10240000,0.363436,3.141471;
20480000,0.694963,3.141850;
40960000,1.382165,3.141733;
