10000	0,00323	3,1712
20000	0,000713	3,152
40000	0,001424	3,1294
80000	0,002844	3,14125
160000	0,005689	3,139025
320000	0,011381	3,141775
640000	0,022722	3,143169
1280000	0,045693	3,141188
2560000	0,091057	3,140231
5120000	0,181736	3,141169
10240000	0,363007	3,141612
20480000	0,690295	3,141435
40960000	1,379908	3,14184
