10000,0.000894,3.154400;
20000,0.000874,3.139100;
40000,0.001656,3.138375;
80000,0.003303,3.142725;
160000,0.006580,3.139909;
320000,0.011746,3.142127;
640000,0.022799,3.141283;
1280000,0.045589,3.141661;
2560000,0.091162,3.141258;
5120000,0.182300,3.141836;
10240000,0.364620,3.141654;
20480000,0.696023,3.141592;
40960000,1.389786,3.141790;
