10000,0.003174,3.141563;
20000,0.000953,3.145381;
40000,0.001890,3.139684;
80000,0.003773,3.142117;
160000,0.007537,3.140971;
320000,0.011673,3.141687;
640000,0.022836,3.141810;
1280000,0.045664,3.141724;
2560000,0.091342,3.141410;
5120000,0.182648,3.141582;
10240000,0.365447,3.141483;
20480000,0.699625,3.141702;
40960000,1.387876,3.141616;
