ID_REF	VALUE
1552507_at	4.1143186
1552508_at	4.700387872
1552509_a_at	2.958423607
1552510_at	8.302070252
1552511_a_at	3.962289416
1552514_at	3.029233398
1552515_at	3.490171318
1552516_a_at	5.547873809
1552518_s_at	4.29229755
1552519_at	5.814542073
1552520_at	2.909744504
1552521_a_at	2.753029212
1552522_at	3.069120554
1552523_a_at	3.364623872
1552524_at	5.840449352
1552526_at	3.816869202
1552528_at	6.206214301
1552531_a_at	3.606384776
1552532_a_at	3.469600268
1552535_at	4.817981964
1552536_at	4.583330852
1552538_a_at	3.044191204
1552540_s_at	5.351706888
1552541_at	6.171609395
1552542_s_at	4.450775752
1552543_a_at	3.387674697
1552544_at	3.697089535
1552546_a_at	5.731207168
1552548_at	3.751909053
1552549_a_at	4.998905698
1552552_s_at	3.406631876
1552553_a_at	4.72126534
1552554_a_at	3.553470676
1552555_at	5.357763011
1552557_a_at	2.866556028
1552558_a_at	5.594914172
1552559_a_at	3.749569778
1552562_at	3.606384776
1552563_a_at	4.123104126
1552564_at	3.128373879
1552566_at	3.581381175
1552568_at	3.745217835
1552569_a_at	3.554164424
1552570_at	3.661424878
1552572_a_at	3.233276723
1552573_s_at	4.361742074
1552575_a_at	4.317250278
1552576_at	3.680948872
1552578_a_at	3.243790001
1552579_a_at	3.495154511
1552580_at	4.288417573
1552582_at	3.224585482
1552583_s_at	3.24282813
1552584_at	5.226217729
1552585_s_at	3.053563872
1552586_at	4.540264828
1552587_at	3.180157557
1552588_a_at	2.983640025
1552590_a_at	3.276068363
1552592_at	3.147581189
1552594_at	5.047936748
1552596_at	5.622554637
1552598_at	3.877436375
1552599_at	2.968482729
1552602_at	4.258670863
1552604_at	4.213853169
1552605_s_at	3.361673787
1552607_at	4.239679784
1552608_at	4.137567438
1552609_s_at	3.897734384
1552610_a_at	8.492050193
1552611_a_at	6.43716496
1552612_at	7.555298632
1552613_s_at	7.089826026
1552615_at	7.587407112
1552616_a_at	4.728475808
1552617_a_at	8.000165636
1552618_at	7.3131912
1552619_a_at	8.185277414
1552620_at	6.443139385
1552621_at	7.49444539
1552622_s_at	6.536951199
1552623_at	6.486088612
1552625_a_at	6.549897488
1552626_a_at	4.976011031
1552627_a_at	5.841707031
1552628_a_at	7.482938615
1552629_a_at	3.405024847
1552630_a_at	4.869260485
1552631_a_at	5.108609592
1552632_a_at	4.397825796
1552633_at	4.693877828
1552634_a_at	5.404507039
1552637_at	3.230861975
1552639_at	5.436728419
1552641_s_at	6.527764216
1552643_at	4.534861866
1552644_a_at	4.81966777
1552646_at	5.40972693
1552648_a_at	7.048499288
1552649_a_at	5.024505757
1552651_a_at	6.132177897
1552652_at	6.115854855
1552656_s_at	5.142859689
1552657_a_at	4.32880184
1552658_a_at	3.420424918
1552660_a_at	5.641274124
1552661_at	2.717981159
1552662_a_at	4.013745098
1552663_a_at	5.591835346
1552664_at	5.717433775
1552665_at	4.314768996
1552666_a_at	2.784743999
1552667_a_at	6.123707166
1552669_at	3.678107015
1552670_a_at	5.830550639
1552671_a_at	4.772938771
1552672_a_at	5.146057037
1552673_at	3.927191506
1552674_at	2.945072105
1552675_at	2.843705949
1552676_at	5.438730217
1552677_a_at	5.099498268
1552678_a_at	6.641830894
1552680_a_at	5.152743048
1552682_a_at	5.320790126
1552684_a_at	4.460210058
1552685_a_at	5.15678714
1552686_at	4.167908487
1552687_a_at	3.639804545
1552689_at	6.313419429
1552690_a_at	4.230292403
1552691_at	3.139618855
1552693_at	3.007039305
1552694_at	3.220440908
1552695_a_at	5.141926765
1552696_at	4.830973326
1552698_at	5.152063844
1552701_a_at	7.993990595
1552703_s_at	6.827129023
1552705_at	2.894724857
1552708_a_at	3.153215897
1552711_a_at	7.315784196
1552712_a_at	3.862934056
1552713_a_at	3.26127146
1552714_at	3.294132353
1552715_a_at	2.840626606
1552716_at	5.405468176
1552717_s_at	4.750166411
1552718_at	4.425828938
1552719_at	5.443260068
1552721_a_at	3.005353769
1552722_at	2.804585917
1552724_at	4.61565984
1552725_s_at	3.674169486
1552726_at	4.234180916
1552727_s_at	3.3558653
1552729_at	6.241646423
1552730_at	3.673176904
1552731_at	3.174837352
1552732_at	2.709010048
1552733_at	4.238007228
1552734_at	3.311752904
1552735_at	3.760616396
1552736_a_at	3.05824592
1552737_s_at	4.800294242
1552738_a_at	4.123236143
1552739_s_at	5.982087569
1552740_at	3.803483654
1552742_at	5.138799044
1552743_at	3.44769464
1552745_at	3.012138853
1552747_a_at	2.717981159
1552749_a_at	7.201170775
1552750_at	3.149752811
1552751_a_at	4.959285795
1552752_a_at	3.256413442
1552754_a_at	2.786916381
1552755_at	4.855170949
1552757_s_at	3.357358094
1552758_at	3.012524591
1552760_at	2.85672324
1552761_at	5.459677756
1552763_at	2.64641239
1552765_x_at	2.711797541
1552766_at	3.961288104
1552767_a_at	7.969055906
1552768_at	5.570852255
1552769_at	3.881257697
1552770_s_at	4.041964724
1552771_a_at	3.241159215
1552772_at	4.160305919
1552773_at	3.846320054
1552774_a_at	3.627377631
1552775_at	4.658962137
1552777_a_at	3.842175059
1552779_a_at	4.100994856
1552782_at	3.326371832
1552783_at	3.04248534
1552785_at	3.042252504
1552787_at	3.800228148
1552788_a_at	4.925793591
1552789_at	4.257616888
1552790_a_at	6.82344239
1552791_a_at	2.831509029
1552792_at	3.948118478
1552793_at	3.493217169
1552794_a_at	3.453101316
1552796_a_at	3.435904699
1552797_s_at	4.975751672
1552798_a_at	6.219135965
1552799_at	3.868500546
1552800_at	6.03710999
1552801_at	3.670014804
1552803_a_at	3.4804743
1552804_a_at	5.503500869
1552806_a_at	3.67097867
1552807_a_at	6.579663422
1552808_at	2.847741836
1552809_at	3.13071955
1552811_at	6.036160072
1552812_a_at	4.884804226
1552813_at	5.069297775
1552814_a_at	3.734403924
1552816_at	2.900492413
1552818_a_at	2.930785792
1552819_at	3.66556352
1552822_at	3.348824439
1552825_at	3.324946181
1552826_at	2.637844472
1552827_s_at	3.257533483
1552828_at	3.509914538
1552829_at	4.554192248
1552830_at	3.377469051
1552833_at	6.255621838
1552834_at	7.058998902
1552835_at	3.565549778
1552836_at	5.613347706
1552837_at	2.695970391
1552839_at	3.141393656
1552841_s_at	3.033114667
1552842_at	4.326963326
1552843_at	3.644736243
1552845_at	5.420770434
1552846_s_at	5.834755455
1552848_a_at	3.220769221
1552849_at	3.552940949
1552851_at	2.726342525
1552852_a_at	2.966557533
1552853_at	3.213466789
1552854_a_at	4.552668754
1552856_at	3.576467815
1552857_a_at	3.812765213
1552858_at	2.745733697
1552860_at	3.380272135
1552862_at	4.520707471
1552863_a_at	6.683079277
1552865_a_at	5.577719836
1552867_at	6.047889801
1552868_at	5.929788299
1552870_s_at	3.379676144
1552872_at	4.885454625
1552873_s_at	5.777156522
1552875_a_at	3.21877384
1552876_at	3.048470353
1552877_s_at	4.139527181
1552878_at	2.693895266
1552879_a_at	3.707796831
1552880_at	3.813209538
1552882_a_at	4.163214988
1552884_at	4.364535011
1552885_a_at	5.91803581
1552887_at	4.344729864
1552889_a_at	7.414266986
1552890_a_at	4.365977727
1552892_at	5.315638534
1552893_at	5.446496403
1552895_a_at	3.004313013
1552897_a_at	3.043275092
1552898_a_at	3.439477893
1552899_at	2.837571044
1552900_a_at	3.13792181
1552902_a_at	3.705137732
1552903_at	3.667288848
1552904_at	2.729816684
1552906_at	2.749454914
1552908_at	2.928039913
1552910_at	3.589491642
1552911_at	4.049002538
1552912_a_at	3.449921613
1552913_at	2.717981159
1552914_a_at	5.694310652
1552915_at	3.738499874
1552917_at	4.077509036
1552919_at	3.029149606
1552921_a_at	5.86459735
1552922_at	2.888770161
1552923_a_at	4.042173806
1552924_a_at	4.908574055
1552925_at	3.946443648
1552927_at	3.936451376
1552928_s_at	3.938657689
1552929_at	3.3400471
1552930_at	7.030988941
1552931_a_at	6.673196198
1552932_at	3.613459875
1552933_at	2.885251082
1552935_at	4.483580464
1552937_s_at	6.446038626
1552938_at	3.832281024
1552939_at	2.859647942
1552940_at	3.288036397
1552942_at	4.388661377
1552943_at	2.852317079
1552944_a_at	7.627349451
1552946_at	3.357874228
1552947_x_at	3.442442738
1552948_at	4.647965479
1552950_at	2.761950843
1552952_at	2.985218015
1552953_a_at	4.433518614
1552954_at	3.81490339
1552955_at	4.201143313
1552957_at	3.178467108
1552960_at	4.73287425
1552961_at	4.049699749
1552964_at	4.282417199
1552965_a_at	4.140858652
1552967_at	4.174843936
1552969_a_at	3.660235139
1552970_s_at	3.634177808
1552971_at	3.205810148
1552972_at	2.631000554
1552973_at	3.476338008
1552974_at	2.522025082
1552975_x_at	2.80667806
1552976_at	4.192812635
1552977_a_at	7.142031796
1552978_a_at	6.270235456
1552979_at	3.127851139
1552980_at	4.716616482
1552982_a_at	3.878243864
1552985_at	3.942902738
1552986_at	4.096167373
1552987_a_at	2.636972793
1552988_at	3.638132555
1552990_at	3.020391106
1552991_at	3.136006874
1552993_at	2.766435333
1552995_at	5.642325434
1552997_a_at	4.870977406
1552998_at	3.016614651
1552999_a_at	3.611836265
1553002_at	3.261598855
1553003_at	3.750201827
1553004_at	3.094816619
1553006_at	3.270151055
1553007_a_at	3.408970062
1553009_s_at	4.066877342
1553011_at	5.007525797
1553013_at	3.607809983
1553015_a_at	7.844342111
1553016_at	3.841247524
1553019_at	5.760240826
1553020_at	3.185967656
1553021_s_at	3.912738973
1553022_at	2.732483252
1553023_a_at	4.133416064
1553024_at	2.803029299
1553025_at	2.843265599
1553027_a_at	3.772356152
1553028_at	3.242365135
1553030_a_at	6.396202736
1553031_at	4.122984583
1553032_at	3.54246276
1553033_at	3.223427239
1553034_at	4.871690935
1553036_at	3.059575042
1553037_a_at	3.765834081
1553039_a_at	6.409837036
1553041_at	3.723708309
1553042_a_at	5.513948235
1553043_a_at	6.139346875
1553044_at	4.167558035
1553045_at	3.978367694
1553046_s_at	5.595411511
1553047_at	5.706283855
1553048_a_at	5.166511016
1553051_s_at	4.20616368
1553052_at	3.366415797
1553053_at	3.786749625
1553055_a_at	3.900820562
1553057_at	3.670269219
1553058_at	4.092223671
1553059_at	3.19880993
1553060_at	4.42172526
1553061_at	3.968479393
1553062_at	4.380000974
1553063_at	4.809873055
1553064_at	3.793810217
1553066_at	3.525045091
1553067_a_at	4.129057131
1553069_at	3.397381113
1553070_a_at	3.714662536
1553071_a_at	4.322828014
1553072_at	3.768361897
1553074_at	2.916785052
1553075_a_at	2.831302011
1553076_at	3.336398445
1553077_at	3.216466152
1553078_at	3.426754864
1553079_at	3.618958602
1553080_at	3.201126988
1553081_at	5.383037472
1553082_at	4.676506913
1553083_at	4.303547803
1553084_at	3.233276723
1553086_at	2.957367429
1553087_at	3.973129655
1553088_a_at	6.719716011
1553089_a_at	4.186008925
1553093_a_at	3.086994713
1553094_at	4.223542599
1553096_s_at	6.656433992
1553099_at	6.164940131
1553101_a_at	8.553889405
1553102_a_at	5.493158699
1553103_at	7.998284255
1553105_s_at	9.208247986
1553106_at	5.241053205
1553107_s_at	5.948994455
1553108_at	6.32718686
1553111_a_at	4.618729637
1553112_s_at	7.131532723
1553113_s_at	7.235365105
1553114_a_at	8.007668801
1553115_at	5.199238195
1553117_a_at	7.705522744
1553118_at	6.938635357
1553120_at	3.553470676
1553122_s_at	3.701126598
1553123_at	3.609711192
1553125_x_at	4.524814002
1553126_a_at	2.93550733
1553127_a_at	3.36891406
1553129_at	2.874154389
1553130_at	6.616306399
1553131_a_at	5.068747448
1553132_a_at	7.97385329
1553133_at	6.691452087
1553134_s_at	3.140970105
1553136_at	6.289083368
1553137_s_at	4.396023028
1553138_a_at	3.001089467
1553139_s_at	5.359769913
1553140_at	3.018794555
1553141_at	4.505900483
1553142_at	3.317589325
1553145_at	6.050261285
1553146_at	3.123459739
1553147_at	2.883713621
1553148_a_at	5.71033335
1553150_at	4.915845655
1553151_at	3.857056842
1553153_at	4.858636756
1553155_x_at	4.049508985
1553156_at	4.042068286
1553157_at	3.758029523
1553158_at	4.994285117
1553159_at	5.064647655
1553162_x_at	5.730513191
1553163_at	5.650679974
1553165_at	4.250773997
1553166_at	5.050392617
1553167_a_at	5.258299554
1553168_at	4.770406409
1553169_at	4.221541609
1553171_x_at	3.311465118
1553172_at	6.595274702
1553174_at	5.400461206
1553175_s_at	4.376232667
1553176_at	3.132625383
1553177_at	3.874161606
1553178_a_at	5.364686339
1553179_at	3.734262163
1553180_at	2.487608234
1553181_at	5.219264951
1553183_at	3.345951732
1553185_at	7.983701863
1553186_x_at	6.885383437
1553188_s_at	4.009246569
1553190_s_at	5.431254014
1553191_at	2.733356574
1553192_at	3.127536676
1553193_at	2.737825526
1553194_at	3.312146771
1553196_a_at	3.563421672
1553197_at	2.818279834
1553199_at	3.310023069
1553202_at	3.942976239
1553204_at	4.606811346
1553205_at	5.713645565
1553207_at	5.234283768
1553208_s_at	3.469697927
1553209_at	3.625858386
1553211_at	3.610798349
1553212_at	3.876177563
1553213_a_at	3.53973403
1553214_a_at	2.803025416
1553215_s_at	3.569022371
1553216_at	4.097729098
1553217_s_at	4.71035776
1553218_a_at	7.352523546
1553219_a_at	6.254322074
1553220_at	5.316277288
1553221_at	4.458166829
1553222_at	7.229214291
1553224_at	5.511793952
1553225_s_at	5.227801022
1553226_at	3.786593449
1553227_s_at	5.780685208
1553228_at	2.988635905
1553229_at	4.588301589
1553232_at	3.536762264
1553234_at	4.135013364
1553235_at	3.781702105
1553237_x_at	3.677388623
1553238_a_at	5.979770612
1553239_at	4.317295345
1553241_at	3.579745482
1553243_at	5.024799475
1553244_at	3.693152199
1553246_a_at	4.604881152
1553247_a_at	2.862296505
1553248_at	5.124305034
1553249_at	3.301658265
1553252_a_at	5.217651322
1553253_at	6.857640586
1553254_at	3.142528755
1553255_at	3.524631184
1553257_at	5.724786537
1553258_at	4.082175993
1553260_s_at	2.785624629
1553261_x_at	2.744343746
1553262_a_at	7.108984505
1553263_at	6.183631045
1553264_a_at	5.442044258
1553265_at	3.65208946
1553266_at	2.606590782
1553267_a_at	3.678217797
1553268_at	3.60801131
1553269_at	4.060640985
1553271_at	3.772356152
1553272_at	4.751694064
1553274_a_at	7.42112798
1553275_s_at	4.050256047
1553276_at	2.850358241
1553277_at	2.717981159
1553279_at	5.878045129
1553280_at	4.490750656
1553281_at	5.045272988
1553282_at	3.730931388
1553284_s_at	3.907492022
1553285_s_at	3.00632164
1553286_at	5.975121626
1553288_a_at	4.051683184
1553292_s_at	4.359256321
1553293_at	3.116311693
1553295_at	2.643639689
1553296_at	3.650730055
1553297_a_at	8.615294211
1553298_at	4.221904195
1553299_at	3.81769638
1553300_a_at	4.717882073
1553301_a_at	3.96097895
1553303_at	5.374229049
1553304_at	4.163470444
1553306_at	3.589565596
1553310_at	3.015288909
1553311_at	2.955195843
1553313_s_at	4.183553313
1553314_a_at	3.742950551
1553315_at	3.043704125
1553316_at	4.216623131
1553317_s_at	3.032626865
1553318_at	4.049699749
1553319_at	3.157084657
1553320_s_at	2.714639326
1553321_a_at	3.303729773
1553322_s_at	3.573908582
1553323_a_at	4.660901243
1553325_at	3.564318817
1553326_at	3.274083654
1553327_a_at	3.373423621
1553328_a_at	3.657229874
1553329_at	3.109528093
1553330_at	2.917906277
1553333_at	3.064996163
1553335_x_at	3.354671665
1553336_a_at	4.600100533
1553338_at	6.661793985
1553340_s_at	5.353638812
1553341_at	3.828401377
1553344_at	2.65716558
1553346_a_at	4.870506922
1553347_s_at	4.507568149
1553348_a_at	6.222580198
1553349_at	5.927565709
1553350_at	3.772356152
1553351_at	3.872115209
1553352_x_at	4.098445704
1553354_a_at	4.256026774
1553355_at	3.995265307
1553356_at	2.933615304
1553357_at	3.127187587
1553359_at	6.946006421
1553361_x_at	6.72062274
1553362_at	2.668707985
1553363_at	3.610368562
1553364_at	3.824454938
1553365_at	3.180170125
1553366_s_at	4.932729228
1553367_a_at	5.583806919
1553369_at	4.669053344
1553371_at	3.44213019
1553372_at	4.171719888
1553373_at	3.140821698
1553374_at	3.044736305
1553375_at	4.141959699
1553376_a_at	2.998991413
1553378_a_at	3.57873597
1553380_at	3.235762614
1553383_at	2.699180314
1553385_at	4.955538174
1553386_at	5.273706942
1553387_at	3.887549454
1553388_at	3.697350068
1553389_at	3.769812441
1553390_at	3.240258304
1553391_at	3.065451113
1553392_at	3.854745085
1553394_a_at	2.915410568
1553395_a_at	4.186306189
1553396_a_at	5.634988756
1553397_at	6.509779452
1553398_at	2.814290314
1553399_a_at	6.177125739
1553400_a_at	4.817152733
1553401_at	2.889943334
1553402_a_at	3.675423768
1553403_at	4.277384742
1553405_a_at	3.282801814
1553407_at	5.250050286
1553409_at	3.337099105
1553410_a_at	3.339787364
1553411_s_at	3.764922188
1553412_at	4.035153529
1553413_at	3.723051297
1553415_at	2.78898905
1553417_at	3.863601325
1553418_a_at	3.934546469
1553420_at	3.646437588
1553422_s_at	4.239182845
1553423_a_at	2.766946355
1553424_at	3.44213019
1553425_at	3.751354406
1553426_at	2.758630681
1553427_at	4.586347758
1553428_at	3.438398491
1553429_at	3.898105152
1553430_a_at	4.085476364
1553432_s_at	4.168848296
1553433_at	2.826144205
1553434_at	3.108968304
1553435_at	4.091579157
1553436_at	3.152537896
1553437_at	4.422342689
1553438_at	6.712717376
1553439_at	4.856449028
1553440_at	2.758737894
1553441_at	2.522025082
1553442_a_at	2.850956934
1553443_at	3.762002449
1553444_a_at	5.460270058
1553446_at	3.240380239
1553447_at	4.035199489
1553448_at	3.081601069
1553449_at	3.569005993
1553450_s_at	3.180157557
1553451_at	3.899567852
1553452_at	3.214230694
1553453_at	4.228519429
1553454_at	3.140058759
1553456_at	3.145368527
1553457_at	5.556354487
1553458_at	4.256641467
1553459_at	6.651059842
1553460_at	3.872979077
1553461_at	3.155604398
1553462_at	3.028157073
1553464_at	6.417927443
1553465_a_at	3.376722741
1553466_at	3.66200259
1553467_at	3.327649642
1553468_at	3.256598379
1553470_at	3.291048939
1553471_at	2.947765641
1553472_at	3.614565404
1553474_at	2.701937827
1553475_at	3.107595814
1553478_at	3.503610966
1553479_at	4.109593301
1553482_at	3.049481162
1553483_at	5.540283682
1553484_at	2.912399328
1553485_at	3.81818298
1553486_a_at	3.283125343
1553488_at	5.183705508
1553489_a_at	3.931177201
1553491_at	3.434522133
1553492_a_at	3.895047283
1553493_a_at	4.387745288
1553494_at	2.899172671
1553497_at	2.981654903
1553498_at	3.636391358
1553499_s_at	5.57916548
1553500_at	3.906872068
1553502_a_at	3.210278396
1553504_at	3.831888085
1553505_at	3.608733267
1553506_at	3.61145123
1553507_a_at	5.288021988
1553508_at	3.310071928
1553510_s_at	8.406571482
1553511_at	5.323216967
1553512_at	3.7210022
1553513_at	3.218529971
1553514_a_at	3.184044887
1553515_at	3.827882423
1553517_at	4.323575052
1553518_at	4.234500683
1553519_at	2.754443342
1553521_at	3.172929831
1553523_at	4.489150002
1553524_at	3.370993674
1553525_at	5.10876876
1553526_at	4.051895656
1553527_at	3.920852523
1553528_a_at	6.777829733
1553529_at	3.324923907
1553530_a_at	10.50986455
1553531_at	3.523701862
1553532_a_at	5.424787576
1553533_at	5.12394524
1553534_at	3.660248394
1553535_a_at	7.536974414
1553536_at	3.936839791
1553537_at	3.182422652
1553538_s_at	14.51472107
1553539_at	4.030125672
1553540_a_at	5.003951953
1553541_at	3.293098829
1553542_at	5.763444394
1553544_at	4.457073592
1553545_at	5.061877974
1553546_at	2.722314269
1553547_at	3.116759212
1553549_at	3.591767719
1553550_at	3.478376869
1553551_s_at	14.11838551
1553552_at	4.09295644
1553553_at	3.354397553
1553555_at	3.392671115
1553556_at	2.981300736
1553558_at	3.693544348
1553559_at	6.562367852
1553560_at	3.504298155
1553561_at	3.283265184
1553562_at	4.122617851
1553564_at	4.254943644
1553565_s_at	5.236444538
1553566_at	5.628050094
1553567_s_at	14.41065324
1553568_a_at	4.139793949
1553569_at	14.37289129
1553570_x_at	14.42503389
1553572_a_at	6.664264283
1553573_s_at	3.772356152
1553574_at	2.965625068
1553575_at	7.678865357
1553579_a_at	2.792646912
1553581_s_at	9.286048139
1553582_a_at	3.406920381
1553583_a_at	3.993998224
1553584_at	4.432903977
1553585_a_at	3.888231584
1553586_at	4.182650932
1553587_a_at	7.740000348
1553588_at	14.3541323
1553589_a_at	7.86366278
1553590_at	5.20882862
1553591_at	4.033914039
1553592_x_at	4.381171461
1553593_a_at	3.898090741
1553594_a_at	5.220526507
1553599_a_at	2.698105013
1553600_at	4.157124896
1553601_a_at	3.329473196
1553602_at	6.04775577
1553603_s_at	6.184502754
1553604_at	2.672460673
1553605_a_at	2.944859357
1553607_at	2.740053127
1553608_a_at	3.102953283
1553611_s_at	5.092905846
1553612_at	4.9129736
1553613_s_at	4.789783414
1553614_a_at	3.341881054
1553618_at	3.219539305
1553619_a_at	3.783441597
1553620_at	2.684892781
1553622_a_at	3.20025887
1553623_at	3.555581863
1553625_at	2.621010456
1553626_a_at	3.606384776
1553627_s_at	2.744637157
1553629_a_at	4.291276359
1553630_at	3.074164369
1553633_s_at	3.605235158
1553634_a_at	3.841420615
1553635_s_at	3.250443345
1553636_at	2.6478503
1553637_s_at	4.021007346
1553639_a_at	6.116137185
1553640_at	4.201228658
1553641_a_at	4.460628291
1553642_at	6.038316594
1553644_at	3.867931771
1553645_at	2.789462875
1553646_at	3.204172952
1553647_at	5.203359398
1553651_at	2.913502006
1553652_a_at	3.035153159
1553654_at	2.722401321
1553655_at	3.321971593
1553656_at	6.323118546
1553657_at	5.600864366
1553658_at	3.772356152
1553660_at	4.455672184
1553661_a_at	3.038128283
1553663_a_at	6.214336576
1553666_at	3.356598321
1553668_at	4.830215582
1553670_at	3.556676021
1553672_at	4.359481174
1553673_at	3.979635979
1553674_at	3.189308859
1553675_at	4.201499382
1553677_a_at	7.503366421
1553678_a_at	10.87133108
1553679_s_at	5.342516206
1553681_a_at	6.129702661
1553682_at	4.131793999
1553683_s_at	3.825237284
1553684_at	5.094693108
1553685_s_at	5.416847461
1553686_at	4.164124828
1553688_at	4.461181666
1553689_s_at	5.822897339
1553690_at	4.876314488
1553691_at	4.430219449
1553693_s_at	6.712838973
1553694_a_at	7.543048642
1553695_a_at	6.456094705
1553696_s_at	3.553470676
1553697_at	3.32998381
1553698_a_at	3.840338643
1553701_a_at	6.16669898
1553702_at	4.492757705
1553703_at	8.222198315
1553704_x_at	7.635422135
1553705_a_at	5.914856948
1553706_at	3.44213019
1553708_at	3.345798111
1553709_a_at	8.182163534
1553710_at	3.162658027
1553711_a_at	3.08829102
1553713_a_at	6.011754582
1553715_s_at	9.276085951
1553717_at	4.764551717
1553718_at	7.145999699
1553719_s_at	3.936059432
1553720_a_at	5.244078717
1553721_at	2.938594191
1553722_s_at	3.265263345
1553723_at	4.157124896
1553725_s_at	6.300451442
1553726_s_at	3.478428078
1553727_at	5.418496454
1553728_at	7.136939406
1553729_s_at	3.375794735
1553730_x_at	6.428406157
1553732_s_at	5.622554637
1553734_at	4.825437803
1553736_at	3.316184644
1553739_at	3.13071955
1553740_a_at	3.783259565
1553741_at	3.22438401
1553743_at	5.688074685
1553746_a_at	3.093567318
1553747_at	2.991839325
1553749_at	5.4726994
