ID_REF	VALUE
1007_s_at	10.1997743
1053_at	8.427888194
117_at	5.085530672
121_at	7.786388184
1255_g_at	2.932920644
1294_at	7.049651398
1316_at	4.580550799
1320_at	5.331036167
1405_i_at	6.908214571
1431_at	3.258711256
1438_at	9.551869197
1487_at	8.413674505
1494_f_at	5.28070023
1552256_a_at	8.857888851
1552257_a_at	9.139856584
1552258_at	4.640235452
1552261_at	4.39364996
1552263_at	6.959571148
1552264_a_at	8.404977888
1552266_at	3.604232486
1552269_at	3.284646879
1552271_at	5.359588164
1552272_a_at	5.242375005
1552274_at	5.922210402
1552275_s_at	6.048018135
1552276_a_at	5.429826956
1552277_a_at	7.54456466
1552278_a_at	4.734176409
1552279_a_at	6.176358436
1552280_at	3.2877824
1552281_at	8.420215831
1552283_s_at	3.403869158
1552286_at	4.898309703
1552287_s_at	7.051511603
1552288_at	3.588280676
1552289_a_at	4.468936046
1552291_at	6.425032829
1552293_at	4.01396435
1552295_a_at	7.059714239
1552296_at	4.292678911
1552299_at	5.16076488
1552301_a_at	4.076819022
1552302_at	3.246739063
1552303_a_at	5.020616693
1552304_at	4.433008516
1552306_at	5.576472147
1552307_a_at	5.189324515
1552309_a_at	6.056570785
1552310_at	7.172536607
1552311_a_at	6.534890206
1552312_a_at	7.458547168
1552314_a_at	4.170313129
1552315_at	5.183372341
1552316_a_at	4.962202696
1552318_at	4.238814202
1552319_a_at	3.707531716
1552320_a_at	3.309460865
1552321_a_at	3.065357851
1552322_at	3.040873469
1552323_s_at	4.811442863
1552325_at	2.740212335
1552326_a_at	4.061979471
1552327_at	4.098760398
1552329_at	6.94041515
1552330_at	5.283010362
1552332_at	7.029493939
1552334_at	6.134911211
1552335_at	4.629482079
1552337_s_at	3.819288
1552338_at	4.107615271
1552340_at	4.557141291
1552343_s_at	5.265700006
1552344_s_at	6.39149622
1552347_at	7.585709229
1552348_at	5.135202095
1552349_a_at	4.132757873
1552354_at	4.020756608
1552355_s_at	4.703620509
1552359_at	2.697071149
1552360_a_at	6.049430545
1552362_a_at	5.707304291
1552364_s_at	6.244557033
1552365_at	7.008245639
1552367_a_at	5.284776563
1552368_at	3.278295256
1552370_at	7.48007827
1552372_at	2.620135706
1552373_s_at	2.582191649
1552375_at	3.782064159
1552377_s_at	6.328337857
1552378_s_at	6.225655607
1552379_at	2.743463002
1552381_at	3.086076286
1552383_at	6.460269233
1552384_a_at	4.143935312
1552386_at	3.454073226
1552388_at	6.094007179
1552389_at	3.735317975
1552390_a_at	4.276650445
1552391_at	3.24607391
1552393_at	2.804684251
1552394_a_at	2.812413645
1552395_at	6.874947362
1552396_at	3.538509879
1552398_a_at	3.574617317
1552399_a_at	4.003599226
1552400_a_at	4.113136954
1552401_a_at	3.228006899
1552402_at	4.16282125
1552405_at	4.308522205
1552408_at	3.084388074
1552409_a_at	5.502129659
1552410_at	4.01396435
1552411_at	5.550187482
1552412_a_at	3.115494964
1552414_at	3.145178783
1552415_a_at	3.675889433
1552417_a_at	6.277711719
1552418_at	4.167669672
1552419_s_at	5.233298761
1552421_a_at	3.062084826
1552422_at	4.07363863
1552423_at	5.121519293
1552424_at	2.996347259
1552425_a_at	4.63817362
1552426_a_at	8.915882332
1552427_at	4.152717308
1552430_at	2.673667988
1552432_at	4.883262016
1552436_a_at	4.92044356
1552438_a_at	3.046545829
1552439_s_at	2.889212325
1552440_at	3.440047418
1552445_a_at	3.096976417
1552448_a_at	2.866035683
1552449_a_at	3.247239884
1552450_a_at	4.611383896
1552452_at	3.050368639
1552453_a_at	3.270227085
1552455_at	4.916785327
1552456_a_at	3.886829226
1552457_a_at	3.218522841
1552458_at	3.088916086
1552459_a_at	3.896508327
1552461_at	2.898439631
1552463_at	3.145178783
1552466_x_at	2.671791918
1552467_at	6.117304875
1552468_a_at	3.999290185
1552470_a_at	6.668088118
1552472_a_at	6.594442221
1552473_at	7.081928796
1552474_a_at	6.40012698
1552476_s_at	6.691406414
1552477_a_at	7.98510549
1552478_a_at	6.660893458
1552480_s_at	2.823834795
1552481_s_at	4.777180627
1552482_at	3.461683196
1552484_at	6.014628837
1552485_at	5.558579021
1552486_s_at	6.061783679
1552487_a_at	2.702892841
1552489_s_at	2.665940929
1552490_at	3.589611327
1552491_at	4.404009816
1552493_s_at	3.758498015
1552494_at	3.943646002
1552496_a_at	5.521216617
1552497_a_at	5.247991258
1552498_at	3.549229641
1552499_a_at	3.730699028
1552501_a_at	5.24832335
1552502_s_at	5.592679386
1552503_at	4.201900366
1552504_a_at	6.645157716
1552506_at	3.913407123
1552507_at	4.267511887
1552508_at	5.074291002
1552509_a_at	3.268942746
1552510_at	7.919259539
1552511_a_at	3.709485043
1552514_at	3.296639441
1552515_at	3.455300367
1552516_a_at	5.110599517
1552518_s_at	4.433403685
1552519_at	8.45377425
1552520_at	2.956726357
1552521_a_at	2.720076642
1552522_at	2.618523474
1552523_a_at	3.271422607
1552524_at	5.916365833
1552526_at	3.728236354
1552528_at	5.902678476
1552531_a_at	3.32921461
1552532_a_at	4.108348479
1552535_at	4.451955032
1552536_at	4.084478477
1552538_a_at	3.218939961
1552540_s_at	4.726310702
1552541_at	5.749511796
1552542_s_at	3.838442006
1552543_a_at	3.193385657
1552544_at	3.399894741
1552546_a_at	3.324891997
1552548_at	3.364367891
1552549_a_at	5.002396887
1552552_s_at	3.379078933
1552553_a_at	4.443527389
1552554_a_at	3.275717394
1552555_at	5.283903372
1552557_a_at	2.951905481
1552558_a_at	5.40091425
1552559_a_at	3.775578776
1552562_at	4.187102087
1552563_a_at	3.78629228
1552564_at	2.967840756
1552566_at	3.46301314
1552568_at	3.662163638
1552569_a_at	3.619245643
1552570_at	3.526581476
1552572_a_at	2.712938145
1552573_s_at	3.550243662
1552575_a_at	4.875453418
1552576_at	3.877785498
1552578_a_at	2.926735327
1552579_a_at	3.486573908
1552580_at	4.322746684
1552582_at	3.084235388
1552583_s_at	4.458979523
1552584_at	5.437396389
1552585_s_at	2.97237395
1552586_at	4.634709521
1552587_at	2.969699194
1552588_a_at	2.980494289
1552590_a_at	3.233620369
1552592_at	2.655369624
1552594_at	5.187213176
1552596_at	5.578973698
1552598_at	3.691698482
1552599_at	3.053583402
1552602_at	4.03724689
1552604_at	3.781927596
1552605_s_at	3.326618547
1552607_at	4.392446246
1552608_at	4.116274117
1552609_s_at	3.671152031
1552610_a_at	8.846237796
1552611_a_at	7.141365066
1552612_at	8.314452227
1552613_s_at	7.986541402
1552615_at	7.522358382
1552616_a_at	5.185191624
1552617_a_at	8.409801943
1552618_at	7.308819452
1552619_a_at	8.718755787
1552620_at	6.492696342
1552621_at	8.737838719
1552622_s_at	8.179086752
1552623_at	5.502129659
1552625_a_at	7.323579911
1552626_a_at	4.675581914
1552627_a_at	6.459040614
1552628_a_at	8.129840773
1552629_a_at	3.365364926
1552630_a_at	5.241638754
1552631_a_at	4.787582347
1552632_a_at	4.100835382
1552633_at	5.139981517
1552634_a_at	5.627544427
1552637_at	3.264742677
1552639_at	5.267186754
1552641_s_at	6.662981872
1552643_at	4.665385036
1552644_a_at	5.411288218
1552646_at	5.205270083
1552648_a_at	6.600983391
1552649_a_at	5.703216509
1552651_a_at	6.628743387
1552652_at	5.820009543
1552656_s_at	5.879416404
1552657_a_at	4.544701455
1552658_a_at	3.798292388
1552660_a_at	7.404301236
1552661_at	2.511426359
1552662_a_at	4.453764576
1552663_a_at	6.581203225
1552664_at	6.168274667
1552665_at	4.387867166
1552666_a_at	2.818912206
1552667_a_at	5.213439343
1552669_at	3.513369989
1552670_a_at	6.146717945
1552671_a_at	4.673230112
1552672_a_at	5.18970501
1552673_at	3.76543143
1552674_at	2.979564376
1552675_at	2.951905481
1552676_at	5.0670121
1552677_a_at	5.752812072
1552678_a_at	6.941689251
1552680_a_at	3.974895348
1552682_a_at	4.554633738
1552684_a_at	4.496637533
1552685_a_at	5.077649593
1552686_at	4.21964062
1552687_a_at	3.571114402
1552689_at	5.719701853
1552690_a_at	4.623484513
1552691_at	4.96635598
1552693_at	2.903754687
1552694_at	2.900885408
1552695_a_at	4.029456618
1552696_at	4.287400657
1552698_at	5.418064356
1552701_a_at	8.141571736
1552703_s_at	7.30502602
1552705_at	3.149677768
1552708_a_at	3.029866873
1552711_a_at	6.857784614
