ID_REF	VALUE
1552884_at	4.612712452
1552885_a_at	6.302189115
1552887_at	4.729498009
1552889_a_at	7.561910344
1552890_a_at	4.467929011
1552892_at	5.249943818
1552893_at	5.285650256
1552895_a_at	3.136907096
1552897_a_at	3.335577477
1552898_a_at	3.039370789
1552899_at	2.942841444
1552900_a_at	3.084802644
1552902_a_at	3.769482064
1552903_at	3.887767691
1552904_at	2.761349317
1552906_at	2.807569328
1552908_at	2.854823892
1552910_at	3.233888946
1552911_at	4.059548781
1552912_a_at	4.052386656
1552913_at	2.652988564
1552914_a_at	5.145531419
1552915_at	4.14376716
1552917_at	4.086598818
1552919_at	3.622670097
1552921_a_at	5.585653571
1552922_at	2.725741232
1552923_a_at	3.932581863
1552924_a_at	4.972848313
1552925_at	3.747725261
1552927_at	4.421888555
1552928_s_at	3.818676991
1552929_at	2.851977753
1552930_at	7.321166077
1552931_a_at	6.7440662
1552932_at	3.779127614
1552933_at	3.091554189
1552935_at	4.681818101
1552937_s_at	6.051007091
1552938_at	3.914295225
1552939_at	2.812057676
1552940_at	3.155891128
1552942_at	4.250564453
1552943_at	2.694245709
1552944_a_at	7.70002313
1552946_at	3.138128992
1552947_x_at	3.464433322
1552948_at	4.946567969
1552950_at	2.877455259
1552952_at	3.206878981
1552953_a_at	4.247755547
1552954_at	3.98961463
1552955_at	4.086944497
1552957_at	3.186835454
1552960_at	4.85296147
1552961_at	3.968165505
1552964_at	4.28904974
1552965_a_at	4.355750667
1552967_at	4.130166
1552969_a_at	3.812550702
1552970_s_at	3.393050704
1552971_at	2.884587778
1552972_at	2.726001815
1552973_at	3.691710072
1552974_at	2.621002209
1552975_x_at	2.51823125
1552976_at	4.070519235
1552977_a_at	8.161412533
1552978_a_at	6.33599355
1552979_at	2.72817406
1552980_at	4.328323739
1552982_a_at	3.923466325
1552985_at	3.421718059
1552986_at	4.128387818
1552987_a_at	2.559911291
1552988_at	3.165244109
1552990_at	3.120816233
1552991_at	3.327525357
1552993_at	2.906760614
1552995_at	5.674838809
1552997_a_at	4.865356194
1552998_at	3.098156442
1552999_a_at	3.280048988
1553002_at	3.325205228
1553003_at	3.555221764
1553004_at	3.193373107
1553006_at	3.802030279
1553007_a_at	3.583534436
1553009_s_at	4.083422697
1553011_at	4.837344443
1553013_at	3.353546547
1553015_a_at	7.54171094
1553016_at	3.93998835
1553019_at	5.922982501
1553020_at	3.277910347
1553021_s_at	3.819326781
1553022_at	2.634584102
1553023_a_at	3.662028218
1553024_at	2.735309511
1553025_at	3.159134625
1553027_a_at	3.824605701
1553028_at	3.537224366
1553030_a_at	6.414193421
1553031_at	4.205785337
1553032_at	3.675641179
1553033_at	3.761753017
1553034_at	4.579562554
1553036_at	3.006972777
1553037_a_at	3.493693384
1553039_a_at	6.520627252
1553041_at	3.809740295
1553042_a_at	5.616259253
1553043_a_at	6.285496279
1553044_at	4.10797766
1553045_at	3.924865897
1553046_s_at	5.616251404
1553047_at	5.689713036
1553048_a_at	5.073882609
1553051_s_at	4.458490715
1553052_at	3.303769017
1553053_at	4.006221065
1553055_a_at	3.555484108
1553057_at	3.772356152
1553058_at	4.020105578
1553059_at	3.494763199
1553060_at	4.585730798
1553061_at	4.260301535
1553062_at	4.531863757
1553063_at	4.750370404
1553064_at	3.711749591
1553066_at	3.587652885
1553067_a_at	4.10468356
1553069_at	3.49641438
1553070_a_at	3.863056932
1553071_a_at	4.163540406
1553072_at	3.718279326
1553074_at	3.233888946
1553075_a_at	2.729069813
1553076_at	3.184912149
1553077_at	3.180313541
1553078_at	3.590993305
1553079_at	3.600267161
1553080_at	3.239985128
1553081_at	5.48421603
1553082_at	4.918070279
1553083_at	4.493188497
1553084_at	3.042633492
1553086_at	2.854486128
1553087_at	3.709480459
1553088_a_at	6.811643346
1553089_a_at	3.745413161
1553093_a_at	3.251579874
1553094_at	4.546286003
1553096_s_at	6.596367398
1553099_at	6.670975989
1553101_a_at	7.911716121
1553102_a_at	5.24037159
1553103_at	8.281907256
1553105_s_at	9.108657756
1553106_at	4.835725871
1553107_s_at	5.381248958
1553108_at	5.632936096
1553111_a_at	4.706944736
1553112_s_at	7.545517184
1553113_s_at	7.480953787
1553114_a_at	8.574414295
1553115_at	8.909472314
1553117_a_at	9.114449929
1553118_at	6.556652256
1553120_at	3.449246934
1553122_s_at	3.343962518
1553123_at	3.662028218
1553125_x_at	4.271040012
1553126_a_at	2.852990484
1553127_a_at	3.220457623
1553129_at	2.789829419
1553130_at	6.462297262
1553131_a_at	5.139545615
1553132_a_at	6.77127041
1553133_at	5.534969068
1553134_s_at	2.924730434
1553136_at	6.183689911
1553137_s_at	4.466818018
1553138_a_at	3.343871301
1553139_s_at	5.187045947
1553140_at	3.249677405
1553141_at	4.883578439
1553142_at	3.742187862
1553145_at	6.78501101
1553146_at	3.020928932
1553147_at	3.120648016
1553148_a_at	5.385503078
1553150_at	4.876618507
1553151_at	3.958903321
1553153_at	4.680801614
1553155_x_at	4.011234999
1553156_at	4.114057215
1553157_at	3.969937451
1553158_at	4.897945115
1553159_at	4.698242963
1553162_x_at	5.745694536
1553163_at	5.367789399
1553165_at	5.084127726
1553166_at	5.328828568
1553167_a_at	5.179288145
1553168_at	4.824821822
1553169_at	4.512702681
1553171_x_at	3.147382168
1553172_at	6.682476016
1553174_at	5.557774805
1553175_s_at	3.788521648
1553176_at	3.184791668
1553177_at	3.783478572
1553178_a_at	5.281229603
1553179_at	5.4960209
1553180_at	3.127596062
1553181_at	5.145947932
1553183_at	2.815067842
1553185_at	8.168355327
1553186_x_at	7.059141932
1553188_s_at	4.074510958
1553190_s_at	5.656215306
1553191_at	2.664158409
1553192_at	3.013868978
1553193_at	2.893545438
1553194_at	3.7158503
1553196_a_at	3.908637981
1553197_at	2.987101699
1553199_at	2.929372219
1553202_at	3.511622677
1553204_at	4.150599675
1553205_at	5.918711669
1553207_at	5.283119742
1553208_s_at	3.643524609
1553209_at	3.632306652
1553211_at	3.707239689
1553212_at	4.148075188
1553213_a_at	3.587858413
1553214_a_at	2.667142967
1553215_s_at	3.566153012
1553216_at	4.199691882
1553217_s_at	4.331024654
1553218_a_at	7.108839568
1553219_a_at	4.693113918
1553220_at	4.973518216
1553221_at	4.896135292
1553222_at	7.631372526
1553224_at	3.968919282
1553225_s_at	5.222659696
1553226_at	3.868402367
1553227_s_at	5.404684899
1553228_at	2.88284543
1553229_at	4.896557885
1553232_at	3.926933164
1553234_at	4.068344302
1553235_at	3.884516293
1553237_x_at	3.865938668
1553238_a_at	5.921750868
1553239_at	4.516589334
1553241_at	3.697905346
1553243_at	4.973699815
1553244_at	3.004041584
1553246_a_at	4.465018484
1553247_a_at	3.307571882
1553248_at	4.973128337
1553249_at	3.63322799
1553252_a_at	4.640532322
1553253_at	6.790695034
1553254_at	2.874069408
1553255_at	3.52807067
1553257_at	5.531744444
1553258_at	4.141458105
1553260_s_at	2.677829832
1553261_x_at	2.662176127
1553262_a_at	7.191328612
1553263_at	6.061150444
1553264_a_at	5.688664573
1553265_at	3.522577327
1553266_at	2.603640712
1553267_a_at	3.621221055
1553268_at	3.556894077
1553269_at	3.565080003
1553271_at	3.445048742
1553272_at	4.905110068
1553274_a_at	6.506047821
1553275_s_at	3.657712705
1553276_at	2.876834712
1553277_at	2.640277448
1553279_at	5.760795618
1553280_at	5.068838409
1553281_at	4.753359586
1553282_at	4.051393679
1553284_s_at	3.763130092
1553285_s_at	3.145348056
1553286_at	6.13901331
1553288_a_at	4.066213583
1553292_s_at	4.349406036
1553293_at	3.220900624
1553295_at	2.733764689
1553296_at	5.604593215
1553297_a_at	6.89609808
1553298_at	4.605595661
1553299_at	3.150468169
1553300_a_at	4.788922272
1553301_a_at	3.816819834
1553303_at	5.135298612
1553304_at	4.928310099
1553306_at	3.390273082
1553310_at	3.067436755
1553311_at	2.666965032
1553313_s_at	4.375778687
1553314_a_at	3.350841502
1553315_at	3.136858357
1553316_at	4.551497826
1553317_s_at	3.019556841
1553318_at	4.115094022
1553319_at	6.042845874
1553320_s_at	2.553707218
1553321_a_at	3.501084524
1553322_s_at	3.359483664
1553323_a_at	4.161266555
1553325_at	3.613400652
1553326_at	2.963146671
1553327_a_at	3.862364597
1553328_a_at	3.731150511
1553329_at	3.087394461
1553330_at	2.99684186
1553333_at	3.731358176
1553335_x_at	3.385238542
1553336_a_at	4.425047672
1553338_at	5.665052123
1553340_s_at	5.148461586
1553341_at	3.670200181
1553344_at	2.621797999
1553346_a_at	5.299224497
1553347_s_at	4.428026256
1553348_a_at	5.785052088
1553349_at	6.644148962
1553350_at	4.014320014
1553351_at	3.999259908
1553352_x_at	4.608407588
1553354_a_at	4.1461146
1553355_at	3.734123129
1553356_at	2.738134433
1553357_at	2.879993743
1553359_at	7.377185856
1553361_x_at	6.792122271
1553362_at	2.449998611
1553363_at	3.638040444
1553364_at	4.137157007
1553365_at	3.061859316
1553366_s_at	4.960871063
1553367_a_at	4.93792486
1553369_at	4.362902819
1553371_at	3.494530172
1553372_at	4.245977842
1553373_at	3.196841736
1553374_at	2.928448964
1553375_at	3.802171198
1553376_a_at	2.894048236
1553378_a_at	3.392246378
1553380_at	2.888278469
1553383_at	2.926355794
1553385_at	5.044467131
1553386_at	5.11787045
1553387_at	4.001397925
1553388_at	3.481572733
1553389_at	3.789507938
1553390_at	3.222379969
1553391_at	3.109997922
1553392_at	3.059053934
1553394_a_at	2.95891412
1553395_a_at	4.286864625
1553396_a_at	6.241048105
1553397_at	6.506431424
1553398_at	3.103670696
1553399_a_at	6.466062549
1553400_a_at	4.452214124
1553401_at	2.8651778
1553402_a_at	3.309567036
1553403_at	4.162262362
1553405_a_at	3.600243491
1553407_at	5.195820947
1553409_at	2.956605655
1553410_a_at	3.508484225
1553411_s_at	3.444453482
1553412_at	4.366916604
1553413_at	3.597570857
1553415_at	2.873150623
1553417_at	3.148849666
1553418_a_at	3.715980272
1553420_at	4.135125077
1553422_s_at	4.263405019
1553423_a_at	2.718800578
1553424_at	3.168238558
1553425_at	3.835934145
1553426_at	3.275700134
1553427_at	4.909180229
1553428_at	3.158619708
1553429_at	4.024812116
1553430_a_at	3.662028218
1553432_s_at	4.248250453
1553433_at	2.869507697
1553434_at	2.92945052
1553435_at	4.146649373
1553436_at	3.452248132
1553437_at	4.346770697
1553438_at	6.396554647
1553439_at	4.788593077
1553440_at	2.688679583
1553441_at	2.519164012
1553442_a_at	3.29503643
1553443_at	3.571285962
1553444_a_at	5.751419125
1553446_at	3.443718673
1553447_at	3.869032057
1553448_at	3.142070099
1553449_at	3.636634623
1553450_s_at	3.180265962
1553451_at	3.692953659
1553452_at	3.390273082
1553453_at	4.257484719
1553454_at	2.914863323
1553456_at	3.274133787
1553457_at	5.622543774
1553458_at	4.195072865
1553459_at	4.870210894
1553460_at	4.357457441
1553461_at	3.268928816
1553462_at	2.948406599
1553464_at	6.053000904
1553465_a_at	3.097956529
1553466_at	3.836556757
1553467_at	3.475175891
1553468_at	3.100260589
1553470_at	3.398071541
1553471_at	3.155021966
1553472_at	3.394910563
1553474_at	2.633949444
1553475_at	3.351258588
1553478_at	3.498374045
1553479_at	4.287110996
1553482_at	2.979370384
1553483_at	5.791605488
1553484_at	3.030247921
1553485_at	3.967925577
1553486_a_at	3.970784653
1553488_at	5.252489732
1553489_a_at	4.285462604
1553491_at	3.795290095
1553492_a_at	3.989423524
1553493_a_at	4.452147967
1553494_at	2.72881196
1553497_at	2.932286138
1553498_at	3.555267543
1553499_s_at	5.729597005
1553500_at	3.740495941
1553502_a_at	3.165524328
1553504_at	3.58709306
1553505_at	3.64124961
1553506_at	4.017045239
1553507_a_at	5.317696648
1553508_at	3.36494317
1553510_s_at	7.902517999
1553511_at	5.410881706
1553512_at	3.841251306
1553513_at	2.93655544
1553514_a_at	3.219282873
1553515_at	3.622307029
1553517_at	4.645518366
1553518_at	3.994807767
1553519_at	2.718800578
1553521_at	3.561040756
1553523_at	4.310831362
1553524_at	3.371813093
1553525_at	4.863942362
1553526_at	4.073166073
1553527_at	3.998365194
1553528_a_at	5.612697326
1553529_at	3.718713902
1553530_a_at	9.856261296
1553531_at	3.356827938
1553532_a_at	5.577092084
1553533_at	4.338640466
1553534_at	3.775861786
1553535_a_at	7.294588404
1553536_at	3.681663142
1553537_at	3.239952455
1553538_s_at	14.46965008
1553539_at	4.052386656
1553540_a_at	4.99483511
1553541_at	3.45568285
1553542_at	5.217321207
1553544_at	4.783300667
1553545_at	5.466911014
1553546_at	2.719453199
1553547_at	3.042724602
1553549_at	3.258345823
1553550_at	3.102816023
1553551_s_at	14.25706477
1553552_at	4.318981067
1553553_at	3.51592882
1553555_at	3.489765498
1553556_at	3.154047715
1553558_at	3.35358491
1553559_at	5.874896335
1553560_at	3.350470852
1553561_at	3.081068737
1553562_at	4.385713443
1553564_at	4.285565542
1553565_s_at	5.182298904
1553566_at	5.509036399
1553567_s_at	14.44700858
1553568_a_at	3.882633149
1553569_at	14.29598181
1553570_x_at	14.40749428
1553572_a_at	6.686536439
1553573_s_at	3.700509189
1553574_at	3.199436639
1553575_at	6.240989816
1553579_a_at	2.839562067
1553581_s_at	8.444845431
1553582_a_at	3.816648387
1553583_a_at	3.962868687
1553584_at	4.390203347
1553585_a_at	3.8471146
1553586_at	4.52167736
1553587_a_at	8.858076955
1553588_at	14.36191791
1553589_a_at	9.748444712
1553590_at	5.376826385
1553591_at	4.084941921
1553592_x_at	4.287152198
1553593_a_at	3.68606171
1553594_a_at	5.382235099
1553599_a_at	2.828450379
1553600_at	4.290421357
1553601_a_at	3.210209835
1553602_at	5.817194309
1553603_s_at	5.808586646
1553604_at	2.632308633
1553605_a_at	2.863143505
1553607_at	2.803865131
1553608_a_at	3.229206646
1553611_s_at	5.29485587
1553612_at	5.02921585
1553613_s_at	4.265546156
1553614_a_at	3.37360948
1553618_at	3.281226781
1553619_a_at	3.905408368
1553620_at	3.047170445
1553622_a_at	3.075760256
1553623_at	3.720267942
1553625_at	2.557392073
1553626_a_at	3.621529513
1553627_s_at	2.647216092
1553629_a_at	4.407295706
1553630_at	2.96960034
1553633_s_at	3.496579319
1553634_a_at	4.208781425
1553635_s_at	2.980920722
1553636_at	2.639750214
1553637_s_at	4.167357266
1553639_a_at	5.352851557
1553640_at	4.676742279
1553641_a_at	4.30817696
1553642_at	6.350282106
1553644_at	3.868561217
1553645_at	3.030146066
1553646_at	3.289090554
1553647_at	5.099038754
1553651_at	2.903575893
1553652_a_at	2.86526203
1553654_at	2.755453407
1553655_at	3.224103535
1553656_at	6.687909477
1553657_at	5.462019842
1553658_at	3.823268838
1553660_at	4.223517217
1553661_a_at	3.183404697
1553663_a_at	6.016337928
1553666_at	3.381739415
1553668_at	4.882552443
1553670_at	3.558203004
1553672_at	3.717413828
1553673_at	4.052386656
1553674_at	3.294047765
1553675_at	4.31169027
1553677_a_at	6.70584033
1553678_a_at	10.34758753
1553679_s_at	4.549622488
1553681_a_at	5.841665741
1553682_at	3.718713902
1553683_s_at	3.779824156
1553684_at	4.880688062
1553685_s_at	6.17401023
1553686_at	4.051362274
1553688_at	4.196824537
1553689_s_at	6.14678161
1553690_at	4.367754748
1553691_at	4.058708207
1553693_s_at	6.613431308
1553694_a_at	6.937221658
1553695_a_at	6.052225453
1553696_s_at	3.741051335
1553697_at	3.333142171
1553698_a_at	3.816541841
1553701_a_at	6.860677137
1553702_at	4.141169609
1553703_at	8.900161166
1553704_x_at	8.408439259
1553705_a_at	6.869694439
1553706_at	3.441120039
1553708_at	4.331064127
1553709_a_at	9.224361816
1553710_at	3.224951539
1553711_a_at	2.971527695
1553713_a_at	5.917647361
1553715_s_at	9.375665878
1553717_at	5.184658122
1553718_at	7.447746337
1553719_s_at	4.521335145
1553720_a_at	5.695447756
1553721_at	2.698126617
1553722_s_at	3.178348404
1553723_at	3.490809265
1553725_s_at	5.788124255
1553726_s_at	3.576984567
1553727_at	5.611466147
1553728_at	7.497411421
1553729_s_at	3.564294369
1553730_x_at	6.593233646
1553732_s_at	5.7243444
1553734_at	3.472193374
1553736_at	3.397381035
1553739_at	2.842836377
1553740_a_at	3.706508557
1553741_at	2.985466795
1553743_at	5.590420916
1553746_a_at	3.174303451
1553747_at	3.146435086
1553749_at	3.842648211
1553750_a_at	3.331932424
